,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
427,50002846,6.0,6.17,5.5,6.0,4.8,7.25,,,
428,50002847,5.2,8.25,5.75,7.0,7.6,8.25,,,
429,50002848,6.4,7.25,5.75,7.0,8.0,7.5,,,
430,50002849,5.4,7.0,4.75,5.5,4.6,5.75,,,
431,50002850,5.4,7.0,3.75,5.75,3.4,7.25,,,
432,50002851,7.0,7.5,,,7.4,,7.75,4.0,4.25
433,50002852,7.2,7.0,,,6.4,,7.5,4.25,3.75
434,50002853,5.2,6.75,,,6.4,,5.75,5.5,5.0
435,50002854,6.6,8.0,5.25,5.75,6.2,7.25,,,
436,50002855,7.6,7.0,,,3.6,,7.25,8.0,3.75
437,50002856,4.4,5.5,3.75,4.25,4.4,6.5,,,
438,50002857,5.0,6.25,6.5,6.75,3.6,7.75,,,
439,50002858,6.2,6.25,6.25,7.25,5.0,7.25,,,
440,50002859,7.6,6.5,,,5.6,,7.0,4.5,5.0
441,50002860,8.4,7.5,,,6.6,,8.25,8.75,4.75
442,50002861,6.2,7.0,,,5.2,,7.0,6.5,3.25
443,50002862,7.8,8.5,8.0,7.0,8.0,7.0,,,
444,50002863,5.8,7.75,7.5,7.5,6.4,9.0,,,
445,50002864,5.4,6.75,5.75,7.75,4.0,8.0,,,
446,50002865,4.4,5.5,6.0,7.0,4.2,8.0,,,
447,50002866,7.0,8.5,9.75,9.0,4.2,8.75,,,
448,50002867,6.2,5.75,,,4.4,,5.0,3.5,3.5
449,50002868,4.4,3.75,4.0,6.0,,,,,
450,50002869,7.0,6.0,7.5,7.5,3.4,8.5,,,
451,50002870,7.0,8.0,,,4.6,,7.75,7.5,4.25
452,50002871,6.8,6.5,,,4.6,,5.25,7.5,5.25
453,50002872,7.2,7.5,,,4.6,,7.25,7.0,5.75
454,50002873,6.0,6.5,6.25,7.5,3.2,9.0,,,
455,50002875,5.4,7.5,8.5,7.75,3.8,8.0,,,
456,50002876,6.8,7.0,,,6.2,,5.25,4.0,6.25
457,50002877,7.6,7.75,7.0,7.25,4.2,9.0,,,
458,50002878,6.2,5.75,7.5,7.75,2.2,8.75,,,
459,50002879,8.2,6.25,,,7.4,,8.25,7.25,5.5
460,50002880,6.6,5.75,,,5.0,,5.75,5.25,3.75
461,50002881,4.0,4.75,,,4.4,,4.5,4.75,3.25
462,50002882,8.0,7.5,7.0,7.75,6.8,8.75,,,
463,50002883,5.0,5.0,5.0,5.25,,,,,
464,50002884,8.4,7.25,,,7.0,,7.75,6.75,5.25
465,50002885,8.4,7.5,,,8.6,,7.75,8.0,5.75
466,50002886,8.2,8.0,10.0,9.0,9.4,9.75,,,
467,50002887,6.6,5.5,7.0,7.0,,,,,
468,50002888,5.8,6.5,8.5,6.25,5.4,8.75,,,
469,50002889,7.0,5.0,,,4.6,,4.0,7.75,3.75
470,50002890,6.6,6.0,7.75,7.5,4.0,9.0,,,
471,50002891,7.4,7.5,,,4.4,,5.75,7.0,4.5
472,50002892,6.2,6.75,,,8.2,,7.0,5.0,4.0
473,50002893,8.0,7.0,,,5.6,,6.5,6.25,6.25
474,50002894,8.8,6.75,,,7.8,,7.75,7.75,6.5
475,50002895,7.8,8.0,5.75,7.5,7.6,8.5,,,
476,50002896,8.2,6.5,,,8.4,,8.5,5.75,7.0
477,50002897,8.4,7.5,,,6.0,,7.75,7.75,6.5
478,50002898,9.0,7.25,,,7.8,,7.75,7.0,6.5
479,50002899,8.2,7.75,7.75,7.75,7.4,8.5,,,
480,50002900,6.4,5.5,8.5,8.0,,,,,
481,50002901,6.0,6.5,8.75,7.0,5.4,8.5,,,
482,50002902,7.6,6.0,,,9.4,,6.25,5.5,4.25
483,50002903,5.8,6.0,6.5,8.25,3.2,9.25,,,
484,50002904,5.4,6.0,4.25,5.5,2.6,5.0,,,
485,50002905,8.6,8.25,9.0,9.0,7.4,9.0,,,
486,50002906,6.4,6.0,4.5,5.25,2.6,7.5,,,
487,50002907,5.8,6.5,5.5,5.5,4.6,7.25,,,
488,50002908,6.0,6.0,4.25,6.0,4.2,7.5,,,
489,50002909,7.6,7.0,,,8.4,,8.0,5.0,5.0
490,50002910,4.8,4.25,6.5,6.75,,,,,
491,50002911,7.0,7.75,7.75,8.5,7.0,8.75,,,
492,50002912,7.2,7.0,,,4.0,,5.25,3.75,5.25
493,50002913,5.6,7.25,,,5.8,,4.75,6.0,6.75
494,50002914,7.6,4.25,7.75,8.0,,,,,
495,50002915,5.8,4.0,6.25,8.25,,,,,
496,50002916,5.2,6.75,7.0,6.25,6.2,8.0,,,
497,50002917,6.6,6.5,,,5.0,,6.25,3.25,4.0
498,50002918,7.6,6.5,,,5.4,,7.0,7.5,5.0
499,50002919,5.0,5.25,,,5.0,,5.25,2.5,3.25
500,50002920,8.6,6.0,,,4.8,,8.5,8.75,4.5
501,50002921,3.4,7.0,9.5,8.5,3.0,8.0,,,
502,50002922,7.2,7.25,7.0,7.5,6.2,8.0,,,
503,50002923,6.0,6.5,8.0,6.25,7.4,7.5,,,
504,50002924,6.2,6.75,,,6.6,,7.0,3.5,2.25
505,50002925,4.4,6.5,6.75,7.0,2.0,8.75,,,
506,50002926,4.8,6.0,6.5,7.0,2.6,7.75,,,
507,50002927,6.6,7.0,8.5,6.25,6.8,8.5,,,
508,50002928,7.0,7.75,5.5,5.25,5.4,7.5,,,
509,50002929,3.4,6.25,5.5,6.0,3.0,7.5,,,
510,50002930,4.8,5.5,5.0,5.25,2.0,5.5,,,
511,50002931,3.6,6.75,5.0,6.75,3.0,7.75,,,
512,50002932,7.2,6.25,,,5.0,,6.75,5.5,4.75
513,50002933,4.4,5.0,2.75,6.0,4.0,6.0,,,
514,50002934,3.2,7.75,5.75,6.25,4.6,8.25,,,
515,50002935,7.2,7.5,,,4.6,,7.0,6.25,3.25
516,50002936,8.4,7.75,,,9.4,,9.25,7.75,7.75
517,50002937,5.4,6.25,2.5,7.0,3.0,8.25,,,
518,50002938,3.8,7.0,7.0,7.5,3.2,8.75,,,
519,50002939,7.6,7.75,,,7.6,,7.5,6.0,5.0
520,50002940,7.4,5.25,,,3.4,,7.5,7.75,4.25
521,50002941,7.6,6.92,,,4.6,,5.5,8.5,7.0
522,50002942,7.0,7.0,,,4.8,,4.5,2.25,3.25
523,50002943,7.0,7.0,,,4.0,,7.75,7.75,1.75
524,50002944,6.0,4.5,4.25,5.25,,,,,
525,50002945,7.6,7.75,,,3.8,,7.0,4.5,6.75
526,50002946,6.8,6.25,7.0,7.25,3.6,8.0,,,
527,50002947,6.4,6.75,4.0,6.25,4.2,6.0,,,
528,50002948,3.2,5.25,3.25,5.0,2.0,6.75,,,
529,50002949,8.0,8.0,,,4.4,,7.75,7.0,6.0
530,50002950,7.8,5.75,,,4.4,,6.0,5.75,4.25
531,50002951,8.6,7.0,,,3.2,,5.0,8.5,8.0
532,50002952,8.4,7.0,,,3.6,,7.5,8.25,5.75
533,50002953,4.0,4.75,4.0,5.25,3.2,7.0,,,
534,50002954,7.2,7.75,4.5,6.75,5.0,7.5,,,
535,50002955,8.6,6.0,,,3.6,,8.25,6.75,4.5
536,50002956,4.6,6.5,6.5,5.5,3.4,7.5,,,
537,50002957,8.0,7.25,,,4.6,,7.25,8.25,7.0
538,50002958,4.0,3.75,4.0,6.0,,,,,
539,50002959,6.0,6.25,6.25,7.75,3.4,8.0,,,
540,50002960,4.0,5.0,5.0,6.25,,,,,
541,50002961,6.2,6.0,8.25,7.75,6.2,8.25,,,
542,50002962,8.0,6.0,,,9.0,,8.5,5.75,5.25
543,50002963,8.2,7.25,,,6.4,,5.25,8.25,9.0
544,50002964,6.6,5.5,7.25,6.75,5.4,7.0,,,
545,50002965,8.8,6.5,,,2.0,,5.75,8.25,8.75
546,50002966,3.8,3.0,4.0,7.75,,,,,
547,50002967,7.2,6.5,,,2.8,,7.0,6.75,4.75
548,50002968,6.8,7.0,8.5,8.25,8.0,8.25,,,
549,50002969,6.6,5.25,5.75,6.75,4.4,8.5,,,
550,50002970,6.4,5.5,7.25,6.0,,,,,
551,50002971,5.8,6.5,7.0,7.0,4.8,8.25,,,
552,50002972,5.8,6.25,6.75,5.75,3.6,8.0,,,
553,50002973,3.4,5.75,6.0,6.5,2.8,9.0,,,
554,50002974,6.2,7.0,,,4.0,,7.75,6.5,4.5
555,50002975,6.6,6.5,5.0,7.5,3.4,7.75,,,
556,50002976,5.0,5.5,6.25,6.5,5.2,8.25,,,
557,50002977,8.2,6.75,,,5.6,,6.25,9.5,9.0
558,50002978,6.4,8.0,7.25,8.75,3.6,9.25,,,
559,50002979,8.6,6.5,,,4.4,,8.25,7.5,3.75
560,50002980,7.6,6.0,5.0,7.0,4.2,6.75,,,
561,50002981,4.4,5.5,4.0,6.75,,,,,
562,50002982,7.4,6.25,,,6.0,,8.25,4.75,4.75
563,50002983,7.4,6.0,,,4.6,,6.0,4.0,3.5
564,50002984,8.2,7.25,,,6.6,,8.0,4.5,5.0
565,50002985,7.8,7.0,,,7.6,,7.5,6.75,5.25
566,50002986,2.2,7.0,2.5,6.75,3.4,6.75,,,
567,50002987,7.2,6.75,,,4.8,,5.5,6.75,5.25
568,50002988,6.4,7.5,7.0,7.75,5.4,8.0,,,
569,50002989,8.0,7.5,,,6.6,,7.5,5.25,5.25
570,50002990,6.0,7.25,,,3.2,,6.25,6.5,4.0
571,50002991,7.0,6.0,,,4.6,,6.75,4.75,4.5
572,50002992,6.8,6.25,6.5,7.0,4.8,8.5,,,
573,50002993,6.4,7.5,6.75,7.0,3.8,8.75,,,
574,50002994,6.2,7.5,7.0,7.0,4.4,8.25,,,
575,50002995,8.6,6.5,,,5.6,,8.25,6.5,5.25
576,50002996,8.2,7.25,8.25,7.25,7.2,9.25,,,
577,50002997,8.2,8.25,,,4.4,,8.0,7.75,7.25
578,50002998,8.8,8.0,,,9.2,,6.25,9.0,9.0
579,50002999,8.4,7.0,,,9.6,,7.75,7.0,6.75
580,50003000,6.8,5.25,6.75,5.75,,,,,
581,50003001,7.0,5.75,7.0,6.5,4.2,8.75,,,
582,50003002,9.0,7.0,,,6.8,,8.25,8.5,5.75
583,50003003,8.6,6.5,,,5.8,,7.75,6.75,3.25
584,50003004,8.4,6.75,,,8.2,,7.75,8.75,4.5
585,50003005,6.6,7.5,,,6.6,,7.25,5.5,4.5
586,50003006,6.2,7.0,,,3.8,,4.75,5.25,4.25
587,50003007,6.4,6.0,5.75,6.25,4.2,7.5,,,
588,50003008,7.4,5.0,2.5,5.75,4.0,6.75,,,
589,50003009,4.4,5.0,4.75,5.75,,,,,
590,50003010,6.8,6.0,6.0,6.75,6.8,7.0,,,
591,50003011,5.0,6.5,7.0,6.5,5.2,8.5,,,
592,50003012,7.8,7.25,8.5,8.75,6.0,9.0,,,
593,50003013,4.6,6.25,6.75,4.75,,,,,
594,50003014,4.8,6.5,6.75,5.75,3.8,8.25,,,
595,50003015,6.4,7.25,8.5,9.25,7.0,8.75,,,
596,50003016,8.2,7.75,,,5.2,,8.75,8.75,6.0
597,50003017,6.2,6.5,6.25,8.25,2.8,8.5,,,
598,50003018,8.6,6.25,,,4.2,,6.0,8.5,8.0
599,50003019,5.4,5.0,5.5,4.25,4.4,6.25,,,
600,50003020,7.6,5.0,,,4.2,,6.25,4.0,5.5
601,50003021,6.4,7.0,8.5,8.0,4.6,8.5,,,
602,50003022,7.6,6.5,,,2.8,,6.5,4.0,4.75
603,50003023,9.2,8.0,7.75,8.25,9.0,9.5,,,
604,50003024,5.4,7.5,7.5,8.75,5.4,8.75,,,
605,50003025,6.2,5.75,,,3.4,,5.25,5.0,4.0
606,50003026,6.0,6.25,6.25,5.75,5.0,8.75,,,
607,50003027,8.8,7.25,,,5.6,,7.75,6.5,5.0
608,50003028,8.2,8.0,,,4.0,,8.5,9.0,5.25
609,50003029,4.8,6.17,6.0,8.5,5.0,8.75,,,
610,50003030,4.6,5.25,6.75,6.5,2.4,8.5,,,
611,50003031,7.6,7.0,7.25,7.25,3.4,9.0,,,
612,50003032,5.2,8.0,10.0,8.75,3.8,9.25,,,
613,50003033,5.8,6.5,7.5,8.5,4.8,7.5,,,
614,50003034,7.6,6.5,,,4.8,,5.75,6.75,6.0
615,50003035,7.4,6.75,,,6.2,,6.0,7.0,4.75
616,50003036,5.2,6.5,,,3.8,,4.5,4.0,4.75
617,50003037,5.8,6.25,4.25,7.5,3.8,6.25,,,
618,50003038,8.8,7.0,,,,,4.5,9.0,8.75
619,50003039,6.2,7.25,7.25,5.5,4.0,8.25,,,
620,50003040,7.8,7.0,7.25,6.75,5.6,8.25,,,
621,50003041,6.6,7.0,7.5,7.25,6.0,8.5,,,
622,50003042,7.8,8.0,8.0,9.0,8.2,9.25,,,
623,50003043,8.0,8.0,8.75,9.75,7.8,9.25,,,
624,50003044,8.4,6.75,,,4.6,,7.75,6.5,6.5
625,50003045,8.0,7.75,,,8.6,,8.0,6.0,5.0
626,50003046,9.2,5.25,,,9.4,,9.5,5.5,5.5
627,50003047,6.0,5.75,,,4.2,,7.25,3.5,4.5
628,50003048,4.6,7.0,6.5,9.0,3.8,9.5,,,
629,50003049,6.8,7.75,,,4.4,,6.25,7.25,4.5
630,50003050,8.8,7.25,,,9.2,,8.0,4.5,5.5
631,50003051,5.0,6.0,7.25,6.0,4.4,8.5,,,
632,50003052,5.2,7.5,7.25,8.25,2.2,7.5,,,
633,50003053,8.6,7.75,,,4.4,,4.75,8.0,9.25
634,50003054,5.2,6.5,4.5,5.5,3.6,6.5,,,
635,50003055,7.6,8.25,7.75,7.25,8.8,8.0,,,
636,50003056,7.0,6.25,,,2.6,,5.25,7.25,4.5
637,50003057,5.8,7.0,,,5.6,,7.75,6.25,3.5
638,50003058,6.0,7.5,,,2.8,,4.5,1.5,4.5
639,50003059,8.8,5.75,,,5.8,,3.75,7.75,9.0
640,50003060,6.6,6.25,,,4.0,,5.75,4.75,4.25
641,50003061,7.4,5.0,,,4.8,,8.0,7.75,4.0
642,50003062,6.2,6.0,,,4.4,,5.0,5.25,5.0
643,50003063,4.8,6.0,,,3.0,,6.0,4.5,3.75
644,50003064,5.6,6.25,,,4.8,,4.5,3.75,4.75
645,50003065,7.2,7.5,,,7.0,,7.25,4.75,4.25
646,50003066,7.6,7.0,,,5.6,,7.5,7.75,3.0
647,50003067,3.0,6.0,5.75,6.0,2.6,6.25,,,
648,50003068,8.8,7.5,,,9.6,,8.25,5.25,5.5
649,50003069,7.0,6.75,,,6.2,,5.0,5.5,5.25
650,50003070,4.8,7.75,6.5,6.0,4.0,7.25,,,
651,50003071,7.8,6.25,6.25,7.0,6.2,8.75,,,
652,50003072,6.4,7.0,,,4.8,,6.0,8.5,4.75
653,50003073,5.6,7.0,,,4.0,,4.25,5.75,3.75
654,50003074,6.4,6.75,,,3.2,,6.0,6.75,3.75
655,50003075,6.0,6.5,5.5,7.25,3.6,8.75,,,
656,50003076,6.4,6.42,,,5.4,,4.25,5.0,5.25
657,50003077,7.2,5.75,5.0,5.75,5.2,6.75,,,
658,50003078,8.4,6.5,,,7.6,,8.0,5.5,4.0
659,50003079,3.4,6.33,2.75,5.25,2.6,6.0,,,
660,50003080,7.4,6.0,7.0,6.5,4.0,8.0,,,
661,50003081,4.2,6.5,2.5,7.25,3.2,7.5,,,
662,50003082,6.4,7.25,,,4.2,,7.0,5.5,4.0
663,50003083,7.2,8.5,8.0,6.75,6.4,8.75,,,
664,50003084,8.2,8.75,,,8.8,,8.25,4.5,6.75
665,50003085,7.0,7.0,,,3.0,,5.0,6.25,4.0
666,50003087,7.4,8.0,8.75,8.5,2.8,8.5,,,
667,50003088,7.6,6.75,,,6.8,,8.0,5.25,4.75
668,50003089,6.2,7.25,,,3.0,,4.5,3.5,5.5
669,50003090,6.0,6.75,5.0,6.75,4.0,8.75,,,
670,50003091,5.8,6.0,5.25,5.25,4.8,8.5,,,
671,50003092,1.8,5.5,4.0,4.75,,,,,
672,50003093,5.2,7.25,6.0,6.5,,,,,
673,50003094,4.8,4.25,6.75,8.5,,,,,
674,50003095,8.6,7.25,,,7.2,,8.0,8.75,5.5
675,50003096,8.2,6.75,8.5,8.25,5.6,8.5,,,
676,50003097,5.4,6.5,9.0,8.0,4.2,7.75,,,
677,50003098,7.2,7.0,6.0,7.25,3.6,8.75,,,
678,50003099,6.8,6.25,7.5,7.25,3.8,8.25,,,
679,50003100,6.2,7.5,,,4.2,,5.5,6.5,5.0
680,50003101,6.4,6.25,,,5.8,,6.25,5.5,6.0
681,50003102,7.6,7.25,,,5.8,,7.25,7.75,6.5
682,50003103,6.6,7.0,6.25,6.5,5.4,8.25,,,
683,50003104,6.0,7.5,,,6.0,,5.75,5.75,4.5
684,50003105,6.4,6.0,7.75,7.0,3.4,7.75,,,
685,50003106,7.0,7.67,,,7.2,,5.75,7.0,8.0
686,50003107,4.6,5.0,7.5,5.75,,,,,
687,50003108,8.4,7.0,,,4.4,,6.5,7.25,4.5
688,50003109,5.6,6.0,7.25,6.75,6.4,7.75,,,
689,50003110,5.6,5.25,,,2.4,,5.75,6.5,5.5
690,50003111,8.2,7.25,,,6.2,,7.25,7.5,4.5
691,50003112,7.6,7.5,7.75,7.25,4.4,8.75,,,
692,50003113,7.0,7.0,7.5,6.0,4.0,8.25,,,
693,50003114,7.4,7.5,,,6.0,,7.75,7.25,6.0
694,50003115,8.2,6.5,9.0,8.75,5.2,8.25,,,
695,50003116,6.0,6.5,5.0,6.5,4.6,8.75,,,
696,50003117,7.6,6.5,,,7.2,,7.5,7.25,5.5
697,50003118,5.8,6.75,,,3.0,,4.75,5.25,4.5
698,50003119,6.2,7.25,6.25,7.0,5.6,7.25,,,
699,50003120,8.0,6.75,,,4.8,,7.25,6.0,5.0
700,50003121,6.2,7.5,7.25,6.25,3.6,8.75,,,
701,50003122,8.6,5.75,,,5.8,,7.5,8.75,5.75
702,50003123,7.6,7.25,,,6.8,,7.5,7.5,5.5
703,50003124,6.6,5.75,,,4.2,,6.75,5.75,4.75
704,50003125,5.0,6.0,6.75,5.5,4.8,8.0,,,
705,50003126,5.2,5.5,5.5,6.25,5.4,7.75,,,
706,50003127,5.2,5.75,5.5,6.75,3.6,7.5,,,
707,50003128,5.6,5.25,,,3.6,,6.5,6.5,4.75
708,50003129,7.4,5.0,5.75,7.5,6.0,8.75,,,
709,50003130,8.0,7.0,,,8.4,,5.75,6.75,7.75
710,50003131,7.8,7.5,,,4.0,,7.75,7.0,5.0
711,50003132,7.4,6.5,,,4.6,,5.5,5.5,3.75
712,50003133,6.2,6.75,5.25,5.0,4.4,6.25,,,
713,50003134,7.2,6.5,,,6.8,,6.25,5.0,4.5
714,50003135,8.2,6.0,,,7.4,,7.75,7.5,2.75
715,50003136,6.8,7.25,,,3.6,,6.5,5.75,5.0
716,50003137,7.0,5.5,,,4.8,,6.5,6.75,2.75
717,50003138,6.4,6.75,3.5,5.5,2.4,4.75,,,
718,50003139,6.4,8.0,5.5,6.25,5.8,7.0,,,
719,50003140,7.8,6.75,8.25,7.5,6.2,9.25,,,
720,50003141,5.6,6.25,4.5,5.0,5.6,7.5,,,
721,50003142,5.2,7.5,,,4.4,,5.0,5.0,5.0
722,50003143,7.2,7.0,7.75,7.5,4.8,8.25,,,
723,50003144,8.6,7.5,,,5.0,,6.75,8.5,6.0
724,50003145,7.8,8.0,,,6.4,,7.75,8.0,7.0
725,50003146,5.8,6.5,7.5,7.5,6.2,9.0,,,
726,50003147,7.0,7.25,7.25,7.0,5.0,8.25,,,
727,50003148,7.6,6.5,7.5,7.5,4.6,8.75,,,
728,50003149,6.2,7.0,4.5,7.5,4.4,7.25,,,
729,50003150,5.6,7.5,7.75,6.25,4.8,7.75,,,
730,50003151,9.0,7.75,,,6.2,,8.0,8.5,7.75
731,50003152,7.8,7.25,,,6.4,,7.0,7.0,4.75
732,50003153,9.4,7.0,,,6.8,,8.25,8.25,8.25
733,50003154,6.2,6.5,,,4.2,,4.75,5.5,4.25
734,50003155,5.4,6.25,5.75,6.5,4.0,7.5,,,
735,50003156,7.2,6.25,5.75,7.0,5.4,7.0,,,
736,50003157,7.8,6.25,6.75,7.0,4.6,8.25,,,
737,50003158,7.4,6.5,7.5,6.5,5.6,8.25,,,
738,50003159,6.4,5.25,8.25,7.5,4.0,8.5,,,
739,50003160,6.6,8.25,,,6.2,,7.25,7.5,5.25
740,50003161,7.8,3.75,5.5,8.0,6.2,8.25,,,
741,50003162,8.2,6.75,,,4.2,,6.75,6.0,5.5
742,50003163,7.0,7.92,,,7.6,,6.5,6.25,5.0
743,50003164,5.2,6.5,4.25,5.5,3.4,7.25,,,
744,50003165,5.2,6.5,6.0,5.25,4.0,7.0,,,
745,50003166,4.0,6.0,7.25,6.75,4.0,7.5,,,
746,50003167,7.4,6.25,,,7.4,,7.75,6.25,7.5
747,50003168,9.2,6.75,,,5.4,,8.0,8.0,7.0
748,50003169,8.2,6.5,,,5.4,,7.75,8.75,5.0
749,50003170,4.6,5.25,6.0,7.5,3.0,7.5,,,
750,50003171,7.2,7.75,7.75,8.5,5.8,8.75,,,
751,50003172,7.4,6.5,,,5.8,,5.0,7.75,5.75
752,50003173,5.0,5.5,6.5,5.75,,,,,
753,50003174,6.4,6.5,,,4.4,,6.75,6.75,6.5
754,50003175,7.8,6.25,,,5.0,,5.0,5.75,5.25
755,50003176,5.4,6.75,7.5,5.5,5.0,8.5,,,
756,50003177,8.2,7.5,,,6.6,,7.75,8.5,5.75
757,50003178,6.0,6.25,,,3.2,,4.75,7.0,4.5
758,50003179,5.6,6.0,4.75,6.25,4.6,6.25,,,
759,50003180,7.2,6.75,,,6.2,,7.0,6.25,4.75
760,50003181,8.8,7.0,,,6.8,,6.5,9.25,9.0
761,50003182,5.2,6.5,4.0,5.75,2.0,5.25,,,
762,50003183,8.2,6.25,,,5.4,,7.75,7.0,4.5
763,50003184,5.4,5.5,,,4.6,,3.5,4.5,3.5
764,50003185,7.8,5.0,7.5,7.75,7.6,9.5,,,
765,50003186,3.6,5.5,5.5,4.75,,,,,
766,50003187,6.6,6.5,7.5,6.5,5.0,8.25,,,
767,50003188,5.4,6.5,,,3.8,,4.75,5.0,4.5
768,50003189,1.8,2.75,6.75,6.25,,,,,
769,50003190,6.8,7.0,,,5.2,,6.5,5.25,5.5
770,50003191,4.6,5.0,5.75,5.25,,,,,
771,50003192,6.4,5.5,6.5,6.25,3.6,7.25,,,
772,50003193,5.0,6.75,8.5,8.0,3.2,9.0,,,
773,50003194,5.4,6.25,7.5,6.75,4.2,9.0,,,
774,50003195,7.8,6.5,,,5.6,,6.25,8.0,6.0
775,50003196,6.2,5.0,5.5,5.75,4.4,6.75,,,
776,50003197,5.8,5.25,,,1.8,,5.5,2.75,4.5
777,50003198,4.8,6.0,7.5,6.5,3.4,7.25,,,
778,50003199,4.0,4.0,,,1.8,,4.0,4.25,4.25
779,50003200,7.8,7.0,7.25,7.5,4.6,8.25,,,
780,50003201,6.0,5.5,8.25,7.75,5.0,7.75,,,
781,50003202,7.8,7.5,,,5.0,,5.25,4.75,5.75
782,50003203,7.4,6.75,8.75,6.75,4.6,9.0,,,
783,50003204,7.2,7.5,8.0,7.5,5.8,8.5,,,
784,50003205,7.2,6.75,7.0,7.0,3.4,8.25,,,
785,50003206,7.8,8.25,9.75,8.25,6.8,9.25,,,
786,50003207,7.2,8.0,9.25,8.25,5.2,7.75,,,
787,50003208,6.0,6.25,,,4.0,,7.0,5.75,4.75
788,50003209,7.8,7.25,,,5.0,,7.0,6.75,5.0
789,50003210,5.2,7.0,7.5,8.0,4.6,8.75,,,
790,50003211,6.6,6.0,7.0,6.0,4.2,7.5,,,
791,50003212,5.2,6.0,,,3.4,,5.5,4.25,5.25
792,50003213,3.6,5.25,6.5,8.25,,,,,
793,50003214,6.8,6.5,9.5,7.5,6.0,9.0,,,
794,50003215,7.8,6.25,,,6.2,,4.75,8.0,7.75
795,50003216,7.0,6.5,,,4.4,,6.75,6.75,3.5
796,50003217,6.6,5.75,7.25,7.75,3.6,8.75,,,
797,50003218,6.8,7.75,6.0,7.0,5.6,7.5,,,
798,50003219,6.0,5.5,,,4.6,,6.25,6.75,4.5
799,50003220,6.2,7.0,6.75,6.5,5.6,8.25,,,
800,50003221,7.4,7.75,6.5,6.5,4.8,8.5,,,
801,50003222,7.2,7.5,,,6.4,,6.5,7.5,6.75
802,50003223,8.0,8.25,,,6.6,,6.0,8.25,7.25
803,50003224,4.4,6.5,6.75,6.25,3.2,9.25,,,
804,50003225,7.4,7.25,,,4.0,,6.75,6.5,6.0
805,50003226,7.6,6.75,,,5.6,,7.0,6.5,5.0
806,50003227,7.6,7.25,,,6.0,,7.75,6.75,3.75
807,50003228,6.6,6.5,7.75,6.25,4.6,7.25,,,
808,50003229,4.2,5.0,6.5,6.75,4.2,7.25,,,
809,50003230,6.8,6.5,8.5,7.5,5.2,8.5,,,
810,50003231,8.2,6.5,,,5.6,,7.25,8.0,5.5
811,50003232,8.0,6.5,8.25,7.5,7.6,9.0,,,
812,50003233,4.4,5.75,,,3.4,,3.25,6.25,4.75
813,50003234,7.0,5.5,4.0,6.25,3.8,6.75,,,
814,50003235,3.6,3.25,6.25,6.5,,,,,
815,50003236,6.8,6.0,5.75,7.0,4.0,7.75,,,
816,50003237,8.6,6.75,,,5.6,,7.75,8.75,5.5
817,50003238,6.8,8.25,,,8.2,,4.25,5.75,5.75
818,50003239,7.6,6.5,,,8.0,,8.5,6.5,5.5
819,50003240,6.2,7.0,7.75,8.5,4.2,9.0,,,
820,50003241,6.8,6.0,7.75,7.25,4.2,7.5,,,
821,50003242,6.0,4.5,8.0,5.75,,,,,
822,50003243,5.8,5.0,,,2.8,,4.5,4.0,5.25
823,50003244,5.8,5.5,5.25,7.0,4.0,8.0,,,
824,50003245,4.4,4.5,6.25,7.5,5.4,8.5,,,
825,50003246,7.0,6.5,,,6.0,,7.25,7.5,5.25
826,50003247,6.4,6.0,,,3.6,,5.25,6.5,3.0
827,50003248,7.0,7.0,7.5,8.0,5.2,8.75,,,
828,50003249,6.6,6.75,6.75,7.5,4.0,7.5,,,
829,50003250,5.8,4.5,,,4.0,,2.75,4.25,2.0
830,50003251,7.4,6.25,8.75,7.5,5.8,9.5,,,
831,50003252,3.0,5.75,5.5,6.25,,,,,
832,50003253,7.2,6.5,9.25,7.75,4.6,8.75,,,
833,50003254,6.0,7.25,6.75,7.25,6.4,8.5,,,
834,50003255,8.6,7.5,,,5.6,,7.0,7.75,5.5
835,50003256,8.6,6.5,,,4.2,,6.75,6.75,5.75
836,50003257,7.2,6.5,8.0,8.5,3.4,9.25,,,
837,50003258,6.4,7.5,,,4.8,,6.75,6.75,6.5
838,50003259,6.6,7.25,8.5,7.25,5.2,7.5,,,
839,50003260,7.6,6.0,4.25,6.0,5.2,8.0,,,
840,50003261,7.8,7.75,,,7.2,,7.0,7.0,6.75
841,50003262,4.8,6.75,8.0,6.5,5.0,8.0,,,
842,50003263,7.2,6.75,,,3.6,,7.25,7.5,6.0
843,50003264,6.0,6.25,,,4.8,,5.75,4.5,5.25
844,50003265,5.6,6.5,6.0,6.75,5.0,8.75,,,
845,50003266,5.8,6.75,7.0,5.5,3.4,8.25,,,
846,50003267,7.2,6.0,,,5.2,,6.5,6.25,4.75
847,50003268,6.2,6.25,5.75,6.5,3.0,8.5,,,
848,50003269,5.2,4.0,6.5,5.5,4.0,7.0,,,
849,50003270,6.0,5.25,7.5,8.5,3.6,8.75,,,
850,50003271,5.0,4.0,5.0,6.75,3.2,6.75,,,
851,50003272,5.8,3.25,5.25,7.0,3.6,7.25,,,
852,50003273,6.8,6.25,6.5,8.75,4.0,7.25,,,
853,50003274,8.2,5.0,,,5.4,,7.75,8.5,5.0
