,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
35,50002452,7.0,7.5,,,5.4,,4.5,5.0,6.0
36,50002453,7.4,7.75,7.75,7.0,6.8,9.0,,,
37,50002454,6.8,7.75,8.25,7.75,6.2,9.0,,,
38,50002455,6.6,6.25,,,4.0,,7.0,7.5,4.75
39,50002456,4.4,6.75,5.5,6.5,5.0,7.75,,,
40,50002457,6.8,4.75,6.25,6.5,3.4,7.75,,,
41,50002458,8.0,6.25,,,7.4,,7.75,5.5,4.5
42,50002459,8.4,7.75,7.75,7.75,7.8,9.0,,,
43,50002460,8.0,7.0,6.5,7.75,7.6,8.5,,,
44,50002461,5.8,6.5,7.0,7.0,4.4,7.5,,,
45,50002462,7.0,6.5,,,4.0,,7.25,7.5,3.75
46,50002463,4.8,6.25,4.0,5.75,2.6,7.75,,,
47,50002464,3.8,4.0,5.5,7.0,,,,,
48,50002465,7.6,7.5,,,3.2,,7.5,7.0,4.5
49,50002466,7.4,7.25,,,7.8,,7.75,8.5,5.5
50,50002467,7.0,6.75,,,2.0,,3.5,7.25,7.25
51,50002468,3.0,6.0,7.0,7.0,,,,,
52,50002469,7.8,5.25,6.5,6.5,5.6,9.5,,,
53,50002470,5.2,7.25,6.5,7.0,,,,,
54,50002471,6.0,7.75,8.75,8.5,2.2,9.5,,,
55,50002472,7.2,7.5,,,4.6,,6.5,4.0,5.0
56,50002473,4.2,7.5,6.25,7.75,4.6,7.5,,,
57,50002474,8.8,6.5,,,5.0,,4.5,8.75,8.5
58,50002475,7.8,6.25,,,4.0,,6.0,7.5,6.0
59,50002476,7.2,6.5,,,4.2,,6.5,5.5,5.75
60,50002477,5.4,4.5,3.5,4.5,2.8,7.5,,,
61,50002478,4.6,6.75,3.75,3.5,2.8,6.75,,,
62,50002479,6.4,8.25,9.25,8.25,4.4,7.5,,,
63,50002480,8.6,7.0,8.0,7.75,6.8,8.5,,,
64,50002481,5.6,6.75,7.5,5.5,6.6,7.0,,,
65,50002482,8.4,6.0,,,7.4,,5.25,8.5,8.0
66,50002483,6.4,6.5,,,4.8,,5.75,5.5,5.75
67,50002484,2.2,6.5,6.0,5.5,2.0,8.25,,,
68,50002485,6.4,5.92,,,2.2,,4.0,4.75,4.0
69,50002486,3.8,5.5,5.25,6.75,5.2,5.0,,,
70,50002487,7.8,6.5,7.5,6.5,6.2,9.0,,,
71,50002488,5.6,6.25,9.5,8.25,5.6,9.25,,,
72,50002489,6.6,7.0,,,4.6,,6.75,4.75,3.0
73,50002490,7.8,6.0,,,8.4,,7.75,5.5,5.5
74,50002491,8.8,6.5,,,6.8,,6.75,6.25,5.25
75,50002492,5.4,6.25,4.25,6.25,4.2,7.75,,,
76,50002493,7.4,7.5,7.5,7.75,8.8,7.75,,,
77,50002494,8.6,7.75,,,6.0,,6.0,8.25,8.25
78,50002495,7.4,8.0,8.25,6.75,6.0,8.0,,,
79,50002496,4.4,7.0,7.0,4.5,3.8,8.0,,,
80,50002497,8.2,7.5,,,5.2,,7.5,7.75,4.0
81,50002498,5.4,6.5,4.0,6.75,6.0,8.75,,,
82,50002499,8.6,7.75,,,6.8,,8.0,8.5,4.25
83,50002500,7.8,6.75,,,5.0,,7.0,7.75,8.25
84,50002501,8.8,6.0,,,4.8,,9.0,9.5,4.75
85,50002502,5.2,4.5,7.5,7.25,,,,,
86,50002503,6.6,7.25,9.5,8.0,4.6,9.0,,,
87,50002504,4.6,5.0,5.5,5.25,,,,,
88,50002505,4.8,5.0,,,3.2,,4.25,5.5,5.25
89,50002506,4.6,4.75,4.25,6.25,3.8,6.0,,,
90,50002507,7.6,6.75,7.25,7.25,4.2,9.0,,,
91,50002508,6.2,6.5,7.0,6.75,5.0,8.0,,,
92,50002509,7.8,7.0,,,3.6,,6.5,6.75,5.5
93,50002510,6.8,7.25,,,3.6,,6.5,5.5,5.25
94,50002511,5.6,5.5,5.75,4.25,,,,,
95,50002512,7.8,6.5,,,3.8,,7.25,7.0,3.25
96,50002513,6.6,6.25,7.25,7.0,3.8,7.75,,,
97,50002514,5.4,5.5,7.25,6.25,,,,,
98,50002515,4.2,5.5,6.5,6.25,,,,,
99,50002516,5.6,6.0,5.0,6.75,2.6,7.75,,,
100,50002517,5.8,4.75,,,2.8,,4.5,4.75,3.5
101,50002518,7.6,6.5,,,5.6,,8.75,6.75,6.0
102,50002519,5.4,6.25,8.5,8.5,3.6,9.0,,,
103,50002520,5.4,5.75,7.75,6.75,6.8,7.75,,,
104,50002521,7.4,7.75,8.0,7.25,6.4,9.0,,,
105,50002522,5.4,7.5,8.5,7.25,,,,,
106,50002523,7.8,5.75,,,4.6,,5.5,7.25,6.0
107,50002524,6.0,5.75,6.0,8.0,,,,,
108,50002525,5.2,7.0,7.5,7.5,3.0,9.0,,,
109,50002526,8.4,7.25,,,5.0,,7.75,8.5,4.0
110,50002527,7.6,5.75,6.5,7.5,4.0,8.75,,,
111,50002528,6.8,7.25,8.25,7.75,5.0,8.75,,,
112,50002529,6.2,6.25,6.0,5.5,3.0,7.0,,,
113,50002530,7.6,7.25,,,4.8,,7.5,6.0,4.5
114,50002531,8.6,7.25,,,3.6,,7.5,7.75,5.5
115,50002532,6.0,6.5,8.25,7.75,5.8,9.25,,,
116,50002533,8.0,7.25,,,8.0,,8.0,7.0,5.75
117,50002534,6.0,7.0,,,5.0,,4.75,5.75,6.75
118,50002535,6.4,6.5,5.5,6.0,2.6,7.0,,,
119,50002536,7.2,6.75,,,5.0,,8.0,8.25,3.25
120,50002537,6.0,4.75,6.5,5.75,,,,,
121,50002538,7.6,6.5,,,6.2,,7.5,6.75,5.5
122,50002539,8.4,7.0,7.75,7.5,5.4,9.0,,,
123,50002540,8.2,6.75,,,5.0,,7.25,7.75,6.0
124,50002541,5.2,6.75,6.75,6.75,3.8,7.5,,,
125,50002542,5.6,7.25,7.75,6.75,3.2,8.5,,,
126,50002543,2.8,6.25,2.5,5.25,1.8,5.5,,,
127,50002544,5.6,7.25,5.25,6.0,2.0,8.75,,,
128,50002545,5.2,6.25,8.5,8.5,1.4,8.75,,,
129,50002546,4.2,6.5,6.0,7.5,3.4,8.0,,,
130,50002547,8.8,6.75,,,5.6,,7.0,9.5,9.0
131,50002548,6.6,7.25,3.5,8.0,4.2,9.25,,,
132,50002549,4.6,5.5,6.25,7.25,,,,,
133,50002550,6.0,7.5,7.25,7.5,3.2,7.75,,,
134,50002551,9.4,7.25,,,4.8,,3.25,9.25,8.75
135,50002552,7.4,7.25,,,4.6,,6.0,6.0,3.5
136,50002554,7.0,6.5,5.0,7.25,2.8,8.75,,,
137,50002555,6.8,6.75,7.25,7.5,7.0,9.0,,,
138,50002556,7.6,6.5,,,5.2,,7.75,5.25,2.75
139,50002557,6.8,5.25,6.0,6.25,3.6,8.25,,,
140,50002558,9.0,7.0,,,6.6,,7.5,7.25,6.5
141,50002559,6.6,5.0,5.0,8.0,2.0,7.75,,,
142,50002560,8.0,5.92,,,6.8,,7.25,4.0,4.25
143,50002561,6.0,6.5,,,4.4,,7.25,6.75,5.5
144,50002562,6.2,6.75,7.25,7.25,4.2,8.25,,,
145,50002563,6.8,7.5,5.75,6.25,8.6,7.5,,,
146,50002564,6.0,7.25,5.5,6.5,5.0,7.5,,,
147,50002565,3.2,5.5,4.75,5.0,,,,,
148,50002566,6.2,7.0,9.0,9.0,6.8,9.25,,,
149,50002567,7.6,8.0,7.0,7.75,7.6,7.75,,,
150,50002568,5.8,5.75,6.25,5.5,4.8,7.0,,,
151,50002569,4.4,4.5,5.75,8.5,,,,,
152,50002570,5.4,5.0,4.25,5.75,,,,,
153,50002571,8.2,8.5,,,6.0,,8.25,8.0,5.5
154,50002572,6.8,6.25,,,3.4,,6.25,4.75,3.25
155,50002573,6.4,6.5,,,3.6,,6.75,5.0,4.0
156,50002574,8.6,7.25,,,5.8,,6.0,9.25,8.25
157,50002575,7.8,6.75,,,5.8,,8.25,8.25,3.5
158,50002576,8.2,6.5,,,5.4,,6.25,8.75,7.75
159,50002577,4.6,3.5,,,2.8,,3.5,3.75,3.75
160,50002578,7.8,6.25,6.5,7.75,4.4,8.0,,,
161,50002579,7.8,6.5,,,5.0,,7.0,8.0,7.0
162,50002580,6.4,6.75,7.5,8.25,4.2,7.75,,,
163,50002581,7.2,5.5,6.25,6.75,4.0,7.75,,,
164,50002582,7.6,6.25,,,4.6,,4.5,7.5,7.75
165,50002583,6.6,7.0,,,3.6,,5.25,3.25,4.0
166,50002584,4.6,6.25,5.75,6.25,3.0,8.0,,,
167,50002585,8.4,7.25,,,9.2,,8.5,4.75,3.5
168,50002586,6.2,5.25,7.0,6.0,3.2,8.0,,,
169,50002587,4.4,4.75,6.5,6.75,4.4,8.5,,,
170,50002588,6.2,6.75,7.25,8.25,8.8,9.75,,,
171,50002589,7.0,6.0,,,4.4,,8.0,5.0,3.25
172,50002590,7.2,7.25,,,4.6,,6.75,5.75,5.75
173,50002591,5.2,5.5,,,3.4,,5.5,4.75,4.25
174,50002592,3.8,6.5,4.5,6.5,3.0,8.5,,,
175,50002593,5.8,6.0,5.75,6.0,3.0,8.25,,,
176,50002594,6.0,6.0,,,3.2,,4.0,5.5,4.5
177,50002595,5.4,5.25,8.5,7.75,,,,,
178,50002596,6.8,6.5,6.5,8.0,4.6,8.0,,,
179,50002597,8.0,6.25,,,6.4,,8.0,6.0,6.5
180,50002598,6.6,6.25,4.5,5.5,3.6,7.75,,,
181,50002599,5.4,6.25,7.25,7.25,5.4,8.75,,,
182,50002600,7.6,6.5,,,8.8,,8.0,9.0,6.5
183,50002601,7.2,6.5,7.5,5.5,,,,,
184,50002602,5.8,6.75,6.25,7.5,4.4,7.75,,,
185,50002603,8.6,7.5,6.25,7.25,6.8,8.75,,,
186,50002604,5.0,7.0,5.5,6.0,3.0,7.5,,,
187,50002605,7.4,5.75,5.25,6.0,5.4,8.25,,,
188,50002606,6.4,7.25,5.75,6.75,,,,,
189,50002607,7.0,6.75,6.0,8.0,2.6,8.75,,,
190,50002608,7.0,3.75,,,3.8,,4.75,5.75,7.75
191,50002609,6.2,6.5,7.25,6.25,5.6,8.75,,,
192,50002610,3.0,4.5,7.5,5.5,,,,,
193,50002611,6.0,7.25,5.75,7.75,6.8,8.0,,,
194,50002612,4.8,4.0,4.5,6.25,,,,,
195,50002613,9.4,7.5,,,7.0,,8.0,7.5,5.75
196,50002614,8.2,6.5,,,9.4,,8.25,8.5,7.5
197,50002615,6.2,5.25,,,3.2,,7.0,7.25,7.0
198,50002616,6.6,4.0,7.25,8.5,,,,,
199,50002617,6.2,7.0,8.25,8.25,3.4,8.75,,,
200,50002618,6.2,6.5,,,1.6,,4.75,6.5,4.75
201,50002619,6.2,5.5,,,2.2,,5.0,4.75,4.5
202,50002620,7.4,6.25,,,5.4,,7.5,7.25,5.25
203,50002621,5.6,5.5,4.25,7.0,,,,,
204,50002622,8.0,6.5,,,6.0,,7.75,5.5,5.0
205,50002623,8.0,6.5,,,7.4,,8.25,6.75,4.25
206,50002624,8.0,7.25,,,5.6,,7.25,7.0,4.25
207,50002625,6.4,7.0,,,3.2,,3.5,5.25,3.75
208,50002626,7.4,6.5,,,5.4,,7.75,7.0,5.5
209,50002627,6.0,6.0,,,4.4,,5.75,8.25,4.0
210,50002628,6.0,6.25,7.0,8.0,3.4,8.5,,,
211,50002629,5.4,6.0,8.25,6.5,5.0,7.75,,,
212,50002630,7.0,6.25,,,5.4,,7.75,7.5,5.25
213,50002631,7.4,6.0,7.75,6.25,3.2,8.5,,,
214,50002632,7.2,8.0,6.5,7.75,6.4,9.0,,,
215,50002633,4.6,5.0,,,2.6,,3.25,2.5,2.25
216,50002634,5.6,6.5,8.25,7.25,3.8,8.5,,,
217,50002635,5.4,5.25,,,2.4,,6.5,4.25,2.5
218,50002636,6.8,7.5,7.75,8.5,5.2,8.75,,,
219,50002637,9.2,8.0,,,6.2,,7.5,8.0,8.25
220,50002638,3.6,5.25,6.25,6.25,3.2,8.75,,,
221,50002639,7.6,8.0,,,3.4,,5.75,5.75,5.75
222,50002640,7.6,7.75,5.5,6.5,6.2,8.25,,,
223,50002641,4.8,7.0,6.0,7.25,6.0,8.75,,,
224,50002642,5.8,6.5,,,5.8,,6.25,6.75,6.75
225,50002643,7.8,6.0,,,4.2,,7.75,8.0,4.0
226,50002644,5.4,6.75,7.5,6.75,2.4,8.5,,,
227,50002645,7.2,6.0,7.0,5.75,4.0,8.0,,,
228,50002646,6.0,5.75,6.25,4.0,6.4,8.25,,,
229,50002647,5.2,5.5,,,6.0,,6.0,3.75,3.25
230,50002648,7.2,6.0,8.25,7.0,5.0,9.25,,,
231,50002649,7.6,6.5,,,4.8,,7.0,5.25,3.25
232,50002650,6.8,7.75,7.5,7.75,5.2,8.5,,,
233,50002651,7.4,7.0,7.25,7.25,6.6,7.5,,,
234,50002652,9.2,7.5,,,7.4,,6.75,8.25,9.25
235,50002653,7.0,6.75,,,6.2,,7.0,6.75,6.75
236,50002654,6.4,6.25,,,4.2,,5.5,5.0,4.25
237,50002655,7.4,7.0,,,5.8,,6.75,4.25,3.25
238,50002656,8.2,6.0,,,5.2,,7.75,6.25,2.25
239,50002657,6.2,8.0,9.0,8.75,4.4,9.75,,,
240,50002658,8.4,8.5,5.75,7.0,7.4,8.25,,,
241,50002659,8.2,7.0,,,6.4,,7.75,3.5,4.75
242,50002660,6.8,7.25,7.5,8.5,8.0,9.25,,,
243,50002661,7.8,8.0,,,5.8,,6.75,5.5,4.5
244,50002662,6.2,7.25,6.25,8.25,4.2,8.5,,,
245,50002663,6.8,7.25,,,4.0,,6.0,5.5,3.75
246,50002664,7.4,8.0,6.75,7.5,3.6,9.25,,,
247,50002665,9.0,8.0,,,7.4,,7.75,4.75,4.75
248,50002666,7.8,7.33,8.75,7.75,5.0,9.0,,,
249,50002667,8.6,5.75,,,5.6,,8.75,8.25,3.5
250,50002668,6.4,5.75,6.75,6.75,6.0,8.25,,,
251,50002669,6.4,5.75,5.25,7.0,,,,,
252,50002670,8.2,5.75,,,9.6,,8.0,8.25,5.25
253,50002671,8.0,6.25,,,7.2,,8.5,8.75,5.25
254,50002672,7.4,7.75,7.25,7.0,6.6,9.0,,,
255,50002673,7.6,7.25,7.0,8.0,3.6,8.25,,,
256,50002674,6.4,6.75,,,6.4,,4.5,4.5,6.0
257,50002675,6.8,6.5,8.0,7.5,6.0,8.25,,,
258,50002676,7.0,7.75,4.5,6.0,2.8,8.0,,,
259,50002677,6.4,7.0,5.75,8.5,4.6,9.0,,,
260,50002678,7.2,6.25,,,5.8,,8.25,3.75,4.25
261,50002679,7.8,7.0,,,7.6,,7.0,4.25,4.5
262,50002680,5.8,7.25,5.25,6.75,3.6,6.75,,,
263,50002681,8.0,7.5,7.25,7.0,7.2,9.25,,,
264,50002682,4.0,6.5,4.0,4.75,3.6,8.0,,,
265,50002683,5.0,7.5,6.75,7.25,5.4,9.25,,,
266,50002684,7.6,4.25,7.75,6.5,6.2,9.5,,,
267,50002685,3.6,5.0,2.25,5.25,4.0,7.0,,,
268,50002686,3.6,7.0,7.75,8.25,3.4,8.75,,,
269,50002687,5.4,7.25,8.25,8.75,3.8,9.25,,,
270,50002688,8.2,5.25,,,3.2,,6.25,5.5,3.75
271,50002689,7.8,6.5,,,4.6,,7.0,7.5,4.0
272,50002690,8.4,5.0,,,4.0,,6.5,2.5,4.25
273,50002691,8.2,7.0,,,7.4,,8.0,8.0,7.25
274,50002692,8.4,7.0,,,5.2,,4.75,9.0,8.5
275,50002693,7.2,8.75,7.0,7.25,9.0,8.0,,,
276,50002694,5.4,5.0,2.75,4.25,4.2,6.0,,,
277,50002695,8.0,6.75,,,4.8,,7.5,6.25,5.25
278,50002696,7.2,5.5,,,5.4,,6.75,5.5,4.0
279,50002697,8.8,5.5,,,7.0,,5.75,9.0,8.25
280,50002698,6.6,6.25,,,2.8,,7.25,5.25,4.0
281,50002699,8.0,8.5,,,4.8,,6.75,7.0,2.75
282,50002700,5.6,6.5,6.5,6.5,2.0,7.5,,,
283,50002701,7.6,7.0,6.5,7.5,8.6,9.0,,,
284,50002702,8.6,6.5,,,5.6,,7.75,5.0,4.0
285,50002703,6.8,6.5,,,5.2,,5.75,3.5,2.25
286,50002704,5.6,6.25,6.0,6.75,2.0,8.5,,,
287,50002705,7.8,7.5,,,3.8,,6.25,7.25,5.75
288,50002706,7.0,5.5,,,4.0,,7.5,4.75,4.25
289,50002707,5.2,5.0,6.0,6.75,,,,,
290,50002708,7.4,5.0,6.25,6.5,1.6,7.75,,,
291,50002709,5.2,4.75,3.75,5.25,,,,,
292,50002710,7.6,6.75,,,4.6,,7.25,6.25,3.75
293,50002711,6.0,7.25,6.25,7.0,4.4,7.5,,,
294,50002712,6.4,6.0,7.5,5.75,3.0,8.75,,,
295,50002713,8.6,7.25,,,5.6,,9.0,7.25,6.0
296,50002714,7.4,7.0,,,5.6,,5.75,8.0,9.5
297,50002715,7.0,6.5,6.25,6.0,6.0,7.0,,,
298,50002716,6.4,6.5,5.0,6.75,2.8,8.0,,,
299,50002717,5.4,6.25,4.75,6.0,3.0,7.75,,,
300,50002718,5.8,6.75,,,4.4,,5.25,8.25,5.75
301,50002719,7.0,6.25,,,5.6,,5.0,6.5,5.75
302,50002720,6.2,6.25,,,3.4,,3.25,3.5,5.5
303,50002721,4.2,5.0,3.5,4.5,2.8,6.25,,,
304,50002722,8.0,7.25,,,5.8,,8.0,6.75,4.5
305,50002723,5.0,5.75,5.0,5.5,3.6,8.5,,,
306,50002724,6.2,7.0,,,5.0,,5.25,4.75,4.5
307,50002725,8.0,7.5,,,3.4,,7.25,7.5,4.5
308,50002726,7.2,5.0,,,2.6,,6.0,6.5,3.75
309,50002727,9.2,4.75,,,5.8,,6.5,7.25,8.0
310,50002728,5.2,6.0,4.5,7.0,3.4,6.0,,,
311,50002729,5.0,5.75,5.25,7.0,3.4,7.75,,,
312,50002730,7.4,6.25,6.25,6.5,5.0,8.0,,,
313,50002731,8.0,6.0,8.25,7.5,4.4,8.75,,,
314,50002732,5.6,5.75,3.25,6.5,5.6,8.0,,,
315,50002733,6.8,7.0,7.5,7.75,5.0,8.25,,,
316,50002734,5.0,7.5,7.25,6.5,4.0,9.25,,,
317,50002735,6.6,6.75,,,4.4,,5.5,7.25,4.5
318,50002736,5.0,7.25,5.5,7.0,4.0,8.25,,,
319,50002737,6.2,8.0,6.25,6.25,3.2,8.0,,,
320,50002738,7.8,7.0,,,5.2,,8.5,8.25,3.5
321,50002739,7.6,5.75,8.75,7.5,6.2,9.5,,,
322,50002740,7.8,5.75,,,4.2,,7.75,6.0,4.0
323,50002741,5.6,6.5,6.5,7.75,3.4,8.5,,,
324,50002742,7.4,7.25,,,4.2,,8.0,7.5,5.0
325,50002743,7.6,6.25,,,4.6,,7.75,3.5,3.5
326,50002744,7.4,7.5,6.0,6.0,7.0,8.25,,,
327,50002745,7.2,5.5,,,6.8,,5.75,2.25,3.0
328,50002746,6.8,6.0,,,4.6,,7.5,5.25,4.0
329,50002747,7.0,7.0,7.5,8.5,3.6,8.5,,,
330,50002748,7.8,6.75,,,8.6,,8.25,6.25,4.25
331,50002749,5.0,5.5,6.0,5.5,3.6,8.25,,,
332,50002750,4.0,5.25,6.5,7.75,2.2,7.5,,,
333,50002752,2.6,5.0,5.5,6.5,2.8,7.25,,,
334,50002753,5.4,7.0,6.75,7.25,2.2,8.75,,,
335,50002754,3.4,6.0,5.25,4.75,2.8,7.25,,,
336,50002755,8.4,7.0,,,7.4,,8.5,8.25,3.0
337,50002756,3.8,6.0,5.0,5.25,5.0,7.75,,,
338,50002757,8.4,7.5,,,6.4,,8.25,6.25,5.25
339,50002758,4.4,6.0,,,3.0,,4.5,5.75,3.75
340,50002759,8.0,6.5,,,5.2,,7.0,7.75,4.25
341,50002760,5.0,5.5,5.25,5.0,3.8,7.0,,,
342,50002761,7.2,6.5,,,4.8,,6.25,4.0,5.5
343,50002762,6.4,7.25,7.5,7.5,4.0,8.5,,,
344,50002763,4.8,7.0,7.25,7.0,3.0,8.25,,,
345,50002764,8.0,7.0,,,5.2,,7.0,7.5,7.0
346,50002765,6.6,6.5,5.25,6.0,4.0,8.5,,,
347,50002766,8.2,7.25,,,3.6,,5.25,8.25,8.75
348,50002767,7.6,6.25,,,4.2,,6.0,8.5,8.75
349,50002768,8.0,7.75,5.75,6.5,7.8,7.25,,,
350,50002769,8.0,8.5,7.5,7.25,5.2,8.0,,,
351,50002770,7.4,5.5,6.5,6.25,4.4,7.0,,,
352,50002771,8.2,6.75,,,4.0,,7.75,8.25,6.0
353,50002772,6.0,6.75,5.75,6.0,4.0,8.0,,,
354,50002773,6.4,6.75,,,4.2,,7.25,7.5,4.0
355,50002774,7.0,7.0,,,4.4,,5.5,8.25,7.25
356,50002775,7.0,6.75,8.25,7.25,5.0,9.0,,,
357,50002776,8.2,6.25,,,4.4,,6.75,5.5,3.5
358,50002777,5.2,7.75,5.5,6.25,4.2,7.5,,,
359,50002778,6.6,8.25,,,5.0,,6.0,4.75,2.75
360,50002779,7.8,7.75,,,5.6,,4.25,7.75,8.5
361,50002780,6.8,7.0,,,3.4,,8.0,7.0,4.5
362,50002781,7.0,6.5,4.75,7.75,,,,,
363,50002782,7.4,5.5,,,6.0,,5.75,3.75,3.75
364,50002783,6.6,6.5,6.5,7.25,4.6,8.25,,,
365,50002784,8.2,6.25,,,6.2,,7.5,4.75,5.25
366,50002785,8.2,7.0,,,4.6,,7.75,8.75,4.5
367,50002786,7.8,6.0,,,4.0,,8.5,6.75,4.75
368,50002787,7.6,7.5,7.25,7.0,4.4,7.75,,,
369,50002788,8.0,7.0,,,4.8,,7.75,8.25,6.0
370,50002789,7.6,7.5,,,5.4,,5.25,5.0,4.25
371,50002790,4.2,6.5,,,4.4,,5.75,5.5,2.25
372,50002791,5.6,4.0,6.5,8.0,7.2,7.5,,,
373,50002792,5.4,4.25,,,4.0,,5.25,4.0,3.25
374,50002793,5.0,4.0,6.25,7.5,4.0,7.75,,,
375,50002794,4.8,3.75,3.75,5.25,,,,,
376,50002795,6.2,4.5,3.25,6.0,5.8,7.0,,,
377,50002796,6.2,5.5,7.5,7.5,4.0,8.25,,,
378,50002797,8.6,7.0,,,6.6,,8.5,8.0,5.5
379,50002798,5.8,5.0,4.25,6.5,3.4,7.25,,,
380,50002799,6.6,7.25,6.75,6.0,4.0,8.25,,,
381,50002800,8.6,5.25,7.0,6.5,,,,,
382,50002801,6.6,7.0,8.5,8.0,5.2,6.75,,,
383,50002802,6.2,5.5,7.5,9.25,4.2,8.75,,,
384,50002803,8.2,5.75,,,3.0,,4.0,4.25,4.0
385,50002804,7.0,5.25,,,5.2,,6.5,4.0,5.25
386,50002805,8.6,7.75,,,6.4,,4.0,8.75,8.5
387,50002806,5.2,7.0,9.25,8.0,5.2,9.0,,,
388,50002807,6.0,6.25,,,6.0,,5.75,2.75,3.0
389,50002808,7.2,5.75,,,3.0,,6.5,6.75,3.75
390,50002809,6.0,5.75,7.0,5.75,7.0,8.25,,,
391,50002810,5.4,6.5,7.25,8.25,5.8,6.75,,,
392,50002811,8.8,5.75,,,5.8,,4.75,8.0,9.0
393,50002812,4.8,5.25,7.5,8.25,,,,,
394,50002813,7.6,6.0,,,6.2,,5.75,4.25,4.5
395,50002814,6.8,5.5,,,7.2,,6.5,5.5,5.5
396,50002815,6.2,6.25,4.25,6.0,3.2,7.0,,,
397,50002816,6.0,6.0,,,4.0,,7.0,7.0,4.0
398,50002817,7.2,6.5,,,6.2,,6.5,6.5,5.5
399,50002818,4.4,5.75,6.0,5.0,2.8,7.5,,,
400,50002819,8.4,6.75,,,5.0,,7.75,7.5,4.25
401,50002820,4.8,7.25,8.25,8.25,3.2,9.0,,,
402,50002821,7.2,6.75,,,4.4,,6.75,7.0,4.25
403,50002822,4.8,6.0,5.25,5.75,3.6,6.25,,,
404,50002823,6.4,7.0,,,4.6,,6.75,3.25,3.75
405,50002824,6.0,5.5,4.75,5.0,3.4,7.5,,,
406,50002825,7.2,8.0,9.75,9.5,7.2,9.5,,,
407,50002826,4.2,3.0,6.25,5.75,,,,,
408,50002827,5.2,4.25,9.0,7.0,,,,,
409,50002828,7.2,7.0,,,4.8,,6.5,5.0,5.25
410,50002829,5.0,5.0,5.25,6.0,3.4,7.0,,,
411,50002830,6.0,4.25,,,4.8,,6.25,3.75,4.25
412,50002831,8.4,6.0,,,6.6,,7.0,5.0,2.5
413,50002832,4.6,7.25,7.75,7.0,4.8,8.25,,,
414,50002833,5.4,7.5,8.25,8.75,4.4,8.5,,,
415,50002834,6.4,2.25,4.25,6.5,,,,,
416,50002835,8.6,5.5,5.0,6.0,8.8,7.5,,,
417,50002836,5.4,5.5,,,3.2,,6.0,5.75,3.75
418,50002837,6.0,6.5,,,3.6,,5.0,5.25,6.25
419,50002838,4.8,5.5,5.5,6.75,4.8,7.25,,,
420,50002839,5.8,6.25,6.25,6.5,7.0,7.5,,,
421,50002840,7.4,7.0,,,5.6,,7.25,4.5,3.75
422,50002841,6.2,8.75,7.25,6.5,4.6,8.0,,,
423,50002842,8.2,8.25,,,6.4,,8.25,8.5,5.0
424,50002843,5.4,6.25,4.25,5.25,3.0,7.0,,,
425,50002844,7.0,6.5,,,5.6,,7.5,8.0,2.5
426,50002845,4.2,7.25,8.5,8.0,5.2,9.25,,,
