,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
121,50010122,6.6,7.5,,,5.2,,7.5,6.5,5.5
122,50010123,7.0,7.75,,,3.8,,5.5,6.25,4.0
123,50010124,6.0,7.25,8.0,8.0,4.6,8.25,,,
124,50010125,7.4,8.0,8.75,9.0,4.8,8.75,,,
125,50010126,6.2,8.0,7.0,6.5,3.8,8.25,,,
126,50010127,8.4,7.0,9.25,9.5,5.2,8.75,,,
127,50010128,7.2,7.5,,,5.4,,7.5,7.5,5.5
128,50010129,5.2,7.0,7.25,8.0,4.0,8.25,,,
129,50010130,8.0,8.75,8.25,7.25,5.0,8.25,,,
130,50010131,6.6,7.5,6.5,7.75,4.8,8.5,,,
131,50010132,8.4,8.75,,,5.4,,6.75,5.75,5.75
132,50010133,7.6,6.75,6.25,7.0,4.4,8.5,,,
133,50010134,7.0,6.5,6.75,7.5,4.6,9.0,,,
134,50010135,7.8,7.0,8.0,9.25,5.8,9.0,,,
135,50010136,8.0,6.75,,,6.6,,7.75,7.5,8.25
136,50010137,6.6,7.25,6.75,6.5,4.4,8.0,,,
137,50010138,6.6,7.25,,,3.2,,6.75,7.5,5.75
138,50010139,5.4,6.5,6.5,7.75,2.8,8.5,,,
139,50010140,8.2,7.25,,,4.8,,7.25,7.5,7.25
140,50010141,6.0,7.0,7.25,8.25,4.6,8.5,,,
141,50010142,8.0,8.0,,,5.6,,6.75,7.0,8.0
142,50010143,5.6,6.0,8.0,7.25,4.0,8.0,,,
143,50010144,6.4,7.0,,,6.2,,7.5,8.5,6.0
144,50010145,7.0,8.0,,,6.8,,8.0,8.0,6.25
145,50010146,6.0,7.75,,,3.8,,7.0,5.5,7.0
146,50010147,7.8,8.0,8.5,8.75,6.0,9.25,,,
147,50010148,8.0,7.75,,,3.4,,7.25,6.75,6.25
148,50010149,8.2,8.5,,,6.8,,8.0,8.25,5.75
149,50010150,6.2,7.75,,,3.6,,4.5,5.75,5.25
150,50010151,7.0,7.75,8.0,8.0,4.4,8.5,,,
151,50010152,6.4,5.25,5.0,6.25,3.0,8.75,,,
152,50010153,6.2,6.5,4.5,7.25,2.8,8.5,,,
153,50010154,5.4,6.5,6.0,7.75,4.6,7.75,,,
154,50010155,8.0,8.25,,,6.0,,6.25,7.75,5.25
155,50010156,7.0,8.0,6.25,7.0,5.4,8.5,,,
156,50010157,5.8,7.5,6.25,6.75,4.2,7.75,,,
157,50010158,6.6,7.0,,,5.8,,6.5,6.5,6.0
158,50010159,8.2,7.0,,,6.0,,8.0,9.5,8.25
159,50010160,6.4,6.75,7.0,7.25,3.6,8.75,,,
160,50010161,7.2,7.5,7.25,7.25,7.4,8.0,,,
161,50010162,6.2,7.25,7.5,8.0,3.4,9.0,,,
162,50010163,7.6,9.0,,,5.2,,7.5,6.5,6.25
163,50010164,6.6,8.25,,,4.0,,5.75,5.0,4.0
164,50010165,5.8,6.25,,,5.4,,7.5,4.0,4.0
165,50010166,8.4,7.75,,,5.8,,7.25,7.25,7.0
166,50010167,5.4,7.25,4.25,6.25,3.6,7.25,,,
167,50010168,4.6,5.5,7.75,7.5,5.8,7.75,,,
168,50010169,7.8,7.0,,,4.2,,7.25,7.0,5.25
169,50010170,7.2,7.25,6.75,7.75,4.2,9.25,,,
170,50010171,5.6,7.5,7.75,8.75,4.4,9.0,,,
171,50010172,7.4,7.5,,,7.4,,6.5,7.25,6.75
172,50010173,5.0,7.0,,,2.2,,5.25,4.0,3.75
173,50010174,6.8,7.75,9.0,7.75,5.4,8.5,,,
174,50010175,7.6,7.5,,,7.6,,7.5,7.5,6.75
175,50010176,6.2,5.0,,,3.6,,5.0,4.25,3.5
176,50010177,6.8,6.75,5.25,7.75,4.8,8.75,,,
177,50010178,8.0,7.5,8.75,8.5,6.6,9.0,,,
178,50010179,5.6,7.25,9.0,8.75,4.4,9.0,,,
179,50010180,7.8,7.0,8.5,8.75,5.2,8.25,,,
180,50010181,8.4,8.25,,,7.4,,9.25,8.0,8.25
181,50010182,7.6,8.0,8.75,8.75,4.8,9.75,,,
182,50010183,7.2,8.25,8.5,8.25,4.2,9.75,,,
183,50010184,6.8,9.0,,,4.6,,8.0,6.75,7.5
184,50010185,6.4,6.5,5.25,7.5,4.8,8.5,,,
185,50010186,6.0,6.75,5.5,6.25,4.6,8.25,,,
186,50010187,6.8,7.0,6.0,7.0,3.4,8.5,,,
187,50010188,7.8,7.0,6.75,7.25,3.6,8.5,,,
188,50010189,7.4,5.75,5.5,8.25,3.8,8.75,,,
189,50010190,8.2,6.75,,,5.2,,7.75,7.5,4.0
190,50010191,7.6,5.0,6.75,8.0,4.0,7.75,,,
191,50010192,6.0,7.0,7.75,6.5,4.8,9.0,,,
192,50010193,8.4,7.75,,,8.4,,9.25,6.0,5.5
193,50010194,6.4,5.75,7.0,7.0,3.0,8.25,,,
194,50010195,4.8,5.5,5.75,6.5,3.8,7.0,,,
195,50010196,7.0,7.75,7.0,7.5,3.6,9.0,,,
196,50010197,7.6,7.25,6.5,7.5,7.0,8.5,,,
197,50010198,7.4,7.5,,,4.8,,6.0,4.5,3.5
198,50010199,5.4,6.5,7.25,6.0,3.4,9.0,,,
199,50010200,6.2,8.75,9.25,9.25,5.2,9.0,,,
200,50010201,8.0,6.25,,,6.2,,7.5,5.75,5.0
201,50010202,7.4,8.0,8.0,7.5,7.0,9.25,,,
202,50010203,7.0,8.0,6.0,7.25,3.4,9.25,,,
203,50010204,7.6,7.75,8.0,7.75,4.2,9.75,,,
204,50010205,5.0,5.5,6.75,6.25,4.6,7.5,,,
205,50010206,4.8,7.5,6.25,6.75,4.0,8.0,,,
206,50010207,5.2,7.25,5.25,7.0,3.6,8.5,,,
207,50010208,7.6,6.5,6.25,7.0,3.8,8.0,,,
208,50010209,7.8,8.5,6.5,8.25,5.0,8.75,,,
209,50010210,8.4,7.0,,,9.6,,8.75,7.5,6.0
210,50010211,7.2,9.0,5.25,8.5,6.2,8.5,,,
211,50010212,7.2,6.5,6.25,8.0,6.0,8.75,,,
212,50010213,7.6,7.25,6.0,6.75,5.0,8.5,,,
213,50010214,7.4,7.0,,,4.2,,3.75,6.0,4.75
214,50010215,7.2,8.0,6.75,8.0,3.6,8.25,,,
215,50010216,5.6,5.5,,,4.4,,4.25,5.0,4.0
216,50010217,8.8,7.5,,,9.4,,8.75,6.75,6.75
217,50010218,7.8,6.5,,,7.6,,7.75,7.0,6.0
218,50010219,6.0,6.5,6.5,7.25,3.8,9.25,,,
219,50010220,8.8,8.0,,,5.6,,5.5,9.25,9.25
220,50010221,8.2,6.5,,,5.0,,7.75,8.0,6.5
221,50010222,8.4,7.0,,,8.0,,7.75,7.5,6.75
222,50010223,7.8,5.75,,,6.6,,7.75,7.5,5.25
223,50010224,5.8,5.5,6.0,6.5,4.2,7.0,,,
224,50010225,5.2,5.25,4.25,6.0,5.4,8.5,,,
225,50010226,5.0,6.25,6.5,7.25,6.2,8.5,,,
226,50010227,4.0,6.25,4.75,6.5,3.4,6.75,,,
227,50010228,8.4,8.75,,,5.2,,6.75,9.0,8.5
228,50010229,7.6,8.25,7.0,7.25,4.2,9.25,,,
229,50010230,7.2,8.0,8.0,8.25,5.4,9.5,,,
230,50010231,8.2,8.25,8.5,7.25,6.6,8.25,,,
231,50010232,8.6,8.0,,,5.6,,7.0,8.0,6.25
232,50010233,8.4,7.75,,,5.8,,6.5,8.5,6.25
233,50010234,7.0,5.75,5.25,6.5,4.0,8.0,,,
234,50010235,6.6,6.75,8.0,8.25,3.8,9.0,,,
235,50010236,7.8,6.75,,,7.4,,7.25,7.75,3.75
236,50010237,7.4,8.0,,,6.2,,7.75,7.5,4.75
237,50010238,7.6,8.0,,,5.6,,7.25,6.5,5.75
238,50010239,8.2,9.0,8.0,8.5,7.8,9.5,,,
239,50010240,6.2,5.5,5.25,7.5,4.4,8.25,,,
240,50010241,6.6,4.25,4.5,5.75,4.0,6.0,,,
241,50010242,7.4,8.0,,,5.6,,7.0,5.75,6.0
242,50010243,6.6,6.5,6.0,7.75,4.4,7.5,,,
243,50010244,6.6,7.5,7.5,8.25,5.0,8.0,,,
244,50010245,5.8,6.25,5.0,6.0,3.8,6.75,,,
245,50010246,6.6,5.5,8.5,7.25,4.4,8.25,,,
246,50010247,7.6,6.75,,,7.4,,7.0,5.5,5.25
247,50010248,6.0,7.25,4.5,4.75,3.6,7.0,,,
248,50010249,7.6,7.5,5.75,6.75,4.8,7.5,,,
249,50010250,8.6,7.75,,,7.6,,8.0,5.75,7.5
250,50010251,7.4,6.75,,,3.8,,6.0,4.25,4.5
251,50010252,7.2,8.0,,,6.6,,5.0,3.5,5.5
252,50010253,7.4,8.0,7.0,7.0,4.8,9.25,,,
253,50010254,6.2,7.5,6.0,6.5,3.2,8.25,,,
254,50010255,6.6,6.5,7.25,7.75,3.6,9.0,,,
255,50010256,8.2,9.25,,,8.6,,8.25,8.5,7.0
256,50010257,7.4,8.0,,,6.6,,6.5,5.75,5.5
257,50010258,5.6,7.25,5.25,5.5,4.2,7.25,,,
258,50010259,7.0,7.25,5.5,7.0,4.2,8.5,,,
259,50010260,8.0,6.5,,,5.0,,6.25,5.75,5.25
260,50010261,8.4,6.0,,,3.6,,5.75,7.0,7.0
261,50010262,5.6,5.25,3.25,4.5,3.6,6.5,,,
262,50010263,6.8,6.75,7.0,7.25,5.0,7.75,,,
263,50010264,6.4,5.5,7.75,7.5,3.2,8.25,,,
264,50010265,8.0,7.0,,,6.2,,6.5,5.5,4.75
265,50010266,5.2,5.75,5.0,6.0,2.8,7.0,,,
266,50010267,6.6,6.5,5.5,5.5,3.2,7.5,,,
267,50010268,7.2,8.0,,,8.0,,4.75,3.25,3.5
268,50010269,5.6,5.5,4.75,6.75,4.2,7.25,,,
269,50010270,6.4,7.5,,,4.4,,5.25,4.75,4.5
270,50010271,3.6,6.0,5.5,6.0,2.6,8.5,,,
271,50010272,5.0,6.5,5.25,6.5,3.0,8.75,,,
272,50010273,6.2,6.0,5.75,6.75,5.2,7.5,,,
273,50010274,7.2,7.0,,,3.4,,6.5,6.25,5.5
274,50010275,6.4,5.75,5.0,7.75,3.4,9.0,,,
275,50010276,7.8,7.0,8.0,9.25,7.4,9.5,,,
276,50010277,8.8,7.75,,,6.2,,7.25,7.25,5.75
277,50010278,4.8,7.25,,,2.6,,4.75,3.75,3.75
278,50010279,7.4,7.25,8.25,7.75,6.4,8.75,,,
279,50010280,6.6,6.5,7.5,7.5,3.6,8.25,,,
280,50010281,7.8,7.0,,,8.8,,7.5,7.0,5.25
281,50010282,6.8,6.5,6.75,7.0,5.8,8.0,,,
282,50010283,7.2,6.5,,,4.6,,7.0,7.25,6.5
283,50010284,8.0,6.0,,,6.6,,8.5,4.5,4.25
284,50010285,5.8,6.0,5.25,6.25,3.4,8.5,,,
285,50010286,8.0,6.5,,,6.2,,8.25,7.5,7.0
286,50010287,7.6,6.0,,,6.4,,7.0,5.5,4.5
287,50010288,5.6,6.5,6.75,7.0,4.6,9.0,,,
288,50010289,7.6,8.5,9.0,6.75,4.8,8.75,,,
289,50010290,8.2,7.0,,,5.0,,7.0,7.25,5.75
290,50010291,5.8,7.08,7.25,6.0,4.4,8.5,,,
291,50010292,7.0,8.0,7.25,7.75,3.2,9.0,,,
292,50010293,7.2,8.25,7.5,5.75,5.6,8.25,,,
293,50010294,8.2,8.75,8.75,9.5,6.0,9.5,,,
294,50010295,8.2,7.75,5.0,7.5,5.4,8.25,,,
295,50010296,7.8,6.91,,,7.8,,4.75,7.75,4.75
296,50010297,6.8,7.0,4.75,6.0,4.6,7.75,,,
297,50010298,4.4,5.0,4.0,5.75,3.8,8.0,,,
298,50010299,6.0,6.5,6.75,7.0,4.8,9.0,,,
299,50010300,7.2,6.75,7.25,8.5,4.6,9.75,,,
300,50010301,6.6,6.25,6.0,6.75,5.2,7.5,,,
301,50010302,8.2,8.0,,,6.8,,8.0,7.5,8.5
302,50010303,5.4,6.0,,,5.0,,5.5,5.25,4.25
303,50010304,6.8,6.25,6.75,7.0,5.2,8.5,,,
304,50010305,5.2,6.5,4.75,5.0,4.6,6.5,,,
305,50010306,7.4,7.58,,,5.6,,6.0,8.0,7.25
306,50010307,8.2,7.5,,,6.8,,5.25,7.75,7.0
307,50010308,7.0,6.5,5.25,7.25,4.0,8.5,,,
308,50010309,7.6,7.5,7.75,7.75,5.6,9.75,,,
309,50010310,8.4,7.25,,,4.4,,5.5,9.0,8.75
310,50010311,8.0,8.25,9.0,9.25,7.2,9.0,,,
311,50010312,6.4,5.0,,,3.0,,5.75,4.0,4.75
312,50010313,7.6,7.5,,,7.4,,7.25,5.75,5.25
313,50010314,7.0,7.0,,,4.4,,6.5,6.0,5.0
314,50010315,7.6,6.5,,,6.2,,4.25,7.25,6.75
315,50010316,6.8,6.75,7.25,9.25,4.0,9.25,,,
316,50010317,6.6,7.75,,,4.8,,5.25,7.5,5.75
317,50010318,7.8,7.5,7.5,7.75,6.2,9.0,,,
318,50010319,6.0,5.25,8.25,7.25,6.6,8.75,,,
319,50010320,5.8,5.0,6.25,6.0,2.6,7.25,,,
320,50010321,8.6,8.75,,,8.6,,6.0,6.25,4.75
321,50010322,7.6,6.5,4.25,6.0,4.2,8.75,,,
322,50010323,7.6,7.5,6.25,7.25,4.2,8.25,,,
323,50010324,7.8,8.0,,,4.4,,5.25,6.0,5.0
324,50010325,7.8,5.0,6.0,7.0,3.8,8.25,,,
325,50010326,8.2,7.0,6.75,8.75,5.4,8.75,,,
326,50010327,7.6,7.75,,,5.0,,7.75,7.25,6.25
327,50010328,6.2,7.0,5.25,6.75,3.0,7.0,,,
328,50010329,6.6,6.75,5.0,5.5,4.4,6.5,,,
329,50010330,5.4,6.75,3.75,6.5,5.0,7.25,,,
330,50010331,7.2,7.0,,,7.4,,6.5,7.25,6.0
331,50010332,6.4,6.5,6.5,6.75,4.0,8.5,,,
332,50010333,7.2,7.75,,,6.2,,7.5,6.25,3.5
333,50010334,6.0,6.5,4.75,6.25,3.2,7.0,,,
334,50010335,6.6,6.0,,,5.2,,5.75,6.75,4.0
335,50010336,7.6,7.0,,,4.4,,7.0,7.75,4.75
336,50010337,7.8,7.75,,,6.6,,7.0,7.75,7.75
337,50010338,7.2,8.0,,,4.6,,4.5,7.5,7.5
338,50010339,7.2,6.5,,,7.6,,6.0,6.75,4.75
339,50010340,8.0,7.5,,,4.8,,7.25,7.75,5.0
340,50010341,6.8,6.0,4.0,6.5,4.8,8.5,,,
341,50010342,8.4,7.0,,,3.6,,5.75,5.5,4.0
342,50010343,7.8,6.0,,,8.2,,8.5,6.75,5.5
343,50010344,8.6,6.25,,,7.2,,8.5,6.25,5.25
344,50010345,7.8,7.5,,,6.4,,7.25,7.75,6.5
345,50010346,6.2,6.5,8.25,7.5,3.6,7.5,,,
346,50010347,3.8,6.5,5.0,6.0,3.4,7.5,,,
347,50010348,7.8,7.5,8.0,7.25,4.6,8.75,,,
348,50010349,8.2,6.5,,,8.0,,8.0,7.5,7.25
349,50010350,8.6,6.0,,,4.4,,2.25,9.25,9.0
350,50010351,5.0,5.0,6.5,6.25,5.4,9.0,,,
351,50010352,8.2,8.5,10.0,9.5,7.8,9.75,,,
352,50010353,8.0,7.25,9.25,8.5,3.8,8.0,,,
353,50010354,5.8,7.5,5.25,6.0,3.6,7.75,,,
354,50010355,6.6,6.75,7.25,5.75,5.2,8.5,,,
355,50010356,7.8,6.5,,,6.8,,7.5,7.25,3.75
356,50010357,7.2,8.0,6.75,7.25,8.2,9.25,,,
357,50010358,8.2,8.0,,,6.8,,6.0,7.75,7.0
358,50010359,6.2,7.0,,,3.2,,4.5,3.75,2.75
359,50010360,4.2,5.75,4.75,6.75,3.8,8.75,,,
360,50010361,5.6,5.5,6.0,7.5,2.4,7.5,,,
361,50010363,6.4,6.0,,,4.2,,3.5,5.0,3.5
362,50010364,6.8,6.0,5.0,6.25,3.4,6.25,,,
363,50010365,6.0,6.0,6.75,6.5,2.6,8.75,,,
364,50010366,7.0,7.5,,,4.8,,6.75,5.0,4.25
365,50010367,6.6,7.5,6.5,7.75,3.6,8.25,,,
366,50010368,6.8,7.0,5.5,6.0,3.6,6.25,,,
367,50010369,5.0,7.0,5.5,6.5,3.2,8.25,,,
368,50010370,5.2,6.25,6.75,7.25,4.0,9.0,,,
369,50010371,5.6,6.0,7.0,5.75,2.4,8.75,,,
370,50010372,4.8,6.0,5.25,5.75,3.6,4.75,,,
371,50010373,5.4,6.25,5.0,7.25,4.8,8.5,,,
372,50010374,8.0,7.25,7.25,7.75,3.2,8.25,,,
373,50010375,7.0,6.75,,,5.0,,7.0,6.75,3.25
374,50010376,7.6,4.75,5.75,8.5,3.6,7.75,,,
375,50010377,6.6,7.75,,,3.8,,5.25,5.0,5.0
376,50010378,5.8,6.0,7.5,7.0,4.2,8.0,,,
377,50010379,7.6,6.5,8.75,8.25,5.6,9.25,,,
378,50010380,7.2,6.0,,,6.6,,7.75,4.75,3.5
379,50010381,7.8,6.5,,,5.4,,7.5,4.5,4.25
380,50010382,5.0,5.25,,,5.0,,4.0,5.5,3.25
381,50010383,6.0,6.25,,,4.4,,5.25,5.0,4.0
382,50010384,6.6,8.0,6.0,5.25,3.8,8.25,,,
383,50010385,6.6,6.25,5.0,7.25,4.2,9.25,,,
384,50010386,6.6,6.5,5.5,7.0,4.2,8.25,,,
385,50010387,5.8,6.25,5.5,6.75,4.8,8.0,,,
386,50010388,8.4,6.25,,,6.2,,5.5,9.25,8.75
387,50010389,6.2,5.5,,,6.8,,6.0,5.0,6.5
388,50010390,7.0,7.25,,,4.4,,6.5,6.75,4.5
389,50010391,6.2,6.25,6.0,8.75,3.2,9.25,,,
390,50010392,8.0,7.0,7.5,7.25,5.2,9.5,,,
391,50010393,8.2,8.25,8.75,7.5,7.2,9.0,,,
392,50010394,7.0,8.25,7.5,8.0,7.6,8.75,,,
393,50010395,7.8,7.25,8.75,8.5,5.2,9.25,,,
394,50010396,5.2,7.25,,,5.4,,5.0,4.5,4.75
395,50010397,5.6,6.75,6.75,6.75,3.4,8.5,,,
396,50010398,7.0,8.25,8.0,7.75,5.8,9.75,,,
397,50010399,6.8,6.75,,,5.0,,6.25,6.0,7.0
398,50010400,7.8,7.25,6.75,6.0,7.4,7.75,,,
399,50010401,5.8,7.5,5.0,6.5,4.8,8.5,,,
400,50010402,7.0,7.5,7.0,7.25,6.4,9.25,,,
401,50010403,7.2,8.0,6.0,6.75,6.4,8.5,,,
402,50010404,6.6,7.5,6.75,6.25,4.6,7.75,,,
403,50010405,7.0,7.5,9.75,8.5,6.2,9.25,,,
404,50010406,4.2,6.0,3.0,4.25,2.2,6.0,,,
405,50010407,8.2,8.0,,,9.0,,7.75,7.25,6.75
406,50010408,7.8,7.5,7.0,7.5,5.4,8.25,,,
407,50010409,7.6,6.75,6.5,8.25,5.2,8.5,,,
408,50010410,7.0,7.5,6.0,7.5,3.6,9.0,,,
409,50010411,6.4,5.0,5.25,6.5,3.4,7.25,,,
410,50010412,8.8,6.75,,,6.6,,7.5,8.0,6.5
411,50010413,5.8,5.75,7.0,6.75,4.8,8.75,,,
412,50010414,7.4,7.5,,,4.8,,7.25,5.5,4.75
413,50010415,7.4,7.25,,,6.8,,6.5,4.5,5.75
414,50010416,7.8,7.5,,,3.8,,6.5,5.25,5.25
415,50010417,7.8,8.0,7.25,7.25,6.2,8.75,,,
416,50010418,6.6,7.75,6.25,6.25,3.2,7.75,,,
417,50010419,7.6,7.25,6.25,7.25,5.4,9.25,,,
418,50010420,6.4,8.0,7.0,7.5,4.2,8.0,,,
419,50010421,5.2,5.92,4.0,6.25,3.2,5.5,,,
420,50010422,7.4,8.5,7.0,7.0,5.0,8.75,,,
