,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
840,50000841,3.0,5.25,4.75,6.75,3.4,7.5,,,
841,50000842,8.4,6.5,,,7.0,,7.5,7.75,6.75
842,50000843,6.2,7.5,5.5,5.75,4.4,7.25,,,
843,50000844,4.0,5.5,4.0,6.0,4.6,7.25,,,
844,50000845,4.0,6.25,4.25,5.5,4.8,6.0,,,
845,50000846,4.8,6.5,,,3.4,,4.5,4.0,3.75
846,50000847,6.4,6.75,3.75,4.75,,,,,
847,50000848,7.2,8.0,7.0,9.25,6.8,9.5,,,
848,50000849,4.4,7.0,4.25,6.5,,,,,
849,50000850,7.4,8.0,,,7.6,,6.25,8.25,6.0
850,50000851,7.8,7.5,,,7.0,,8.0,8.0,5.75
851,50000852,7.6,7.0,,,5.8,,6.25,3.25,2.75
852,50000853,6.6,7.25,,,5.8,,4.75,5.25,5.75
853,50000854,8.2,7.0,,,7.4,,7.5,9.0,7.5
854,50000855,8.2,6.5,,,4.6,,6.0,7.0,4.0
855,50000856,8.4,6.75,,,7.4,,6.5,7.75,7.75
856,50000857,6.4,6.5,,,5.4,,6.5,7.5,4.75
857,50000858,5.8,7.25,,,4.0,,4.0,6.5,5.0
858,50000859,8.2,7.5,,,7.6,,6.0,8.5,6.5
859,50000860,4.6,7.0,6.5,6.0,4.6,6.5,,,
860,50000861,8.0,7.5,,,5.0,,7.75,6.25,5.75
861,50000862,7.4,5.75,,,9.2,,6.75,8.0,7.75
862,50000863,4.4,5.0,5.25,4.75,,,,,
863,50000864,6.0,6.75,7.5,6.25,4.0,6.75,,,
864,50000865,7.4,7.5,7.75,8.75,6.6,9.0,,,
865,50000866,6.6,7.5,8.0,7.25,4.6,7.75,,,
866,50000867,5.6,6.0,8.0,7.25,3.8,8.25,,,
867,50000868,8.0,8.25,8.0,7.75,7.0,8.5,,,
868,50000869,7.0,6.5,5.5,7.5,4.2,7.5,,,
869,50000870,4.6,5.75,5.5,5.5,6.8,8.5,,,
870,50000871,3.4,5.75,3.5,6.5,3.8,7.25,,,
871,50000872,7.8,8.0,10.0,8.5,5.0,8.75,,,
872,50000873,5.2,6.25,,,5.2,,4.25,4.0,2.5
873,50000874,8.0,8.5,,,9.2,,7.5,8.25,6.25
874,50000875,8.4,7.25,,,5.6,,7.5,7.5,7.25
875,50000876,6.0,5.5,6.5,7.75,4.0,8.5,,,
876,50000877,5.6,6.0,6.25,7.75,,,,,
877,50000878,5.0,5.75,6.5,7.0,6.2,8.25,,,
878,50000879,8.6,7.5,,,3.8,,7.75,8.5,5.25
879,50000880,6.6,7.0,6.5,8.0,2.4,9.75,,,
880,50000881,4.4,6.75,6.75,7.75,3.6,7.75,,,
881,50000882,3.6,6.5,6.75,6.5,,,,,
882,50000883,5.6,6.0,,,5.6,,5.75,6.75,5.0
883,50000884,7.8,8.5,8.5,9.5,7.8,9.25,,,
884,50000885,5.6,6.25,7.0,7.0,4.6,8.0,,,
885,50000886,5.4,6.5,6.5,5.5,2.8,8.5,,,
886,50000887,3.2,5.42,4.0,6.75,3.0,6.75,,,
887,50000888,4.2,4.0,4.5,6.75,,,,,
888,50000889,8.4,8.5,,,7.8,,7.5,9.0,8.0
889,50000890,7.0,7.5,7.25,7.25,5.2,8.0,,,
890,50000891,6.0,6.75,4.75,6.5,3.2,7.75,,,
891,50000892,7.2,6.5,,,6.8,,6.25,7.75,5.5
892,50000893,7.2,7.25,,,4.2,,4.25,5.75,4.5
893,50000894,5.0,6.25,7.0,7.25,3.8,8.25,,,
894,50000895,7.8,8.0,,,5.2,,7.25,6.5,4.25
895,50000896,8.0,6.5,7.5,9.0,4.4,8.25,,,
896,50000897,8.0,7.0,,,4.8,,6.0,7.0,8.25
897,50000898,7.4,6.5,,,6.4,,6.75,8.0,7.0
898,50000899,9.0,7.25,,,8.0,,8.5,7.5,6.5
899,50000900,6.4,6.75,6.75,7.0,5.8,7.75,,,
900,50000901,8.4,8.0,9.0,9.25,8.6,9.0,,,
901,50000902,7.4,8.25,8.5,8.75,6.8,8.5,,,
902,50000903,2.8,7.25,,,5.0,,3.75,4.0,2.5
903,50000904,7.4,7.75,8.5,8.75,5.2,9.5,,,
904,50000905,7.4,8.25,,,5.6,,7.25,7.75,5.0
905,50000906,8.2,8.25,,,8.6,,6.75,8.75,5.5
906,50000907,5.4,4.0,3.5,5.75,5.2,6.5,,,
907,50000908,5.6,5.75,6.5,7.25,4.2,7.75,,,
908,50000909,6.6,6.0,5.25,7.25,4.8,7.75,,,
909,50000910,7.2,7.0,6.75,8.0,5.8,9.25,,,
910,50000911,5.8,5.75,5.75,6.75,4.0,8.5,,,
911,50000912,7.4,8.0,,,8.4,,7.25,8.0,7.5
912,50000913,5.4,6.5,6.5,6.5,4.0,8.25,,,
913,50000914,4.0,6.25,4.0,5.75,3.8,8.25,,,
914,50000915,8.2,8.5,,,6.8,,6.75,5.75,5.0
915,50000916,6.0,6.75,,,4.4,,6.5,5.5,4.5
916,50000917,5.2,6.0,4.0,5.75,3.8,6.25,,,
917,50000918,3.2,5.5,6.0,6.25,4.0,8.0,,,
918,50000919,4.8,6.75,6.5,6.75,3.6,7.75,,,
919,50000920,7.2,8.5,,,5.6,,6.0,6.5,4.25
920,50000921,4.2,7.25,4.5,7.0,5.6,8.75,,,
921,50000922,7.2,7.25,7.0,8.25,4.2,8.25,,,
922,50000923,5.8,7.0,6.0,7.25,5.8,8.0,,,
923,50000924,6.6,6.75,6.25,6.75,3.0,7.75,,,
924,50000925,7.0,7.0,,,3.8,,6.75,4.75,4.5
925,50000926,5.6,5.5,7.0,7.75,,,,,
926,50000927,7.8,5.5,,,4.4,,5.25,6.25,4.25
927,50000928,5.6,5.0,6.5,7.75,4.4,8.25,,,
928,50000929,7.8,5.0,6.75,7.25,4.8,8.25,,,
929,50000930,6.0,5.5,,,3.8,,5.25,5.0,4.25
930,50000931,7.0,6.0,,,5.0,,5.75,4.75,3.5
931,50000932,5.0,5.25,6.75,7.5,4.4,6.75,,,
932,50000933,7.6,7.0,,,5.6,,6.75,6.0,3.75
933,50000934,7.8,8.5,,,6.2,,8.0,8.5,7.25
934,50000935,6.2,7.25,,,6.4,,7.75,7.0,4.75
935,50000936,6.8,5.5,,,3.0,,5.25,7.25,5.0
936,50000937,5.8,5.75,3.75,5.5,,,,,
937,50000938,4.6,7.5,5.75,6.5,5.0,7.5,,,
938,50000939,6.2,6.75,,,6.2,,5.75,4.5,5.25
939,50000940,5.6,5.75,6.75,7.0,4.6,8.5,,,
940,50000941,5.8,5.75,3.25,7.0,3.8,7.25,,,
941,50000942,3.6,6.5,6.5,8.0,2.6,6.5,,,
942,50000943,7.6,7.0,,,4.0,,6.0,7.0,5.0
943,50000944,7.8,6.75,,,5.0,,7.25,8.0,5.5
944,50000945,7.6,8.75,,,7.4,,6.5,7.25,6.0
945,50000946,7.0,8.75,,,7.0,,6.5,7.0,5.25
946,50000947,5.2,6.5,7.25,8.25,3.6,9.0,,,
947,50000948,7.6,7.0,,,4.6,,4.5,5.75,4.0
948,50000949,4.4,6.0,3.75,5.0,3.8,6.25,,,
949,50000950,8.2,7.5,,,6.2,,7.25,7.25,5.0
950,50000951,5.0,6.0,6.75,8.25,3.2,7.5,,,
951,50000952,6.4,7.25,,,8.0,,7.25,7.0,5.5
952,50000953,6.2,6.25,4.5,7.25,3.4,7.75,,,
953,50000954,7.4,7.5,7.25,8.5,5.2,9.0,,,
954,50000955,7.4,7.0,5.25,7.25,4.4,8.25,,,
955,50000956,5.2,7.0,6.25,5.25,4.4,8.25,,,
956,50000957,7.8,7.25,,,5.8,,7.25,8.5,4.25
957,50000958,7.8,7.0,,,4.8,,6.75,7.0,4.25
958,50000959,8.0,8.0,,,5.4,,8.25,7.5,6.5
959,50000960,6.0,7.5,9.0,8.0,4.4,8.25,,,
960,50000961,6.6,6.25,4.5,7.25,3.2,7.5,,,
961,50000962,7.0,7.5,,,5.8,,6.75,6.0,5.5
962,50000963,6.0,5.25,7.25,7.25,,,,,
963,50000964,8.0,7.25,,,5.0,,6.5,6.5,4.75
964,50000965,6.8,8.5,7.5,7.5,6.2,7.75,,,
965,50000966,6.2,7.5,,,4.4,,6.5,5.5,5.75
966,50000967,6.8,7.5,,,5.0,,5.75,8.0,5.0
967,50000968,4.8,6.0,5.0,5.75,3.6,6.25,,,
968,50000969,4.2,3.5,4.75,6.25,4.2,7.75,,,
969,50000970,6.8,6.0,6.75,5.5,4.0,6.0,,,
970,50000971,6.4,5.75,5.75,7.0,,,,,
971,50000972,7.2,7.0,,,6.6,,8.25,8.0,4.5
972,50000973,5.0,7.25,5.75,6.5,4.2,7.5,,,
973,50000974,7.8,5.75,,,4.6,,6.25,7.0,4.0
974,50000975,5.4,6.5,8.25,7.5,4.0,8.25,,,
975,50000976,4.8,5.75,5.25,6.5,3.2,7.5,,,
976,50000977,5.6,7.0,,,3.8,,6.25,6.25,5.0
977,50000978,6.2,7.25,7.5,7.5,5.0,8.25,,,
978,50000979,8.2,8.75,7.75,7.5,8.4,9.25,,,
979,50000980,5.6,7.0,6.5,7.5,5.2,9.5,,,
980,50000981,4.6,6.0,6.25,7.25,4.4,8.0,,,
981,50000982,5.6,6.5,6.75,7.5,3.0,6.25,,,
982,50000983,5.0,6.5,7.25,6.5,4.0,7.75,,,
983,50000984,6.2,5.5,6.5,7.0,,,,,
984,50000985,5.0,6.5,5.5,6.5,4.8,8.5,,,
985,50000986,7.0,7.25,,,4.8,,6.25,5.75,4.25
986,50000987,5.0,6.75,3.75,6.5,3.8,7.5,,,
987,50000988,4.6,7.25,5.5,6.25,,,,,
988,50000989,6.2,6.0,7.5,7.0,5.4,8.0,,,
989,50000990,6.8,7.0,,,6.2,,6.0,5.75,4.0
990,50000991,5.6,5.0,6.75,5.5,,,,,
991,50000992,9.0,8.75,,,8.0,,8.0,9.25,7.25
992,50000993,7.6,8.75,,,8.2,,4.25,5.75,4.0
993,50000994,6.6,6.75,5.25,6.5,,,,,
994,50000995,7.0,7.5,,,5.0,,6.25,4.5,4.75
995,50000996,7.8,7.25,,,5.2,,7.5,7.0,5.25
996,50000997,7.6,7.5,,,8.0,,6.25,5.75,5.5
997,50000998,6.4,7.5,7.0,7.25,3.4,8.0,,,
998,50000999,6.0,6.0,,,1.4,,4.75,5.0,4.5
999,50001000,5.2,6.5,7.0,7.25,5.0,7.0,,,
1000,50001001,5.4,6.0,6.75,7.5,3.8,8.5,,,
1001,50001002,7.8,7.0,,,6.8,,6.75,8.75,6.75
1002,50001003,7.4,7.0,9.0,8.25,5.8,9.25,,,
1003,50001004,7.0,6.5,7.25,8.75,6.0,9.25,,,
1004,50001005,8.4,7.5,,,7.8,,6.0,7.5,6.5
1005,50001006,6.6,4.0,7.25,7.5,5.0,8.5,,,
1006,50001007,7.0,7.0,,,6.2,,6.0,7.5,4.75
1007,50001008,6.6,5.0,,,6.0,,6.5,7.5,5.5
1008,50001009,8.4,7.5,,,7.0,,6.25,8.25,5.5
1009,50001010,7.8,7.5,6.25,7.25,7.4,9.0,,,
1010,50001011,8.6,7.75,,,8.2,,6.75,6.5,4.5
1011,50001012,6.0,6.5,4.0,6.5,2.6,6.5,,,
1012,50001013,7.2,7.5,,,5.4,,6.75,6.25,7.0
1013,50001014,6.8,6.75,5.25,6.5,4.2,8.5,,,
1014,50001015,8.0,8.0,,,9.0,,6.75,8.0,5.5
1015,50001016,6.2,7.75,,,6.2,,7.25,7.25,5.75
1016,50001017,8.6,8.5,,,8.8,,9.0,8.75,6.0
1017,50001018,5.4,7.0,,,3.0,,4.0,5.5,3.5
1018,50001019,6.2,7.25,6.25,7.5,6.0,8.75,,,
1019,50001020,8.2,8.25,,,4.6,,6.0,8.5,5.5
1020,50001021,6.8,8.0,,,7.0,,5.25,7.5,6.5
1021,50001022,6.2,5.75,6.75,7.5,3.2,7.0,,,
1022,50001023,8.4,8.25,,,5.8,,7.0,7.5,5.25
1023,50001024,6.2,8.0,,,5.6,,4.0,4.0,6.5
1024,50001025,5.6,6.0,,,3.8,,5.5,4.75,4.25
1025,50001026,6.6,7.0,,,7.2,,7.25,7.0,5.75
1026,50001027,5.8,6.5,7.25,7.25,5.2,8.0,,,
1027,50001028,5.0,6.5,,,5.6,,3.75,5.5,3.5
1028,50001029,7.4,8.0,7.5,7.75,5.6,9.25,,,
1029,50001030,6.8,7.25,8.0,8.25,5.4,8.25,,,
1030,50001031,6.0,7.0,6.0,6.0,4.6,6.5,,,
1031,50001032,9.2,6.0,,,5.2,,7.75,9.0,4.75
1032,50001033,5.8,8.0,10.0,8.75,3.8,9.5,,,
1033,50001034,6.6,6.75,7.0,7.75,,,,,
1034,50001035,6.8,6.5,8.25,7.5,,,,,
1035,50001036,6.6,6.75,5.0,6.0,4.2,8.25,,,
1036,50001037,8.6,8.0,,,8.6,,7.5,7.75,7.75
1037,50001038,7.4,6.0,,,3.2,,6.0,3.75,2.0
1038,50001039,8.6,6.0,,,5.4,,4.75,8.75,7.75
1039,50001040,5.8,6.75,7.25,8.75,5.2,8.75,,,
1040,50001041,6.0,6.0,5.0,6.75,,,,,
1041,50001042,6.8,6.5,,,5.0,,5.75,6.0,5.25
1042,50001043,5.2,6.0,7.25,7.5,,,,,
1043,50001044,5.2,4.5,5.5,7.75,4.2,7.25,,,
1044,50001045,6.8,5.5,6.0,7.0,3.8,7.0,,,
1045,50001046,7.0,5.75,8.0,7.5,4.2,7.75,,,
1046,50001047,7.8,6.5,,,5.4,,6.25,7.75,4.0
1047,50001048,5.0,6.0,5.0,7.5,5.2,7.75,,,
1048,50001049,6.4,6.5,6.0,6.0,5.2,7.25,,,
1049,50001050,3.0,7.0,4.75,6.0,3.2,8.0,,,
1050,50001051,6.2,7.25,,,6.0,,7.5,7.75,4.25
1051,50001052,5.8,7.5,,,6.2,,5.5,7.25,4.5
1052,50001053,6.6,7.0,8.0,7.5,5.2,9.0,,,
1053,50001054,5.8,7.0,6.5,7.0,4.2,8.75,,,
1054,50001055,5.8,6.0,5.75,6.75,2.6,8.5,,,
1055,50001056,8.2,7.0,8.5,9.0,8.8,9.25,,,
1056,50001057,8.2,7.0,,,5.2,,7.0,8.25,5.0
1057,50001058,7.4,7.0,5.75,8.0,6.2,8.25,,,
1058,50001059,7.6,7.0,,,7.0,,7.25,8.0,5.0
1059,50001060,5.2,6.25,6.0,6.0,,,,,
1060,50001061,6.4,6.0,5.25,6.75,4.2,7.25,,,
1061,50001062,8.6,8.75,,,7.8,,8.25,7.75,6.0
1062,50001063,6.6,6.75,4.25,6.75,6.6,7.75,,,
1063,50001064,5.4,6.25,4.25,5.5,2.8,8.25,,,
1064,50001065,6.0,8.0,,,4.2,,4.5,7.0,5.5
1065,50001066,8.0,9.0,9.25,8.25,7.0,9.25,,,
1066,50001067,6.0,8.5,,,5.6,,6.75,6.0,4.75
1067,50001068,7.4,6.75,,,5.6,,6.0,7.75,2.5
1068,50001069,3.6,5.0,5.25,5.5,,,,,
1069,50001070,8.0,8.5,,,8.0,,7.75,8.0,6.0
1070,50001071,8.8,6.0,9.25,9.5,3.6,8.0,,,
1071,50001072,4.2,6.0,6.0,7.0,5.8,8.0,,,
1072,50001073,5.6,7.0,8.25,8.25,7.8,9.25,,,
1073,50001074,8.0,7.25,,,5.0,,8.0,8.0,5.25
1074,50001075,8.6,8.0,,,7.8,,8.5,8.25,6.5
1075,50001076,5.4,5.75,7.0,6.25,5.0,7.5,,,
1076,50001077,7.2,7.5,,,6.6,,5.25,7.0,4.0
1077,50001078,8.0,8.0,,,6.8,,7.5,9.0,8.75
1078,50001079,4.8,6.5,5.0,7.25,5.4,7.5,,,
1079,50001080,7.6,7.25,8.0,9.0,6.8,8.75,,,
1080,50001081,8.6,8.5,7.0,8.75,4.2,9.0,,,
1081,50001082,8.2,7.5,,,4.4,,6.25,7.5,7.0
1082,50001083,6.4,6.5,7.0,7.75,3.8,8.25,,,
1083,50001084,4.4,5.25,,,3.4,,5.0,3.5,2.5
1084,50001085,8.0,8.5,,,8.0,,6.75,8.0,6.0
1085,50001086,6.6,7.0,,,4.6,,5.25,5.75,4.0
1086,50001087,4.6,5.25,6.5,5.75,,,,,
1087,50001088,5.8,5.0,5.5,6.0,3.8,7.25,,,
1088,50001089,5.4,5.5,5.0,6.75,3.8,7.0,,,
1089,50001090,6.4,5.75,,,4.8,,6.25,8.0,5.5
1090,50001091,7.6,6.0,,,5.2,,6.75,7.5,5.5
1091,50001092,5.4,6.75,3.75,7.25,4.6,7.25,,,
1092,50001093,6.2,7.0,,,5.6,,6.25,3.75,3.0
1093,50001094,5.2,6.75,9.0,8.5,3.0,8.0,,,
1094,50001095,4.8,5.25,5.75,6.75,,,,,
1095,50001096,8.0,8.0,,,6.8,,6.25,5.5,3.5
1096,50001097,4.8,7.5,,,4.6,,3.75,3.75,3.0
1097,50001098,7.0,7.75,,,5.6,,5.0,7.75,6.75
1098,50001099,4.2,4.0,4.5,5.25,,,,,
1099,50001100,7.2,6.5,9.0,9.0,3.8,9.0,,,
1100,50001101,7.0,7.5,,,4.4,,5.0,7.75,6.5
1101,50001102,2.6,5.0,5.5,5.75,,,,,
1102,50001103,4.4,5.25,6.0,6.75,4.2,7.0,,,
1103,50001104,7.0,6.75,,,5.2,,5.0,4.75,4.0
1104,50001105,6.8,6.75,7.0,7.25,,,,,
1105,50001106,7.8,7.0,8.75,8.0,7.0,8.75,,,
1106,50001107,6.4,8.25,4.0,8.25,3.4,7.5,,,
1107,50001108,6.2,6.25,6.0,7.5,4.0,7.75,,,
1108,50001109,4.2,8.25,8.0,8.0,4.0,9.0,,,
1109,50001110,3.8,3.75,3.25,4.75,2.4,5.5,,,
1110,50001111,7.4,7.0,,,5.8,,7.25,6.75,4.25
1111,50001112,7.4,7.75,,,6.0,,6.25,6.0,3.75
1112,50001113,7.4,7.25,,,5.4,,7.75,7.75,6.5
1113,50001114,7.0,5.5,5.25,5.0,4.6,7.75,,,
1114,50001115,7.4,7.5,,,6.4,,8.25,8.25,7.5
1115,50001116,7.0,6.25,,,4.2,,6.25,7.5,5.25
1116,50001117,6.4,6.75,5.0,7.75,4.0,8.75,,,
1117,50001118,7.8,7.5,6.0,7.75,3.0,8.75,,,
1118,50001119,6.4,8.0,8.0,7.75,5.8,9.5,,,
1119,50001120,5.8,7.25,5.25,6.25,4.0,8.0,,,
1120,50001121,5.0,6.0,4.25,6.5,4.4,8.0,,,
1121,50001122,7.2,6.25,4.0,6.5,4.8,7.25,,,
1122,50001123,7.4,7.25,6.75,7.5,4.2,8.75,,,
1123,50001124,8.4,7.5,,,8.4,,8.75,8.0,6.5
1124,50001125,7.2,6.75,,,4.8,,7.0,6.0,5.25
1125,50001126,8.6,8.5,8.0,8.5,6.6,9.5,,,
1126,50001127,8.0,7.25,,,6.6,,7.0,6.5,6.25
1127,50001128,5.6,6.0,5.75,8.0,3.6,9.0,,,
1128,50001129,7.2,8.5,,,9.4,,4.5,6.25,5.25
1129,50001130,7.2,6.5,,,5.8,,5.5,6.0,4.75
1130,50001131,5.4,5.75,5.25,7.25,5.0,8.25,,,
1131,50001132,8.6,7.0,,,5.0,,7.0,8.0,4.5
1132,50001133,7.4,5.75,,,4.2,,5.25,4.5,4.25
1133,50001134,8.2,8.0,,,7.4,,7.0,7.25,6.5
1134,50001135,7.6,8.0,,,6.6,,6.5,8.25,7.75
1135,50001136,7.4,7.5,,,4.8,,6.25,5.5,4.5
1136,50001137,7.2,8.5,7.75,8.25,6.0,8.75,,,
1137,50001138,6.6,7.5,6.5,7.5,5.2,9.75,,,
1138,50001139,6.8,6.75,,,5.0,,6.0,5.75,4.0
1139,50001140,7.6,7.5,,,7.4,,6.75,6.75,6.25
1140,50001141,4.8,5.25,5.75,7.5,5.6,8.5,,,
1141,50001142,3.6,5.0,6.75,7.75,,,,,
1142,50001143,6.8,6.5,,,7.2,,6.5,6.0,5.5
1143,50001144,7.0,6.0,,,4.2,,6.25,5.75,4.5
1144,50001145,7.6,6.75,,,4.4,,6.0,6.25,6.0
1145,50001146,6.4,7.5,,,6.0,,7.25,7.5,5.0
1146,50001147,8.0,6.5,,,5.4,,8.0,8.25,7.0
1147,50001148,7.2,7.0,6.25,7.25,4.4,8.75,,,
1148,50001149,6.0,5.5,7.25,7.25,3.8,8.5,,,
1149,50001150,7.4,8.5,,,6.6,,6.5,7.0,7.5
1150,50001151,7.2,7.0,,,6.2,,6.25,6.25,4.5
1151,50001152,7.0,6.75,8.0,7.75,4.2,9.75,,,
1152,50001153,8.6,7.25,,,6.6,,7.0,6.75,4.5
1153,50001154,5.2,7.75,,,4.8,,4.75,3.75,4.25
1154,50001155,6.4,6.0,4.75,6.25,2.8,8.0,,,
1155,50001156,7.2,5.75,,,3.8,,5.25,5.25,5.75
1156,50001157,7.0,5.75,,,5.6,,5.75,4.5,6.0
1157,50001158,6.4,6.5,5.25,6.25,5.8,8.25,,,
1158,50001159,7.0,7.75,,,5.6,,7.5,8.25,4.25
1159,50001160,6.0,6.5,,,4.4,,6.0,6.25,5.0
1160,50001161,5.2,4.58,4.75,6.0,,,,,
1161,50001162,7.4,8.0,,,5.0,,6.75,6.75,6.0
1162,50001163,8.2,6.75,,,5.8,,7.75,8.0,5.75
1163,50001164,5.6,6.75,8.0,8.25,5.8,8.25,,,
1164,50001165,5.2,6.0,3.5,6.0,3.8,8.25,,,
1165,50001166,5.8,4.5,5.5,6.75,4.6,9.0,,,
1166,50001167,6.2,6.5,5.0,5.5,5.2,7.0,,,
1167,50001168,8.0,5.25,,,4.2,,7.0,7.0,5.5
1168,50001169,7.2,6.5,,,5.6,,6.5,7.25,5.0
1169,50001170,7.4,6.75,,,5.4,,6.5,7.0,7.5
1170,50001171,7.2,8.25,6.25,7.75,5.4,8.5,,,
1171,50001172,5.6,6.0,4.75,7.0,4.6,8.0,,,
1172,50001173,6.4,7.25,,,8.4,,5.0,4.75,4.25
1173,50001174,7.4,6.75,,,7.6,,7.75,6.75,6.5
1174,50001175,6.2,5.5,,,4.8,,4.5,8.25,6.5
1175,50001176,6.2,8.5,7.0,8.0,5.6,8.75,,,
1176,50001177,7.8,7.0,,,7.4,,7.75,7.5,8.25
1177,50001178,7.2,6.25,,,7.2,,7.75,8.5,6.75
1178,50001179,7.2,6.75,,,6.8,,5.5,7.5,6.5
1179,50001180,7.0,7.0,,,4.8,,7.75,7.75,6.0
1180,50001181,5.2,6.25,5.5,6.25,5.0,7.5,,,
1181,50001182,8.0,7.5,,,6.2,,8.25,7.0,6.25
1182,50001183,4.8,6.5,,,5.0,,4.75,4.25,5.0
1183,50001184,7.6,5.25,7.5,7.5,4.4,9.0,,,
1184,50001185,6.4,7.0,,,4.8,,7.0,6.0,5.0
1185,50001186,8.4,8.5,,,6.4,,7.75,7.25,6.5
1186,50001187,7.4,7.25,,,4.2,,7.5,8.5,5.25
1187,50001188,7.6,8.0,,,4.8,,7.0,6.5,6.0
1188,50001189,7.0,7.17,,,4.6,,5.0,7.5,7.75
1189,50001190,4.4,3.25,6.0,4.5,,,,,
1190,50001191,5.6,6.25,5.5,6.0,4.6,7.25,,,
1191,50001192,6.4,6.5,,,5.8,,5.75,5.75,4.75
1192,50001193,7.0,7.75,7.0,9.0,5.8,9.25,,,
1193,50001194,5.6,7.5,5.75,6.5,5.2,7.75,,,
1194,50001195,8.6,7.5,,,5.6,,8.5,8.5,7.5
1195,50001196,5.6,6.5,5.5,6.0,3.0,7.75,,,
1196,50001197,5.8,5.5,,,6.4,,3.5,5.0,4.25
1197,50001198,6.8,7.5,7.25,8.25,4.2,9.25,,,
1198,50001199,8.4,6.0,,,8.0,,8.75,4.75,5.25
1199,50001200,6.2,6.5,4.5,7.25,5.2,7.75,,,
1200,50001201,7.6,7.0,,,5.6,,8.25,6.25,7.5
1201,50001202,7.0,7.5,,,5.8,,6.75,5.25,5.25
1202,50001203,5.0,6.5,,,3.4,,5.75,4.25,4.75
1203,50001204,7.4,6.5,4.25,7.75,3.0,8.25,,,
1204,50001205,3.6,6.25,,,3.0,,6.25,3.0,2.25
1205,50001206,7.0,7.0,7.5,7.5,4.6,8.5,,,
1206,50001207,7.2,6.75,,,4.6,,8.5,8.0,5.0
1207,50001208,8.4,7.08,,,7.2,,7.25,7.75,6.0
1208,50001209,6.0,5.5,,,4.2,,4.5,6.5,3.25
1209,50001210,8.4,6.25,,,3.6,,8.0,8.0,5.0
1210,50001211,8.0,7.5,,,5.0,,5.0,4.75,4.5
1211,50001212,5.0,5.25,3.25,6.75,4.0,6.5,,,
1212,50001213,7.0,7.0,,,4.8,,7.25,7.25,3.75
1213,50001214,7.8,7.0,,,4.6,,5.5,5.25,3.25
1214,50001215,3.8,4.5,4.5,5.75,,,,,
1215,50001216,4.8,7.25,6.5,8.25,5.0,8.25,,,
1216,50001217,3.0,4.5,6.5,5.75,2.8,5.75,,,
1217,50001218,8.8,8.0,,,6.6,,7.25,7.75,5.0
1218,50001219,7.2,7.0,,,5.4,,5.25,4.0,6.0
1219,50001220,7.6,7.75,,,7.2,,7.75,7.0,7.75
1220,50001221,6.2,6.0,5.75,6.0,3.8,7.0,,,
1221,50001222,4.8,7.0,5.0,6.75,4.6,8.75,,,
1222,50001223,8.0,7.5,,,6.8,,7.5,8.0,5.5
1223,50001224,7.4,6.5,,,4.4,,6.25,5.0,4.5
1224,50001225,5.6,7.75,4.75,6.75,5.0,8.75,,,
1225,50001226,5.8,8.75,9.0,8.25,4.2,9.5,,,
1226,50001227,7.4,8.25,,,5.8,,7.0,7.75,6.0
1227,50001228,6.2,7.0,,,4.0,,4.0,5.0,4.25
1228,50001229,7.2,8.0,,,6.0,,6.25,7.25,5.75
1229,50001230,8.4,7.5,,,6.4,,6.25,8.5,8.5
1230,50001231,5.2,8.0,,,5.6,,6.0,4.75,4.5
1231,50001232,6.4,8.25,8.5,7.0,,,,,
1232,50001233,9.0,8.25,,,9.4,,6.5,6.75,6.75
1233,50001234,5.8,5.0,4.5,6.75,,,,,
1234,50001235,5.4,5.5,6.25,7.5,4.2,7.25,,,
1235,50001236,7.6,8.0,,,6.0,,6.75,7.0,4.75
1236,50001237,7.8,7.0,,,5.6,,4.5,7.25,6.5
1237,50001238,5.4,7.0,5.75,7.0,5.6,8.75,,,
1238,50001239,6.8,6.5,4.5,7.25,2.6,6.5,,,
1239,50001240,6.8,6.0,5.0,5.75,4.8,8.5,,,
1240,50001241,5.8,6.5,4.25,7.75,5.6,8.75,,,
1241,50001242,7.0,6.75,7.0,8.0,3.4,9.75,,,
1242,50001243,6.4,4.5,6.75,6.75,2.8,8.25,,,
1243,50001244,7.2,8.25,,,4.8,,4.75,7.25,5.5
1244,50001245,6.6,7.0,5.5,6.5,3.8,8.0,,,
1245,50001246,6.2,6.5,6.75,8.75,4.0,9.25,,,
1246,50001247,7.8,7.75,,,4.8,,5.75,6.75,6.75
1247,50001248,6.4,6.5,7.75,8.75,3.8,9.25,,,
1248,50001249,9.0,5.75,,,5.2,,8.0,8.75,4.5
1249,50001250,7.0,7.5,,,5.6,,5.5,6.0,5.0
1250,50001251,7.8,7.0,,,6.2,,6.5,6.5,4.5
1251,50001252,4.6,8.25,6.5,7.75,4.6,6.75,,,
1252,50001253,8.4,9.0,,,9.6,,6.75,8.0,7.0
1253,50001254,6.4,7.75,,,6.4,,7.75,5.25,6.25
1254,50001255,6.4,7.75,7.5,8.0,4.6,9.25,,,
1255,50001256,5.2,6.75,6.5,7.75,4.8,8.5,,,
1256,50001257,8.0,7.5,,,8.6,,7.0,8.0,7.0
1257,50001258,5.6,7.0,,,3.8,,4.75,6.25,4.25
1258,50001259,6.0,7.0,,,4.6,,6.0,5.5,3.75
1259,50001260,6.2,6.5,7.0,7.0,4.6,8.25,,,
