,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
415,50000416,7.2,7.5,8.25,8.0,3.2,9.0,,,
416,50000417,6.0,6.25,,,3.8,,4.5,4.75,3.75
417,50000418,7.8,7.25,,,6.6,,8.5,8.0,4.25
418,50000419,7.0,4.25,,,2.6,,3.75,4.5,4.25
419,50000420,6.8,6.5,6.25,6.5,3.8,7.25,,,
420,50000421,8.6,8.25,,,5.0,,7.5,7.0,5.5
421,50000422,8.0,5.5,,,4.4,,7.0,5.5,3.5
422,50000423,8.2,6.25,,,4.0,,7.25,7.5,4.75
423,50000424,8.8,7.5,8.25,8.25,7.4,9.75,,,
424,50000425,8.2,7.5,,,7.6,,7.75,6.75,5.5
425,50000426,6.4,6.25,6.75,8.75,3.2,8.5,,,
426,50000427,8.0,7.5,,,4.0,,5.75,5.25,5.25
427,50000428,6.0,5.75,6.0,6.5,5.6,8.5,,,
428,50000429,7.6,6.0,,,4.4,,7.0,4.75,5.0
429,50000430,5.4,7.0,6.5,6.75,4.4,7.5,,,
430,50000431,7.2,5.75,,,5.0,,5.75,6.75,4.0
431,50000432,7.4,6.5,,,4.6,,5.0,5.25,4.5
432,50000433,7.0,6.0,,,5.6,,4.0,6.0,4.75
433,50000434,7.2,7.75,6.5,7.5,5.2,8.75,,,
434,50000435,8.4,7.5,,,6.6,,7.5,6.5,5.5
435,50000436,7.4,8.0,7.0,7.25,4.4,9.0,,,
436,50000437,7.8,8.25,,,6.6,,6.25,7.5,5.0
437,50000438,6.0,6.25,5.75,6.0,3.8,8.5,,,
438,50000439,7.4,5.75,,,3.4,,5.0,4.25,3.75
439,50000440,9.0,6.0,,,6.8,,7.5,8.75,4.0
440,50000441,7.8,5.5,,,5.6,,7.75,7.75,4.75
441,50000442,6.2,5.25,,,5.4,,4.5,7.5,4.75
442,50000443,8.4,7.0,8.0,7.0,3.8,8.5,,,
443,50000444,5.8,6.5,6.5,6.75,2.8,6.75,,,
444,50000445,9.0,6.75,,,5.8,,8.0,7.75,5.75
445,50000446,5.0,5.5,8.5,7.0,5.0,9.0,,,
446,50000447,8.0,6.0,,,4.8,,7.0,7.0,5.25
447,50000448,5.6,5.0,8.0,6.75,3.6,8.0,,,
448,50000449,8.8,7.25,,,5.8,,7.5,8.25,7.25
449,50000450,6.8,6.25,7.5,7.75,5.8,9.25,,,
450,50000451,8.4,7.0,,,5.0,,7.75,7.0,5.5
451,50000452,7.0,8.0,,,5.4,,5.75,7.5,7.0
452,50000453,6.4,7.25,5.75,5.75,5.0,7.75,,,
453,50000454,4.8,5.5,8.25,7.75,3.2,8.25,,,
454,50000455,7.4,7.75,,,4.2,,7.0,4.75,5.75
455,50000456,6.8,8.25,,,5.0,,5.75,4.75,5.75
456,50000457,5.0,7.0,4.0,4.25,3.0,8.25,,,
457,50000458,7.8,5.5,7.25,7.5,4.2,9.0,,,
458,50000459,6.6,6.5,8.25,7.0,6.8,9.25,,,
459,50000460,7.8,8.0,,,6.6,,7.5,7.75,5.5
460,50000461,4.0,5.25,4.75,6.0,2.6,6.75,,,
461,50000462,8.2,6.25,,,5.4,,6.75,7.0,3.75
462,50000463,5.8,5.5,8.0,8.0,4.6,8.0,,,
463,50000464,6.8,6.75,7.25,7.0,5.8,8.25,,,
464,50000465,6.2,5.75,6.5,7.0,4.8,8.25,,,
465,50000466,6.0,7.0,5.75,7.0,3.4,7.5,,,
466,50000467,6.8,8.0,,,4.4,,4.25,5.25,5.75
467,50000468,8.6,8.5,,,7.6,,8.5,8.0,5.25
468,50000469,8.2,8.0,,,8.6,,8.0,6.5,5.25
469,50000470,5.0,5.5,2.75,6.25,4.6,6.5,,,
470,50000471,8.4,9.0,,,7.8,,8.0,6.75,5.75
471,50000472,6.2,7.5,,,5.2,,5.25,6.75,5.75
472,50000473,6.0,5.75,4.0,6.5,4.0,8.0,,,
473,50000474,7.4,7.5,7.5,8.25,7.6,8.5,,,
474,50000475,8.6,6.75,,,4.0,,7.5,7.5,7.25
475,50000476,4.8,5.0,6.0,6.25,4.4,8.25,,,
476,50000477,7.2,7.0,,,5.0,,5.75,7.0,4.25
477,50000478,7.8,7.5,,,6.8,,8.0,8.5,5.75
478,50000479,8.4,8.0,,,5.8,,8.25,8.75,6.25
479,50000480,8.4,6.5,,,5.4,,7.0,7.0,5.0
480,50000481,4.8,6.25,5.75,6.75,4.8,8.5,,,
481,50000482,5.0,7.25,5.75,8.5,6.2,7.25,,,
482,50000483,6.4,5.5,5.25,6.25,3.8,7.75,,,
483,50000484,7.8,6.75,,,6.2,,5.75,8.5,6.0
484,50000485,5.0,6.0,3.75,6.25,3.0,6.25,,,
485,50000486,6.4,5.0,,,5.2,,4.75,4.5,5.0
486,50000487,7.6,7.5,,,5.0,,6.75,7.5,8.25
487,50000488,7.8,7.75,,,5.4,,6.5,7.0,4.25
488,50000489,7.8,5.0,,,3.2,,5.5,8.0,3.5
489,50000490,6.4,5.75,5.5,6.75,3.4,9.0,,,
490,50000491,7.8,6.5,,,5.8,,8.0,8.25,5.75
491,50000492,8.4,7.75,,,7.8,,9.0,8.25,9.0
492,50000493,7.2,4.75,,,6.4,,6.75,6.5,4.75
493,50000494,5.4,6.0,5.0,6.25,3.2,6.75,,,
494,50000495,6.2,7.25,,,2.6,,3.5,4.75,4.75
495,50000496,8.8,6.5,,,5.6,,8.25,8.5,6.25
496,50000497,9.4,7.25,,,4.8,,6.25,8.5,6.75
497,50000498,6.2,7.0,6.25,6.5,5.6,7.25,,,
498,50000499,5.6,5.25,8.25,6.75,3.8,9.5,,,
499,50000500,4.2,5.25,5.75,7.5,4.0,7.75,,,
500,50000501,7.2,6.5,6.0,6.0,4.6,8.25,,,
501,50000502,7.0,7.5,8.75,7.5,3.2,9.0,,,
502,50000503,5.6,7.5,5.75,7.5,4.2,6.75,,,
503,50000504,7.0,5.5,,,5.0,,5.75,5.5,5.5
504,50000505,7.2,8.0,6.25,8.0,3.2,8.25,,,
505,50000506,6.6,7.5,,,5.6,,6.5,6.5,4.25
506,50000507,7.4,6.0,,,4.2,,5.25,6.25,4.5
507,50000508,7.2,7.5,,,5.8,,8.25,8.0,4.25
508,50000509,8.4,6.25,,,7.6,,6.5,7.0,5.25
509,50000510,5.6,7.5,7.75,9.25,5.4,9.5,,,
510,50000511,6.6,6.0,7.5,8.0,4.6,8.75,,,
511,50000512,7.8,7.25,,,5.8,,7.0,5.75,4.5
512,50000513,6.4,7.5,,,3.6,,5.5,4.75,2.75
513,50000514,8.2,8.75,8.25,9.0,7.0,9.0,,,
514,50000515,6.0,6.5,6.75,7.5,4.4,9.25,,,
515,50000516,6.6,6.75,6.25,6.75,4.2,8.5,,,
516,50000517,6.4,7.0,,,7.2,,5.25,4.5,3.75
517,50000518,6.8,7.0,,,5.2,,6.25,5.25,4.0
518,50000519,7.8,7.75,8.0,8.0,4.2,8.0,,,
519,50000520,5.6,7.0,5.25,7.25,4.6,8.75,,,
520,50000521,5.6,7.5,6.0,8.0,5.4,8.75,,,
521,50000522,7.0,7.25,,,6.0,,8.25,6.25,5.75
522,50000523,8.0,8.0,,,7.2,,6.0,5.75,4.5
523,50000524,6.8,6.5,,,4.0,,5.0,4.0,4.75
524,50000525,8.0,8.25,10.0,8.0,4.2,9.5,,,
525,50000526,7.0,7.5,8.75,7.5,8.8,9.0,,,
526,50000527,5.8,7.25,7.0,6.5,5.0,7.75,,,
527,50000528,4.0,6.5,6.75,8.0,3.4,8.75,,,
528,50000529,7.2,5.25,7.5,8.25,4.6,8.75,,,
529,50000530,7.8,5.75,,,4.2,,6.0,3.75,2.75
530,50000531,6.2,6.25,,,7.2,,7.0,5.75,4.75
531,50000532,6.4,7.0,7.5,6.25,6.0,9.0,,,
532,50000533,7.0,7.5,,,7.4,,6.75,4.75,5.0
533,50000534,8.0,8.5,,,8.0,,7.5,7.25,5.75
534,50000535,7.8,8.0,,,9.0,,7.75,7.0,6.0
535,50000536,8.2,6.5,6.25,7.75,3.4,7.0,,,
536,50000537,7.2,7.5,8.5,8.75,4.8,9.25,,,
537,50000538,4.8,6.75,,,3.8,,3.25,3.25,2.5
538,50000539,7.8,8.25,9.25,8.25,7.0,9.5,,,
539,50000540,8.2,8.25,,,7.6,,7.5,5.5,6.25
540,50000541,5.8,7.25,5.5,6.75,4.2,8.0,,,
541,50000542,7.0,6.75,,,5.2,,5.5,8.5,5.0
542,50000543,7.8,5.0,,,7.2,,7.0,8.0,5.75
543,50000544,8.4,8.25,,,9.0,,7.0,8.25,8.0
544,50000545,7.4,8.25,,,5.2,,6.75,7.0,6.0
545,50000546,8.6,8.0,,,6.8,,8.0,7.25,6.5
546,50000547,6.0,6.25,6.25,6.5,5.4,8.0,,,
547,50000548,5.6,6.25,6.5,6.5,3.4,7.5,,,
548,50000549,7.8,7.25,,,7.0,,4.0,3.75,4.0
549,50000550,7.4,6.25,,,3.2,,4.75,2.75,2.0
550,50000551,4.4,6.5,5.75,5.75,3.0,8.0,,,
551,50000552,5.0,5.75,6.0,5.25,3.6,7.5,,,
552,50000553,4.4,5.5,5.75,5.25,3.2,6.75,,,
553,50000554,6.6,5.25,6.25,6.25,5.0,8.25,,,
554,50000555,5.6,5.17,5.75,6.75,3.8,8.25,,,
555,50000556,7.4,7.25,,,6.2,,6.5,6.5,5.25
556,50000557,6.2,7.5,8.5,7.5,4.0,8.5,,,
557,50000558,6.4,7.0,6.5,6.0,5.4,7.0,,,
558,50000559,7.0,7.25,,,5.0,,5.25,4.75,3.75
559,50000560,6.8,7.25,,,6.8,,6.5,6.75,4.5
560,50000561,6.4,6.5,7.75,8.25,2.2,7.75,,,
561,50000562,7.4,5.5,6.0,8.5,3.2,6.5,,,
562,50000563,5.8,6.75,5.5,6.25,4.2,6.25,,,
563,50000564,8.4,6.5,,,5.4,,7.5,6.75,7.0
564,50000565,7.0,5.75,7.75,7.75,2.6,9.0,,,
565,50000566,6.2,5.5,4.0,6.75,3.8,5.75,,,
566,50000567,5.6,6.75,,,4.0,,7.25,4.25,6.0
567,50000568,6.8,6.0,7.25,7.75,4.4,7.75,,,
568,50000569,7.4,7.25,8.75,7.75,4.8,9.75,,,
569,50000570,5.4,6.0,,,4.4,,5.0,2.75,4.25
570,50000571,5.6,5.0,4.75,6.0,5.0,8.0,,,
571,50000572,7.8,7.75,6.5,7.0,4.8,9.5,,,
572,50000573,7.2,6.75,5.5,6.25,3.2,8.0,,,
573,50000574,7.0,7.75,5.5,6.75,3.2,7.75,,,
574,50000575,5.0,6.5,5.25,5.5,4.4,9.25,,,
575,50000576,6.6,6.0,,,2.6,,7.0,5.25,4.0
576,50000577,6.4,6.25,6.0,6.5,5.2,8.25,,,
577,50000578,6.0,8.0,7.75,8.25,6.0,8.25,,,
578,50000579,6.4,8.0,,,6.2,,5.5,6.5,4.0
579,50000580,6.6,6.75,7.0,6.75,4.4,8.75,,,
580,50000581,8.2,7.75,,,8.0,,7.75,9.75,7.25
581,50000582,6.8,5.75,,,4.2,,5.5,5.0,5.25
582,50000583,5.4,6.25,7.0,5.25,4.8,8.0,,,
583,50000584,6.6,7.5,8.25,7.5,5.4,8.5,,,
584,50000585,5.0,6.0,7.0,6.25,4.0,8.75,,,
585,50000586,7.8,7.25,,,3.2,,6.75,5.0,4.25
586,50000587,7.0,6.75,8.5,8.0,4.0,9.0,,,
587,50000588,7.0,7.5,7.0,5.25,6.2,9.25,,,
588,50000589,7.0,6.5,7.25,7.25,4.6,9.0,,,
589,50000590,4.0,5.5,6.25,5.75,3.2,7.5,,,
590,50000591,4.2,6.0,4.0,5.0,2.8,7.25,,,
591,50000592,8.6,6.5,,,5.0,,6.75,9.25,7.0
592,50000593,5.4,5.75,6.5,6.0,5.0,8.0,,,
593,50000594,5.8,6.25,7.75,6.75,2.8,9.0,,,
594,50000595,7.0,7.75,,,3.8,,5.25,6.25,5.25
595,50000596,7.6,5.25,,,3.4,,4.0,4.75,6.0
596,50000597,8.0,7.25,,,8.4,,8.25,7.0,5.75
597,50000598,5.8,5.5,3.5,5.75,3.2,7.75,,,
598,50000599,8.0,7.0,,,7.0,,7.0,7.5,4.75
599,50000600,7.2,7.0,8.0,7.75,5.8,9.5,,,
600,50000601,5.4,6.75,5.5,5.75,3.2,7.75,,,
601,50000602,7.0,6.25,,,4.4,,6.25,3.75,3.75
602,50000603,5.2,6.5,,,3.4,,3.75,3.25,4.25
603,50000604,4.6,5.25,5.25,6.75,3.2,6.0,,,
604,50000605,8.4,6.0,,,7.0,,7.75,7.5,6.0
605,50000606,6.6,7.5,7.5,7.25,3.8,9.25,,,
606,50000607,7.0,5.5,,,4.6,,5.0,8.25,5.25
607,50000608,7.8,7.0,,,4.4,,6.75,6.75,5.5
608,50000609,7.4,7.25,7.0,6.75,5.8,8.5,,,
609,50000610,4.6,6.5,6.5,7.25,4.0,9.25,,,
610,50000611,4.8,5.5,6.5,6.25,4.4,7.0,,,
611,50000612,7.2,8.75,,,7.4,,7.5,6.25,5.75
612,50000613,8.2,7.0,,,5.4,,8.0,6.5,4.0
613,50000614,6.0,6.25,6.5,7.5,3.8,8.75,,,
614,50000615,7.6,6.75,,,5.4,,6.25,8.0,5.25
615,50000616,7.0,5.0,7.75,6.75,4.8,8.0,,,
616,50000617,6.6,6.0,,,3.8,,5.5,2.75,4.25
617,50000618,6.0,8.0,7.75,6.75,5.6,8.25,,,
618,50000619,8.2,6.5,,,6.8,,7.75,7.25,6.0
619,50000620,5.8,7.5,6.25,7.25,4.2,8.5,,,
620,50000621,6.6,6.5,6.75,4.25,4.2,8.0,,,
621,50000622,7.2,5.75,5.25,6.75,4.4,8.25,,,
622,50000623,8.0,6.0,,,6.0,,7.75,5.75,5.25
623,50000624,7.6,6.0,,,5.0,,5.75,7.75,6.5
624,50000625,6.6,5.25,6.0,6.5,4.0,8.5,,,
625,50000626,7.0,7.5,7.5,8.5,5.6,9.25,,,
626,50000627,6.6,5.25,5.5,5.75,4.8,8.0,,,
627,50000628,7.4,6.5,,,3.6,,5.75,5.25,4.0
628,50000629,8.4,6.25,,,6.0,,7.25,7.25,4.25
629,50000630,7.2,7.75,,,5.4,,6.5,7.0,5.0
630,50000631,2.2,5.75,3.0,3.75,1.8,6.0,,,
631,50000632,6.4,8.0,7.25,8.5,4.4,8.5,,,
632,50000633,7.2,5.75,6.75,8.0,6.0,7.25,,,
633,50000634,8.6,7.0,,,6.6,,7.75,6.5,5.75
634,50000635,8.8,6.0,,,6.4,,9.0,8.5,5.0
635,50000636,8.4,5.75,8.25,7.0,4.8,8.75,,,
636,50000637,6.6,6.5,5.5,7.75,3.8,9.0,,,
637,50000638,8.2,7.0,,,6.6,,7.25,3.5,4.0
638,50000639,7.4,7.25,6.0,5.25,4.2,7.75,,,
639,50000640,6.4,7.0,7.0,6.25,3.0,7.25,,,
640,50000641,7.8,6.42,,,4.4,,7.5,4.25,3.5
641,50000642,6.8,6.25,7.0,7.0,5.2,8.25,,,
642,50000643,6.8,7.25,,,3.0,,7.25,6.75,5.75
643,50000644,5.0,6.75,,,3.6,,5.0,5.25,5.5
644,50000645,7.0,7.5,,,5.0,,6.25,6.0,4.5
645,50000646,6.8,7.0,,,5.6,,7.25,6.75,4.5
646,50000647,6.2,7.5,7.25,6.75,5.0,8.75,,,
647,50000648,6.4,7.25,7.0,7.75,4.2,8.25,,,
648,50000649,5.8,6.25,5.75,6.75,4.4,7.25,,,
649,50000650,7.6,7.75,7.0,7.75,7.0,9.0,,,
650,50000651,7.2,6.25,6.25,7.25,6.4,8.5,,,
651,50000652,8.0,7.75,,,9.0,,7.5,8.25,6.5
652,50000653,8.0,8.0,,,8.4,,5.5,6.0,6.25
653,50000654,6.8,6.5,6.75,4.0,4.2,9.0,,,
654,50000655,8.0,8.5,8.75,8.0,7.8,8.5,,,
655,50000656,6.2,6.5,7.25,6.25,4.0,8.25,,,
656,50000657,4.4,5.0,6.5,7.5,2.6,7.0,,,
657,50000658,5.4,7.0,8.25,7.5,2.2,8.5,,,
658,50000659,6.8,7.25,8.25,8.5,5.0,8.25,,,
659,50000660,7.6,6.0,,,5.2,,7.0,6.75,4.0
660,50000661,7.0,7.5,,,7.4,,4.0,4.5,4.25
661,50000662,6.6,7.75,7.0,7.75,6.6,8.75,,,
662,50000663,5.0,5.25,4.75,5.5,4.6,8.0,,,
663,50000664,4.8,7.5,,,3.8,,4.5,4.75,3.75
664,50000665,7.4,6.0,,,4.8,,6.25,5.25,4.5
665,50000666,5.8,6.0,6.75,6.0,4.4,8.25,,,
666,50000667,4.8,7.0,4.5,7.0,3.2,8.0,,,
667,50000668,2.6,5.25,4.75,3.5,2.8,7.5,,,
668,50000669,5.4,7.0,5.5,6.5,3.6,8.5,,,
669,50000670,6.6,5.5,7.25,6.5,3.6,8.5,,,
670,50000671,8.4,7.25,,,4.4,,7.75,5.75,4.0
671,50000672,6.2,6.0,,,5.0,,3.75,6.5,3.75
672,50000673,6.4,5.75,5.25,7.0,4.4,8.25,,,
673,50000674,2.6,5.5,4.5,5.25,,,,,
674,50000675,5.2,6.75,7.0,7.25,2.2,8.25,,,
675,50000676,7.4,7.5,,,7.2,,6.5,8.0,8.75
676,50000677,6.4,6.75,8.0,7.75,,,,,
677,50000678,7.2,7.0,7.5,7.5,5.8,8.75,,,
678,50000679,8.2,7.5,,,5.0,,6.75,7.0,5.75
679,50000680,7.2,6.5,,,5.4,,6.75,7.5,5.0
680,50000681,6.4,6.0,8.0,7.5,,,,,
681,50000682,5.8,6.75,,,3.8,,4.25,3.25,2.25
682,50000683,7.2,8.0,,,8.4,,7.5,6.5,5.0
683,50000684,8.0,7.5,9.0,9.0,7.8,9.0,,,
684,50000685,6.4,7.0,,,3.4,,7.0,7.0,7.0
685,50000686,8.2,8.0,,,6.4,,7.25,9.0,4.75
686,50000687,7.4,8.0,,,7.6,,6.0,7.75,5.25
687,50000688,8.8,6.75,,,7.6,,8.5,8.0,7.5
688,50000689,8.6,7.0,,,7.6,,6.25,6.75,5.75
689,50000690,8.2,7.5,9.0,8.0,9.0,9.25,,,
690,50000691,6.4,7.25,8.5,8.25,2.4,8.75,,,
691,50000692,7.0,8.0,,,4.8,,5.5,7.5,4.5
692,50000693,6.8,7.0,7.75,7.75,5.4,8.25,,,
693,50000694,6.4,6.5,,,4.6,,5.25,8.5,4.25
694,50000695,6.4,6.0,,,5.2,,4.5,8.25,4.5
695,50000696,5.2,6.75,3.5,6.5,3.6,7.75,,,
696,50000697,5.6,7.0,4.0,5.5,4.2,8.0,,,
697,50000698,7.2,8.0,,,5.8,,5.25,7.25,4.5
698,50000699,6.2,6.5,7.5,7.75,4.8,8.5,,,
699,50000700,4.8,7.0,5.75,5.5,4.2,6.75,,,
700,50000701,5.0,5.5,3.0,6.25,5.2,8.0,,,
701,50000702,6.8,7.0,10.0,8.5,4.6,7.75,,,
702,50000703,6.4,5.25,,,5.2,,5.75,5.0,4.75
703,50000704,5.4,5.5,7.25,7.5,3.6,7.5,,,
704,50000705,3.8,5.0,,,4.6,,4.0,3.75,3.75
705,50000706,6.4,4.75,7.25,7.0,3.8,8.0,,,
706,50000707,7.0,6.0,,,5.2,,6.5,5.5,5.5
707,50000708,6.2,6.75,4.75,6.5,4.0,8.25,,,
708,50000709,6.6,7.5,,,6.2,,6.0,6.5,6.0
709,50000710,5.0,5.75,4.75,7.25,,,,,
710,50000711,6.6,8.0,,,3.6,,5.75,4.5,3.5
711,50000712,5.0,6.25,9.0,7.25,1.6,8.75,,,
712,50000713,7.8,5.75,6.5,7.0,,,,,
713,50000714,7.6,6.75,9.0,8.5,5.6,8.5,,,
714,50000715,8.2,7.75,,,5.6,,6.25,6.75,4.75
715,50000716,7.2,7.25,,,6.6,,6.5,7.75,7.25
716,50000717,6.2,6.25,7.25,8.25,3.4,8.0,,,
717,50000718,6.6,6.25,8.0,8.25,,,,,
718,50000719,9.2,7.25,,,6.0,,9.0,9.5,8.0
719,50000720,5.6,5.0,8.0,7.25,4.6,8.0,,,
720,50000721,8.0,6.5,,,5.6,,7.75,7.25,6.25
721,50000722,5.4,5.75,7.75,8.0,3.2,9.25,,,
722,50000723,7.6,8.0,,,5.4,,7.5,8.0,4.5
723,50000724,6.4,7.0,,,5.2,,6.75,6.75,4.25
724,50000725,7.8,6.0,,,5.4,,7.0,6.5,6.75
725,50000726,5.8,7.0,,,4.2,,4.25,5.5,4.5
726,50000727,6.2,6.25,6.5,7.75,3.4,8.25,,,
727,50000728,8.0,6.5,,,4.8,,6.25,6.75,6.0
728,50000729,6.0,7.25,5.25,6.0,,,,,
729,50000730,3.2,6.0,7.5,7.5,3.4,7.5,,,
730,50000731,7.4,8.5,,,6.0,,8.0,6.5,4.0
731,50000732,7.4,7.75,7.75,8.5,6.8,9.25,,,
732,50000733,4.8,6.5,4.75,5.75,3.0,7.25,,,
733,50000734,5.0,4.75,3.75,4.25,,,,,
734,50000735,5.8,6.0,4.75,6.75,4.8,6.5,,,
735,50000736,8.4,7.0,,,5.6,,9.25,9.25,7.0
736,50000737,5.8,8.25,7.25,7.25,,,,,
737,50000738,5.4,5.75,5.75,5.75,,,,,
738,50000739,6.0,7.5,6.75,7.25,3.6,8.75,,,
739,50000740,5.4,7.75,5.75,7.25,4.4,8.5,,,
740,50000741,7.0,7.5,,,5.8,,6.25,7.5,5.5
741,50000742,5.0,6.75,6.75,6.75,5.2,8.25,,,
742,50000743,6.0,5.75,5.0,6.25,3.6,7.25,,,
743,50000744,5.4,6.75,5.75,7.75,3.6,8.5,,,
744,50000745,7.0,6.5,,,4.0,,6.5,6.25,5.25
745,50000746,7.0,7.75,,,4.8,,7.0,6.0,4.5
746,50000747,6.8,5.5,6.25,5.25,3.8,8.0,,,
747,50000748,7.4,6.5,,,5.2,,4.75,5.5,3.5
748,50000749,6.6,8.0,,,5.2,,6.25,7.75,4.75
749,50000750,5.6,6.25,5.5,6.25,4.6,7.0,,,
750,50000751,5.6,6.0,6.75,6.5,5.4,8.25,,,
751,50000752,7.4,7.25,,,6.8,,7.0,5.0,4.5
752,50000753,6.0,7.0,6.75,7.75,4.2,7.75,,,
753,50000754,9.0,6.75,,,5.8,,9.0,8.25,6.75
754,50000755,8.2,7.0,8.25,7.75,4.8,9.0,,,
755,50000756,5.8,7.25,7.75,7.25,4.2,9.25,,,
756,50000757,7.2,5.5,,,5.2,,6.25,8.0,5.0
757,50000758,7.6,8.0,,,7.0,,6.25,7.5,6.25
758,50000759,5.6,5.0,3.75,6.75,,,,,
759,50000760,7.6,8.0,9.5,9.0,9.2,9.25,,,
760,50000761,7.2,7.75,,,4.8,,6.25,7.5,7.0
761,50000762,6.8,6.5,7.25,7.75,4.2,8.25,,,
762,50000763,7.6,7.5,,,5.8,,7.5,7.75,7.0
763,50000764,5.8,7.25,7.75,8.5,5.0,9.25,,,
764,50000765,4.4,6.0,,,4.6,,5.5,6.5,4.5
765,50000766,6.6,6.5,6.75,6.5,4.2,8.25,,,
766,50000767,6.0,6.5,,,5.0,,5.25,5.75,5.75
767,50000768,7.6,7.5,,,7.4,,6.0,8.75,8.25
768,50000769,8.4,7.75,,,5.6,,7.75,8.25,6.5
769,50000770,7.8,8.0,,,6.2,,7.25,8.0,8.75
770,50000771,4.4,5.75,6.0,8.25,3.4,7.75,,,
771,50000772,8.4,7.5,,,7.4,,7.5,9.25,5.25
772,50000773,7.2,7.0,6.75,8.0,4.4,8.25,,,
773,50000774,4.0,5.75,5.5,6.25,3.6,6.0,,,
774,50000775,7.4,6.75,6.25,8.25,4.4,8.5,,,
775,50000776,7.6,6.0,,,7.6,,7.5,7.75,4.75
776,50000777,6.4,6.25,6.25,6.75,5.2,8.0,,,
777,50000778,7.0,8.0,,,5.2,,4.75,5.0,4.75
778,50000779,6.6,7.0,,,6.2,,5.25,7.5,6.5
779,50000780,7.4,6.0,8.25,8.5,6.0,8.5,,,
780,50000781,4.8,5.0,6.75,7.25,,,,,
781,50000782,6.8,8.0,7.5,8.5,5.4,9.25,,,
782,50000783,7.8,5.25,,,4.2,,6.75,7.75,4.0
783,50000784,6.0,6.75,3.75,6.5,3.4,7.0,,,
784,50000785,3.4,4.5,7.25,6.5,,,,,
785,50000786,7.2,6.5,5.5,7.0,3.4,8.0,,,
786,50000787,4.4,5.75,4.5,7.0,3.2,7.75,,,
787,50000788,7.4,7.75,,,7.2,,6.25,8.25,8.0
788,50000789,8.2,6.75,,,7.6,,7.5,8.5,7.75
789,50000790,7.0,7.25,,,5.4,,6.0,8.0,5.75
790,50000791,4.4,7.5,6.75,6.75,5.0,7.5,,,
791,50000792,7.4,7.5,5.0,6.5,5.4,9.0,,,
792,50000793,2.8,4.25,3.25,4.0,,,,,
793,50000794,7.6,8.5,8.5,8.75,7.0,8.75,,,
794,50000795,3.4,6.75,8.0,7.75,,,,,
795,50000796,5.6,6.75,5.75,7.75,5.8,8.75,,,
796,50000797,5.6,4.0,5.5,6.0,2.6,8.0,,,
797,50000798,5.0,4.25,6.25,7.75,4.6,7.5,,,
798,50000799,7.2,7.75,,,5.2,,6.5,5.75,5.5
799,50000800,6.0,7.25,,,4.2,,5.5,7.0,5.0
800,50000801,5.6,6.25,7.5,7.25,6.0,8.5,,,
801,50000802,7.2,5.0,,,5.4,,7.25,7.0,4.5
802,50000803,6.8,6.25,7.25,6.75,4.6,8.25,,,
803,50000804,6.8,5.75,6.75,7.0,3.8,7.75,,,
804,50000805,6.4,6.5,6.75,9.0,4.2,8.0,,,
805,50000806,8.2,6.0,,,3.6,,5.5,8.0,3.5
806,50000807,5.6,6.75,7.25,8.0,3.8,9.0,,,
807,50000808,8.6,7.0,,,8.0,,9.25,7.75,7.0
808,50000809,7.6,7.0,7.75,6.5,7.2,8.5,,,
809,50000810,7.8,6.5,,,6.8,,7.0,6.0,6.0
810,50000811,8.2,6.25,6.75,7.0,6.8,8.75,,,
811,50000812,4.6,6.75,5.5,8.0,4.6,8.25,,,
812,50000813,7.4,7.0,,,4.6,,6.75,6.75,5.75
813,50000814,5.0,5.5,6.75,6.75,4.4,7.75,,,
814,50000815,7.6,7.5,,,6.0,,7.5,8.25,7.5
815,50000816,5.6,6.5,6.75,7.5,4.0,8.0,,,
816,50000817,6.2,7.5,7.75,8.0,4.4,8.75,,,
817,50000818,4.4,5.5,7.0,5.75,6.0,6.25,,,
818,50000819,7.6,6.75,,,6.6,,7.25,7.5,5.0
819,50000820,7.8,7.0,,,5.0,,7.0,7.75,5.5
820,50000821,5.6,5.5,5.0,7.5,4.0,7.0,,,
821,50000822,4.2,5.75,6.5,6.25,,,,,
822,50000823,7.4,7.0,7.25,8.0,5.8,8.75,,,
823,50000824,4.8,4.25,3.75,6.25,,,,,
824,50000825,7.0,6.75,7.0,7.5,5.6,8.25,,,
825,50000826,7.8,7.75,7.5,7.75,5.2,9.25,,,
826,50000827,7.0,8.0,,,5.6,,6.5,8.5,5.75
827,50000828,6.6,8.25,8.0,8.0,5.4,9.25,,,
828,50000829,4.6,6.0,4.75,7.25,2.8,8.0,,,
829,50000830,7.2,7.75,7.25,8.25,5.6,7.75,,,
830,50000831,3.0,6.5,3.75,4.25,3.8,7.5,,,
831,50000832,5.2,5.5,6.75,6.75,5.0,8.5,,,
832,50000833,5.6,7.0,4.75,7.25,4.6,7.5,,,
833,50000834,6.8,6.75,5.75,7.25,4.4,7.75,,,
834,50000835,6.2,6.5,5.75,6.0,5.4,8.25,,,
835,50000836,5.8,7.0,8.25,8.0,5.4,8.75,,,
836,50000837,8.2,6.5,,,6.4,,8.0,7.75,6.25
837,50000838,5.6,5.75,8.0,6.75,5.0,8.0,,,
838,50000839,7.8,5.25,,,6.2,,8.25,7.0,5.25
839,50000840,7.2,6.25,,,4.4,,5.75,7.75,6.0
