,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
2386,50008417,6.2,5.5,,,5.4,,5.0,6.5,4.5
2387,50008418,7.6,5.75,,,5.6,,5.0,6.25,3.75
2388,50008419,5.0,5.0,4.5,8.0,3.4,8.75,,,
2389,50008420,7.0,6.5,,,3.2,,5.25,6.5,4.0
2390,50008421,4.2,6.5,6.25,6.75,1.8,8.5,,,
2391,50008422,4.6,6.0,4.75,4.75,3.2,8.0,,,
2392,50008423,4.8,5.25,4.25,7.25,2.2,7.5,,,
2393,50008424,6.6,4.33,6.75,8.75,4.6,8.5,,,
2394,50008425,7.4,5.0,3.5,5.25,3.2,7.5,,,
2395,50008426,7.4,5.67,,,3.2,,5.25,5.75,6.0
2396,50008427,6.8,5.92,7.25,8.5,3.4,9.25,,,
2397,50008428,7.0,6.25,5.0,6.5,4.2,9.5,,,
2398,50008429,6.4,7.5,8.25,8.25,2.8,9.5,,,
2399,50008430,4.0,4.0,3.75,5.75,2.6,7.25,,,
2400,50008431,7.2,5.25,,,5.4,,5.5,5.75,6.25
2401,50008432,7.8,6.75,,,5.2,,6.5,7.5,5.0
2402,50008433,3.6,4.5,6.5,5.75,7.2,8.0,,,
2403,50008434,4.0,5.0,7.0,7.75,2.8,8.5,,,
2404,50008435,7.4,5.75,,,3.2,,5.75,3.5,4.0
2405,50008436,6.2,8.25,,,4.2,,5.5,7.0,6.5
2406,50008437,4.6,6.5,,,2.6,,3.5,5.5,3.25
2407,50008438,4.8,4.5,,,5.6,,6.25,5.25,3.5
2408,50008439,4.8,5.25,5.5,6.25,4.4,6.25,,,
2409,50008440,8.2,6.5,,,8.2,,8.75,7.25,6.75
2410,50008441,6.4,6.5,,,4.2,,5.0,5.5,3.25
2411,50008442,6.6,7.0,,,3.2,,5.75,4.25,5.25
2412,50008443,6.0,7.25,8.0,6.75,3.8,8.5,,,
2413,50008444,6.8,7.0,,,3.8,,5.5,4.75,3.25
2414,50008445,6.2,5.5,5.0,5.25,2.6,6.0,,,
2415,50008446,6.8,7.0,6.0,6.75,,,,,
2416,50008447,6.2,7.75,,,5.0,,4.0,5.75,4.5
2417,50008448,6.0,5.75,6.5,6.0,3.8,7.5,,,
2418,50008449,6.2,7.75,,,2.6,,4.25,7.5,5.75
2419,50008450,5.2,5.75,,,4.0,,4.25,5.5,4.0
2420,50008451,4.4,2.0,6.0,4.25,,,,,
2421,50008452,8.2,7.5,,,6.2,,5.75,8.0,4.0
2422,50008453,5.2,7.25,,,3.2,,5.5,6.75,5.75
2423,50008454,3.6,6.0,6.25,5.5,3.0,8.25,,,
2424,50008455,7.4,7.25,,,5.6,,7.25,7.0,3.5
2425,50008456,4.4,5.0,4.25,7.0,3.0,7.75,,,
2426,50008457,6.8,6.25,8.25,6.75,4.0,8.75,,,
2427,50008458,6.6,6.5,,,3.4,,4.0,7.5,2.5
2428,50008459,5.0,5.5,,,3.8,,6.75,5.0,4.75
2429,50008460,6.4,7.0,,,5.8,,6.25,6.25,5.25
2430,50008461,8.2,8.25,,,8.8,,6.0,7.25,6.25
2431,50008462,7.0,6.0,,,3.8,,6.25,7.25,4.75
2432,50008463,5.6,6.75,,,4.2,,5.25,5.25,6.5
2433,50008464,5.0,6.25,6.75,6.75,3.4,8.25,,,
2434,50008465,7.4,8.0,6.25,6.25,7.4,9.25,,,
2435,50008466,6.2,7.5,,,4.0,,6.0,6.5,4.25
2436,50008467,4.4,5.0,7.0,5.5,2.4,6.75,,,
2437,50008468,4.6,5.0,5.5,6.0,3.6,7.25,,,
2438,50008469,6.0,7.0,,,4.0,,5.0,7.25,5.25
2439,50008470,6.6,6.5,5.0,5.0,4.2,7.75,,,
2440,50008471,8.6,7.25,,,5.4,,7.0,7.25,5.25
2441,50008472,7.6,7.25,,,3.6,,6.75,7.0,6.5
2442,50008473,5.8,7.0,,,3.4,,3.5,3.5,4.75
2443,50008474,3.8,7.25,4.25,5.0,4.4,7.5,,,
2444,50008475,8.0,8.0,,,6.4,,7.75,7.5,5.5
2445,50008476,7.8,6.75,,,4.2,,7.25,7.25,6.5
2446,50008477,7.0,6.25,8.5,7.5,4.8,9.0,,,
2447,50008478,5.2,4.75,,,4.6,,5.25,5.0,4.75
2448,50008479,5.8,7.75,,,7.4,,7.5,7.25,5.5
2449,50008480,7.0,5.0,6.75,7.25,4.2,9.25,,,
2450,50008481,7.2,6.75,8.5,8.5,4.0,9.0,,,
2451,50008482,6.4,7.5,,,3.0,,6.75,6.75,5.5
2452,50008483,5.2,5.0,7.0,7.25,4.4,9.25,,,
2453,50008484,7.0,5.75,,,4.4,,6.25,6.25,5.25
2454,50008485,6.0,5.75,7.5,8.0,4.2,8.25,,,
2455,50008486,8.0,6.75,,,4.6,,5.0,5.25,5.0
2456,50008487,6.4,6.25,,,4.2,,4.5,6.25,4.0
2457,50008488,9.0,7.25,,,7.4,,4.0,8.75,7.5
2458,50008489,8.2,5.5,,,3.0,,6.75,7.75,6.75
2459,50008490,6.8,7.0,7.5,6.25,4.0,8.25,,,
2460,50008491,6.8,7.5,,,3.6,,6.0,7.5,6.0
2461,50008492,5.0,5.25,4.0,5.75,3.2,6.75,,,
2462,50008493,4.0,7.0,4.75,6.25,3.2,5.5,,,
2463,50008494,3.8,5.75,3.5,5.75,3.4,6.75,,,
2464,50008495,6.4,6.83,,,2.4,,5.25,7.75,4.5
2465,50008496,6.6,6.0,6.0,6.5,2.6,7.5,,,
2466,50008497,6.8,7.75,8.0,7.75,5.8,8.75,,,
2467,50008498,5.2,7.75,7.75,6.0,4.0,8.0,,,
2468,50008499,6.0,6.25,5.75,7.0,5.8,8.5,,,
2469,50008500,6.4,6.0,,,3.6,,4.75,8.0,7.0
2470,50008501,4.4,6.0,5.5,6.5,2.6,7.25,,,
2471,50008502,7.8,7.0,9.5,8.75,6.2,9.75,,,
2472,50008503,8.6,7.0,,,6.8,,7.5,8.75,8.5
2473,50008504,4.6,3.5,4.5,5.75,4.4,6.5,,,
2474,50008505,7.0,5.75,,,6.4,,4.75,5.25,4.75
2475,50008506,6.8,7.25,,,4.8,,6.75,6.5,5.25
2476,50008507,6.8,7.75,,,5.2,,5.25,5.75,5.0
2477,50008508,6.2,5.5,6.25,7.5,2.8,7.75,,,
2478,50008509,7.2,6.0,,,3.8,,6.75,7.75,4.5
2479,50008510,6.2,6.75,7.0,6.25,2.6,8.0,,,
2480,50008511,7.4,6.75,,,8.2,,6.0,8.25,6.25
2481,50008512,7.6,6.5,,,5.2,,5.5,6.5,6.0
2482,50008513,7.0,6.0,,,2.6,,4.25,6.25,1.5
2483,50008514,7.8,6.75,,,5.0,,8.25,8.5,5.5
2484,50008515,7.2,6.0,,,5.2,,6.5,7.0,5.5
2485,50008516,5.4,3.75,5.75,7.75,3.6,9.0,,,
2486,50008517,5.6,6.25,,,4.0,,5.5,6.0,4.5
2487,50008518,6.6,5.75,,,4.6,,4.0,3.0,3.75
2488,50008519,5.8,5.25,5.5,8.0,3.2,8.0,,,
2489,50008520,7.2,5.75,7.5,7.0,3.4,7.0,,,
2490,50008521,6.2,6.0,3.0,7.25,3.4,7.75,,,
2491,50008522,7.2,7.75,,,5.8,,6.0,7.25,4.0
2492,50008523,6.0,5.75,6.25,7.25,4.6,9.25,,,
2493,50008524,4.6,3.5,4.75,6.5,2.8,8.0,,,
2494,50008525,7.2,8.5,6.75,7.75,4.8,9.0,,,
2495,50008526,5.8,7.0,,,3.8,,4.75,4.5,4.25
2496,50008527,7.2,7.0,7.75,8.5,4.0,9.25,,,
2497,50008528,6.0,6.0,5.75,6.5,4.6,8.5,,,
2498,50008529,6.4,7.0,,,5.4,,5.0,6.0,4.5
2499,50008530,5.6,7.0,5.0,5.0,6.4,8.0,,,
2500,50008531,6.6,5.5,,,4.0,,4.75,4.25,1.25
2501,50008532,7.4,4.0,,,5.0,,4.5,6.25,4.75
2502,50008533,7.6,6.5,,,4.2,,7.0,7.75,6.0
2503,50008534,8.4,5.75,,,8.6,,7.5,6.25,7.25
2504,50008535,8.0,6.75,,,7.0,,7.75,8.0,7.5
2505,50008536,5.6,6.25,,,4.2,,4.0,4.75,5.0
2506,50008537,6.4,6.5,,,2.8,,4.0,3.5,4.75
2507,50008538,6.6,7.0,8.5,8.0,3.2,9.25,,,
2508,50008539,4.8,5.25,3.75,6.0,4.0,7.0,,,
2509,50008540,6.6,6.25,6.25,6.75,3.0,9.25,,,
2510,50008541,7.4,7.0,7.75,7.0,4.6,8.75,,,
2511,50008542,4.8,5.25,6.25,5.0,3.6,7.5,,,
2512,50008543,5.4,5.75,3.0,4.5,3.4,7.75,,,
2513,50008544,3.4,7.25,5.5,6.25,2.2,8.25,,,
2514,50008545,7.6,7.0,,,4.2,,4.75,8.25,6.25
2515,50008546,7.8,6.75,,,4.0,,6.5,6.0,6.75
2516,50008547,7.4,6.0,,,3.8,,5.25,7.0,4.25
2517,50008548,7.4,7.0,8.0,7.75,3.6,9.25,,,
2518,50008549,5.2,7.0,6.75,7.0,5.4,8.25,,,
2519,50008550,6.4,7.25,,,4.6,,4.0,5.25,5.75
2520,50008551,7.4,6.75,,,4.4,,5.75,6.0,6.25
2521,50008552,5.2,5.75,6.0,7.0,4.6,8.75,,,
2522,50008553,5.4,7.0,,,4.2,,6.5,4.75,5.0
2523,50008554,5.0,5.75,5.5,5.25,1.4,8.25,,,
2524,50008555,6.6,6.0,4.25,5.75,4.6,8.5,,,
2525,50008556,5.4,6.25,,,3.2,,3.25,3.5,3.75
2526,50008557,7.2,6.5,,,4.8,,5.25,6.75,4.5
2527,50008558,5.6,4.25,,,2.6,,5.25,5.75,2.25
2528,50008559,8.2,7.0,,,4.4,,7.5,7.75,5.5
2529,50008560,4.4,5.5,4.75,5.0,3.4,6.5,,,
2530,50008561,6.6,5.0,7.25,7.0,2.6,8.25,,,
2531,50008562,4.6,5.75,8.5,7.25,4.4,8.0,,,
2532,50008563,3.0,3.0,5.0,6.25,3.8,7.25,,,
2533,50008564,6.2,5.75,7.0,7.5,6.0,8.25,,,
2534,50008565,3.8,7.0,,,3.0,,6.0,5.0,4.5
2535,50008566,7.8,6.5,,,5.2,,5.75,8.5,8.25
2536,50008567,4.2,7.75,7.5,6.75,3.6,8.25,,,
2537,50008568,6.4,6.25,6.25,7.0,5.2,9.25,,,
2538,50008569,7.2,7.75,,,4.8,,6.5,5.75,4.5
2539,50008570,8.2,6.25,,,6.4,,7.25,7.75,5.25
2540,50008571,6.2,6.25,8.0,8.0,4.6,8.5,,,
2541,50008572,4.8,6.25,6.75,7.25,4.0,7.5,,,
2542,50008573,6.8,6.75,7.75,8.5,4.0,9.5,,,
2543,50008574,8.2,7.0,,,6.2,,6.0,8.5,8.0
2544,50008575,7.4,6.25,,,4.0,,7.25,7.5,6.0
2545,50008576,6.8,6.75,,,4.2,,3.75,4.75,4.5
2546,50008577,7.0,6.25,,,4.4,,4.5,6.5,6.5
2547,50008578,7.2,5.75,,,5.0,,6.5,6.5,5.25
2548,50008579,8.0,6.25,8.0,7.25,4.4,9.25,,,
2549,50008580,8.2,7.25,,,4.0,,6.5,7.75,5.0
2550,50008581,6.0,6.75,8.0,7.25,3.6,8.75,,,
2551,50008582,5.8,7.75,,,5.0,,5.25,6.75,4.75
2552,50008583,3.4,5.0,3.75,4.5,2.4,6.5,,,
2553,50008584,4.2,6.0,6.0,5.75,4.2,7.75,,,
2554,50008585,5.0,2.25,3.5,6.25,4.2,7.5,,,
2555,50008586,7.0,6.5,,,4.0,,7.0,7.25,4.75
2556,50008587,5.4,6.0,5.5,7.5,3.4,9.0,,,
2557,50008588,6.4,6.0,,,6.6,,5.0,5.75,6.0
2558,50008589,7.2,6.75,,,7.0,,6.5,6.25,3.25
2559,50008590,7.4,7.5,,,5.8,,6.5,8.0,7.25
2560,50008591,3.8,5.75,,,2.6,,4.25,5.0,3.75
2561,50008592,5.8,6.0,6.75,6.5,4.0,9.0,,,
2562,50008593,5.6,5.0,4.0,7.0,3.0,7.0,,,
2563,50008594,7.8,6.75,,,5.4,,6.75,8.0,6.75
2564,50008595,4.4,4.25,5.75,5.0,3.8,8.0,,,
2565,50008596,7.2,7.25,,,7.4,,7.5,5.75,4.0
2566,50008597,7.0,6.5,4.5,5.5,3.2,8.75,,,
2567,50008598,7.4,6.75,,,6.0,,5.75,7.25,5.25
2568,50008599,6.0,6.5,,,3.0,,4.75,3.75,3.5
2569,50008600,5.6,5.5,4.5,7.75,3.6,8.25,,,
2570,50008601,5.8,6.5,,,4.6,,4.5,5.75,5.75
2571,50008602,6.6,6.5,7.25,6.5,4.2,8.25,,,
2572,50008603,7.0,7.5,,,3.6,,6.25,7.0,5.25
2573,50008604,5.2,4.5,4.5,7.5,4.2,7.5,,,
2574,50008605,7.0,4.75,,,2.4,,5.75,5.0,4.25
2575,50008606,8.2,7.25,,,6.6,,7.5,8.5,5.5
2576,50008607,5.0,4.25,4.25,5.25,2.6,7.0,,,
2577,50008608,7.6,5.0,,,5.0,,5.25,7.5,3.75
2578,50008609,5.0,5.0,7.0,8.25,,,,,
2579,50008610,6.8,6.25,5.75,5.25,3.2,8.0,,,
2580,50008611,7.2,6.0,,,4.6,,4.0,6.25,3.5
2581,50008612,7.6,6.0,,,3.4,,7.25,4.5,3.25
2582,50008613,5.8,6.5,3.5,6.75,3.0,7.75,,,
2583,50008614,7.0,7.0,7.25,6.25,3.6,8.25,,,
2584,50008615,6.2,6.0,5.0,5.5,2.4,6.75,,,
2585,50008616,8.0,7.25,,,8.0,,5.5,6.0,3.75
2586,50008617,4.2,6.75,,,3.8,,3.75,4.75,4.25
2587,50008618,4.0,7.5,6.0,6.25,4.2,8.75,,,
2588,50008619,6.4,7.0,6.5,7.25,4.4,8.0,,,
2589,50008620,5.6,7.5,7.75,6.5,4.4,9.0,,,
2590,50008621,7.6,7.75,,,7.2,,6.25,7.25,7.25
2591,50008622,6.0,6.5,5.75,7.0,4.0,8.25,,,
2592,50008623,4.0,6.75,5.0,5.5,3.6,6.75,,,
2593,50008624,7.4,7.5,,,5.2,,4.0,4.75,4.25
2594,50008625,6.6,6.5,,,4.4,,5.5,6.75,4.0
2595,50008626,6.2,7.5,5.75,7.5,5.4,8.0,,,
2596,50008627,3.4,6.0,5.5,5.75,2.6,6.25,,,
2597,50008628,5.8,7.0,3.75,6.5,2.8,8.0,,,
2598,50008629,5.0,7.0,,,5.0,,5.0,4.0,6.25
2599,50008630,7.8,6.75,,,6.2,,9.25,7.25,4.5
2600,50008631,5.4,5.5,4.25,4.75,3.0,6.75,,,
2601,50008632,5.8,7.5,,,4.0,,4.75,4.5,3.75
2602,50008633,6.8,7.5,,,5.4,,5.5,6.0,4.25
2603,50008634,8.0,7.5,,,6.0,,8.5,7.25,5.25
2604,50008635,5.2,6.5,4.75,5.75,3.0,8.0,,,
2605,50008636,6.2,6.5,5.5,5.25,2.8,8.25,,,
2606,50008637,8.0,7.25,,,5.2,,7.5,6.75,6.75
2607,50008638,5.8,7.0,,,6.2,,6.0,7.0,4.75
2608,50008639,4.2,6.75,5.0,7.0,3.0,8.0,,,
2609,50008640,5.8,8.0,7.5,7.5,4.8,9.5,,,
2610,50008641,7.2,7.25,,,4.4,,4.5,5.0,4.5
2611,50008642,6.4,8.0,,,3.6,,2.75,3.75,4.0
2612,50008643,8.4,8.0,,,7.8,,7.5,6.5,6.0
2613,50008644,7.2,7.75,,,4.6,,6.5,8.25,5.75
2614,50008645,7.0,6.5,,,6.6,,6.0,4.25,6.25
2615,50008646,6.2,6.0,6.25,6.0,4.2,7.25,,,
2616,50008647,5.2,6.0,5.5,4.75,4.0,8.75,,,
2617,50008648,6.0,7.0,7.5,7.25,5.2,9.0,,,
2618,50008649,8.0,7.5,,,5.2,,7.25,7.25,5.75
2619,50008650,8.0,6.25,,,5.2,,7.25,8.25,5.25
2620,50008651,7.2,5.5,,,3.2,,6.5,7.5,5.75
2621,50008652,5.8,6.75,,,4.8,,6.75,6.75,5.75
2622,50008653,7.8,6.5,,,5.8,,7.25,8.75,5.5
2623,50008654,7.4,7.75,7.75,8.0,5.6,8.75,,,
2624,50008655,2.2,5.25,4.75,5.0,3.0,7.0,,,
2625,50008656,7.6,7.5,,,7.2,,8.75,8.0,6.5
2626,50008657,6.0,6.0,3.25,4.75,2.4,6.25,,,
2627,50008658,8.6,6.5,,,4.6,,5.75,8.0,6.25
2628,50008659,6.6,8.0,,,5.2,,7.0,7.25,5.25
2629,50008660,8.0,7.25,,,6.4,,7.0,7.25,4.75
2630,50008661,7.2,6.5,,,4.8,,6.75,8.0,6.5
2631,50008662,6.2,7.5,,,3.4,,5.25,5.25,3.75
2632,50008663,8.2,7.0,,,6.6,,5.5,8.75,5.5
2633,50008664,7.8,7.25,,,4.8,,6.25,6.75,6.75
2634,50008665,7.8,7.0,7.25,7.25,5.8,8.75,,,
2635,50008666,4.0,5.75,5.75,5.75,2.6,5.5,,,
2636,50008667,6.0,5.75,,,5.4,,5.25,5.0,3.5
2637,50008668,7.0,6.75,,,5.6,,6.0,7.25,5.5
2638,50008669,8.0,7.5,,,8.6,,7.5,7.0,4.75
2639,50008670,5.4,7.75,5.5,7.0,3.2,8.25,,,
2640,50008671,7.4,6.5,,,6.8,,6.0,7.75,7.5
2641,50008672,4.4,6.25,4.25,5.25,3.2,6.25,,,
2642,50008673,5.6,7.5,7.25,7.75,4.8,9.0,,,
2643,50008674,3.8,5.5,6.0,6.0,3.4,7.75,,,
2644,50008675,4.2,5.5,6.75,7.5,3.8,7.5,,,
2645,50008676,6.2,6.5,6.25,6.5,5.0,8.75,,,
2646,50008677,5.8,6.25,,,5.6,,6.75,6.75,3.75
2647,50008678,6.0,6.25,7.5,7.5,4.4,8.75,,,
2648,50008679,4.8,6.5,5.75,6.0,3.2,7.75,,,
2649,50008680,6.0,6.25,7.0,7.0,3.2,8.75,,,
2650,50008681,4.2,5.25,6.5,7.5,2.6,9.25,,,
2651,50008682,6.2,6.25,,,5.0,,7.25,5.5,5.5
2652,50008683,8.2,7.0,,,8.0,,8.0,8.25,8.0
2653,50008684,6.8,7.25,9.0,8.5,5.4,8.75,,,
2654,50008685,5.8,6.0,4.75,5.75,2.2,6.0,,,
2655,50008686,4.6,7.5,5.0,5.0,5.0,6.5,,,
2656,50008687,5.2,5.5,4.25,6.0,4.2,7.0,,,
2657,50008688,6.6,6.5,3.5,6.0,4.6,9.25,,,
2658,50008689,5.2,6.75,5.75,6.0,6.8,8.75,,,
2659,50008690,4.4,7.25,5.0,6.0,4.6,6.5,,,
2660,50008691,6.6,6.25,8.0,7.25,5.0,8.25,,,
2661,50008692,6.0,6.0,7.0,7.25,2.6,7.25,,,
2662,50008693,5.6,6.25,7.25,7.5,4.4,8.25,,,
2663,50008694,6.2,5.0,8.75,6.75,5.6,8.75,,,
2664,50008695,6.4,7.25,7.25,7.25,5.0,9.0,,,
2665,50008696,6.2,6.5,4.5,5.5,4.4,6.25,,,
2666,50008697,7.2,7.25,,,4.2,,4.75,4.75,3.25
2667,50008698,6.0,6.5,7.0,7.5,4.6,8.5,,,
2668,50008699,5.4,5.75,9.0,7.75,5.0,8.25,,,
2669,50008700,7.8,6.75,6.25,8.25,4.8,9.0,,,
2670,50008701,7.2,5.0,9.5,7.5,3.4,8.75,,,
2671,50008702,5.8,5.5,6.0,8.0,2.2,7.0,,,
2672,50008703,5.0,7.25,7.25,7.5,2.4,7.75,,,
2673,50008704,6.0,7.25,,,3.2,,4.75,5.5,3.75
2674,50008705,7.4,7.5,,,6.4,,5.25,6.25,6.0
2675,50008706,5.6,6.5,6.5,8.0,5.4,8.25,,,
2676,50008707,7.6,6.0,,,7.2,,6.25,6.0,3.0
2677,50008708,8.8,7.25,,,8.6,,6.75,8.75,8.5
2678,50008709,8.0,6.25,,,4.8,,5.25,7.25,7.25
2679,50008710,6.8,5.5,,,6.4,,5.25,6.0,4.5
2680,50008711,6.8,6.5,,,6.4,,6.5,5.5,4.25
2681,50008712,6.2,4.75,6.75,5.75,4.8,8.0,,,
2682,50008713,2.6,7.0,6.0,6.25,3.8,8.0,,,
2683,50008714,4.6,4.75,6.75,5.5,4.0,7.0,,,
2684,50008715,6.2,6.75,,,5.0,,4.5,5.0,4.0
2685,50008716,3.0,4.5,5.0,6.0,2.4,8.0,,,
2686,50008717,6.8,6.5,,,6.6,,5.75,6.75,4.5
2687,50008718,6.6,6.0,7.0,6.0,3.4,8.75,,,
2688,50008719,6.2,6.75,5.75,7.75,7.0,7.5,,,
2689,50008720,8.4,7.25,,,4.8,,5.5,5.25,4.5
2690,50008721,5.2,5.5,5.25,7.5,4.6,8.0,,,
2691,50008722,5.0,6.5,6.0,5.75,6.4,8.75,,,
2692,50008723,8.4,7.5,,,6.6,,6.75,8.75,8.5
2693,50008724,5.4,6.25,5.5,5.75,4.0,8.5,,,
2694,50008725,6.6,7.5,,,5.2,,5.75,7.0,3.25
2695,50008726,6.2,6.5,5.0,5.75,3.4,8.75,,,
2696,50008727,6.6,6.5,6.5,7.0,5.8,8.25,,,
2697,50008728,4.8,7.75,6.0,6.75,4.4,7.75,,,
2698,50008729,7.8,7.25,,,7.2,,6.5,7.0,6.0
2699,50008730,4.4,6.5,6.0,7.0,2.6,7.25,,,
2700,50008731,6.2,7.0,5.5,6.25,4.0,7.5,,,
2701,50008732,8.0,8.0,,,7.0,,7.5,8.5,5.75
2702,50008733,4.8,4.75,6.5,6.75,3.4,7.75,,,
2703,50008734,6.4,5.75,5.25,7.0,1.8,7.75,,,
2704,50008735,6.4,6.25,6.75,7.0,5.4,8.25,,,
2705,50008736,4.6,7.5,4.0,5.75,4.4,8.25,,,
2706,50008737,6.0,7.5,7.75,7.75,4.8,8.75,,,
2707,50008738,5.8,5.75,5.5,8.25,3.0,7.5,,,
2708,50008739,9.0,7.0,,,8.0,,8.0,8.0,7.0
2709,50008740,4.2,6.25,5.75,7.25,3.8,8.25,,,
2710,50008741,6.4,5.0,7.0,7.0,3.4,8.75,,,
2711,50008742,4.4,6.5,6.0,5.75,2.4,7.0,,,
2712,50008743,8.2,6.5,,,4.4,,7.0,5.0,6.0
2713,50008744,6.0,5.75,7.0,6.0,2.4,8.0,,,
2714,50008745,7.4,7.0,5.5,7.75,4.6,8.75,,,
2715,50008746,6.6,6.25,5.0,5.75,4.4,7.5,,,
2716,50008747,5.4,7.0,8.25,7.0,3.4,8.75,,,
2717,50008748,6.6,5.75,6.5,5.5,6.0,6.75,,,
2718,50008749,8.8,7.5,,,9.4,,8.75,7.25,7.5
2719,50008750,8.6,6.67,,,8.4,,8.75,8.5,7.25
2720,50008751,5.0,4.5,5.75,4.75,6.4,6.0,,,
2721,50008752,5.4,4.5,6.75,6.25,3.2,7.0,,,
2722,50008753,6.8,7.0,6.5,8.0,4.2,8.5,,,
2723,50008754,5.6,5.25,5.0,5.0,4.6,6.75,,,
2724,50008755,6.8,6.75,,,3.8,,4.5,5.25,5.75
2725,50008756,7.2,7.0,,,4.4,,5.5,7.0,5.5
2726,50008757,6.8,7.0,5.75,6.25,4.2,7.5,,,
2727,50008758,7.0,5.75,8.75,6.75,4.6,8.5,,,
2728,50008759,6.8,4.25,,,2.8,,4.0,4.25,2.0
2729,50008760,4.4,5.0,5.5,3.5,3.2,7.5,,,
2730,50008761,7.0,7.0,7.75,7.75,5.8,9.25,,,
2731,50008762,6.8,6.5,7.0,6.25,4.0,8.5,,,
2732,50008763,8.2,7.25,,,7.0,,7.5,8.5,8.5
2733,50008764,5.4,5.25,8.0,7.75,4.8,8.25,,,
2734,50008765,6.4,7.5,6.75,6.0,2.4,8.25,,,
2735,50008766,7.6,7.5,,,3.6,,6.25,7.0,6.25
2736,50008767,6.2,6.5,3.75,6.5,4.2,8.25,,,
2737,50008768,7.6,7.25,,,7.4,,6.75,6.75,6.25
2738,50008769,8.0,6.0,,,3.6,,5.75,6.25,5.75
2739,50008770,5.8,6.25,8.25,7.0,4.6,8.75,,,
2740,50008771,6.8,6.0,7.0,7.25,6.0,8.5,,,
2741,50008772,7.2,6.5,,,6.8,,6.25,6.0,6.0
2742,50008773,7.6,6.5,8.5,7.5,5.8,6.25,,,
2743,50008774,7.8,6.25,,,4.8,,4.0,6.75,5.5
2744,50008775,6.6,6.0,,,7.0,,5.5,6.0,3.5
2745,50008776,5.6,3.75,5.0,6.0,9.4,6.75,,,
2746,50008777,6.2,7.0,7.75,6.0,5.0,9.0,,,
2747,50008778,8.6,7.75,,,6.2,,7.5,7.25,6.0
2748,50008779,7.6,6.5,,,7.2,,7.5,7.75,4.75
2749,50008780,6.8,8.0,,,5.8,,6.0,7.75,5.25
2750,50008781,6.6,8.25,8.25,8.0,5.4,9.0,,,
2751,50008782,4.2,6.75,5.25,5.0,4.4,8.75,,,
2752,50008783,7.2,7.0,,,6.6,,6.5,7.75,5.5
2753,50008784,5.0,3.5,3.75,6.0,3.8,6.5,,,
2754,50008785,5.4,6.25,7.25,6.25,3.8,7.25,,,
2755,50008786,6.2,7.0,8.75,5.5,5.2,8.75,,,
2756,50008787,4.8,6.5,8.0,6.5,6.0,8.0,,,
2757,50008788,8.2,8.5,,,7.2,,7.0,6.25,7.0
2758,50008789,6.6,7.25,,,5.4,,5.0,5.75,5.5
2759,50008790,6.4,5.0,5.25,6.25,3.0,7.5,,,
2760,50008791,8.8,7.0,,,5.0,,6.0,7.0,5.0
2761,50008792,8.0,7.0,,,6.8,,6.0,6.5,5.5
2762,50008793,7.6,8.0,8.5,8.5,6.2,9.75,,,
2763,50008794,5.0,5.5,5.75,6.25,3.8,6.5,,,
2764,50008795,7.8,6.75,,,5.8,,7.0,4.5,4.75
2765,50008796,8.6,7.0,,,6.8,,7.25,8.75,6.25
2766,50008797,7.6,8.0,,,8.2,,7.25,8.0,5.5
2767,50008798,8.6,8.5,,,9.6,,8.75,9.0,9.0
2768,50008799,8.4,6.5,,,7.4,,7.25,7.75,6.75
2769,50008800,8.4,6.25,,,8.0,,8.0,8.25,6.75
2770,50008801,6.4,7.25,8.5,7.25,5.0,8.25,,,
2771,50008802,7.8,7.75,,,6.4,,7.25,7.0,5.0
2772,50008803,7.2,6.25,,,5.0,,6.5,7.0,6.75
2773,50008804,6.4,7.25,7.0,8.5,5.6,8.25,,,
2774,50008805,7.6,7.25,,,4.8,,7.0,7.75,8.0
2775,50008806,7.0,6.25,,,3.8,,6.75,6.75,6.0
2776,50008807,4.8,5.5,7.5,7.25,2.6,7.0,,,
2777,50008808,4.6,8.25,,,3.8,,4.0,7.0,4.5
2778,50008809,6.0,7.25,6.0,8.25,5.8,8.25,,,
2779,50008810,7.6,8.75,,,5.6,,4.5,7.0,5.5
2780,50008811,7.0,6.0,,,4.0,,5.5,7.0,3.5
2781,50008812,8.2,7.5,,,5.8,,7.75,7.75,6.0
2782,50008813,6.8,8.0,,,8.2,,4.75,4.5,6.0
2783,50008814,6.8,7.5,5.5,6.5,4.0,9.0,,,
2784,50008815,6.8,7.0,5.25,6.0,2.4,8.75,,,
2785,50008816,6.4,6.25,8.0,8.0,3.6,8.5,,,
2786,50008817,4.0,6.5,4.5,5.75,2.0,6.0,,,
2787,50008818,6.4,6.5,3.25,4.75,4.6,6.0,,,
2788,50008819,6.4,7.25,8.25,7.5,4.0,7.5,,,
2789,50008820,5.6,5.75,6.5,6.5,4.6,8.5,,,
2790,50008821,3.6,7.0,4.5,6.0,2.2,7.75,,,
2791,50008822,8.0,8.25,,,7.0,,5.25,6.0,4.25
2792,50008823,6.8,6.5,6.0,6.25,4.0,7.0,,,
2793,50008824,4.4,6.5,6.25,5.0,3.8,8.25,,,
2794,50008825,7.6,8.0,,,6.2,,5.25,7.25,5.0
2795,50008826,8.2,8.75,,,7.8,,6.75,8.5,6.0
