,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
2796,50008827,6.8,7.75,,,5.8,,6.25,7.75,4.0
2797,50008828,8.2,8.25,,,6.6,,7.0,8.25,6.0
2798,50008829,7.4,8.0,,,5.8,,7.75,8.0,6.5
2799,50008830,7.6,7.5,6.25,6.75,6.6,7.75,,,
2800,50008831,6.4,6.25,5.75,6.75,2.6,8.25,,,
2801,50008832,4.0,7.0,3.5,4.75,3.4,6.0,,,
2802,50008833,6.8,8.0,,,5.4,,7.0,6.0,5.5
2803,50008834,4.8,6.0,6.0,5.25,3.0,7.0,,,
2804,50008835,6.8,7.25,,,5.2,,7.25,6.0,5.75
2805,50008836,4.2,7.0,7.5,6.0,4.4,9.0,,,
2806,50008837,3.8,5.0,6.25,5.75,3.2,7.25,,,
2807,50008838,8.6,6.75,,,6.2,,7.75,8.0,6.25
2808,50008839,5.4,7.5,6.75,6.0,2.4,8.5,,,
2809,50008840,6.8,7.0,7.0,8.5,5.0,8.0,,,
2810,50008841,8.0,7.5,,,4.4,,8.0,8.25,5.75
2811,50008842,7.8,5.5,6.75,7.0,3.2,8.25,,,
2812,50008843,7.4,6.75,9.0,8.25,4.2,9.25,,,
2813,50008844,5.4,7.0,,,3.4,,7.25,4.25,4.5
2814,50008845,4.4,6.25,3.25,5.25,3.2,7.25,,,
2815,50008846,6.8,7.0,,,6.4,,6.5,8.25,5.25
2816,50008847,5.2,5.75,5.25,5.75,3.6,6.75,,,
2817,50008848,5.8,6.5,,,3.4,,5.75,5.0,2.5
2818,50008849,5.0,6.0,7.0,7.5,4.0,8.5,,,
2819,50008850,8.0,7.0,,,5.8,,7.25,7.75,6.25
2820,50008851,4.6,6.25,5.0,5.25,2.6,8.0,,,
2821,50008852,4.0,5.75,6.5,6.25,2.0,8.0,,,
2822,50008853,4.6,6.75,5.5,5.5,1.8,7.0,,,
2823,50008854,3.6,6.75,5.0,5.25,2.8,7.0,,,
2824,50008855,7.8,8.0,,,4.4,,6.25,8.0,5.0
2825,50008856,7.4,7.0,,,3.4,,5.5,7.0,5.0
2826,50008857,8.0,4.75,8.25,8.5,5.0,8.25,,,
2827,50008858,4.8,5.75,4.75,7.25,3.8,7.75,,,
2828,50008859,6.6,6.25,6.5,6.0,4.4,9.25,,,
2829,50008860,6.6,7.0,,,4.2,,5.25,4.5,4.5
2830,50008861,7.2,6.75,5.5,7.0,3.4,8.0,,,
2831,50008862,7.2,6.25,,,4.6,,5.25,6.75,7.0
2832,50008863,5.4,8.0,5.5,7.25,4.4,8.25,,,
2833,50008864,4.6,6.75,2.75,5.25,2.6,5.75,,,
2834,50008865,6.4,7.75,6.25,5.5,5.4,8.0,,,
2835,50008866,6.4,4.75,5.0,5.5,3.6,8.25,,,
2836,50008867,3.4,5.5,2.75,6.5,2.8,8.0,,,
2837,50008868,5.2,7.0,6.0,7.0,3.2,8.5,,,
2838,50008869,5.0,7.0,6.25,5.25,5.4,8.5,,,
2839,50008870,4.2,6.5,7.0,8.0,5.6,8.5,,,
2840,50008871,6.8,5.5,6.75,5.75,3.4,8.0,,,
2841,50008872,5.6,4.5,8.25,6.0,3.2,8.25,,,
2842,50008873,6.6,5.5,6.25,7.25,4.2,6.75,,,
2843,50008874,6.4,7.25,7.5,7.5,3.8,7.75,,,
2844,50008875,3.4,4.25,4.5,6.75,2.0,6.25,,,
2845,50008876,7.8,7.0,,,5.8,,6.5,7.0,5.5
2846,50008877,6.4,8.0,,,7.8,,4.5,6.25,5.25
2847,50008878,7.4,7.75,,,5.8,,7.0,8.5,6.0
2848,50008879,8.4,8.0,,,6.0,,6.75,6.25,5.25
2849,50008880,6.6,6.75,6.75,7.75,6.2,9.0,,,
2850,50008881,8.2,8.75,,,7.6,,6.25,8.0,7.0
2851,50008882,6.4,5.5,4.25,5.5,4.0,8.75,,,
2852,50008883,6.6,5.5,3.25,6.0,4.0,6.0,,,
2853,50008884,7.2,8.25,,,8.8,,5.0,5.75,5.5
2854,50008885,8.4,8.25,,,6.8,,7.25,6.25,5.5
2855,50008886,5.8,6.0,7.75,8.0,5.2,8.25,,,
2856,50008887,6.0,5.5,6.0,6.5,3.0,7.0,,,
2857,50008888,4.0,5.0,6.75,6.0,3.2,7.25,,,
2858,50008889,5.0,6.5,5.0,6.5,4.6,9.0,,,
2859,50008890,8.0,6.5,,,3.2,,6.0,7.5,4.5
2860,50008891,3.0,7.0,5.0,5.5,5.0,6.75,,,
2861,50008892,8.8,8.75,,,7.2,,7.25,7.25,4.75
2862,50008893,8.6,6.5,,,3.6,,7.25,7.5,4.25
2863,50008894,7.6,5.25,8.0,7.25,4.0,8.75,,,
2864,50008895,6.0,6.0,5.0,5.5,2.4,6.5,,,
2865,50008896,7.2,5.75,,,4.8,,4.25,7.25,5.0
2866,50008897,6.2,7.25,7.75,8.0,6.4,9.0,,,
2867,50008898,4.8,5.25,4.25,6.75,3.2,8.5,,,
2868,50008899,6.2,6.5,7.25,6.75,3.4,8.25,,,
2869,50008900,6.6,7.0,7.25,5.25,3.8,7.5,,,
2870,50008901,7.8,8.25,,,7.4,,6.0,6.5,5.5
2871,50008902,3.4,6.0,7.5,7.25,2.8,8.75,,,
2872,50008903,8.2,6.75,,,5.0,,5.5,6.5,5.25
2873,50008904,6.0,7.0,5.75,6.25,4.2,9.5,,,
2874,50008905,7.0,7.5,7.25,7.25,5.4,9.25,,,
2875,50008906,8.2,7.0,,,7.2,,6.0,7.25,5.25
2876,50008907,7.8,8.0,,,5.2,,6.75,7.0,7.0
2877,50008908,6.8,8.5,5.75,7.5,5.6,9.25,,,
2878,50008909,8.2,7.5,,,5.8,,5.5,6.75,5.25
2879,50008910,5.6,6.5,7.25,6.25,5.8,8.25,,,
2880,50008911,8.0,8.0,,,5.8,,6.0,7.75,5.5
2881,50008912,6.0,7.5,7.5,7.5,6.4,9.25,,,
2882,50008913,4.4,6.0,7.25,3.75,4.2,6.0,,,
2883,50008914,8.2,7.75,,,6.4,,7.75,8.0,8.25
2884,50008915,7.0,7.5,,,8.2,,7.0,4.5,5.5
2885,50008916,6.8,7.0,6.75,5.5,3.2,8.5,,,
2886,50008917,4.6,5.5,4.0,5.5,4.8,8.25,,,
2887,50008918,8.0,7.25,,,5.0,,7.0,5.75,4.25
2888,50008919,7.6,8.0,,,4.8,,7.75,8.25,6.25
2889,50008920,6.2,7.5,8.5,7.25,4.4,8.5,,,
2890,50008921,5.6,7.0,4.5,5.0,4.0,6.75,,,
2891,50008922,6.8,6.75,4.75,4.0,4.2,6.0,,,
2892,50008923,6.8,6.0,5.75,6.0,4.0,8.0,,,
2893,50008924,7.4,7.0,,,4.0,,5.75,7.5,5.75
2894,50008925,8.6,7.25,,,4.6,,7.0,8.25,5.5
2895,50008926,5.2,6.5,5.0,6.25,5.0,6.0,,,
2896,50008927,7.0,7.0,,,3.8,,7.25,6.25,3.0
2897,50008928,6.0,7.5,,,3.4,,5.5,6.25,3.75
2898,50008929,7.2,6.75,7.25,8.25,5.4,9.5,,,
2899,50008930,3.0,2.25,5.5,4.5,,,,,
2900,50008931,5.8,6.75,7.0,6.25,5.4,8.25,,,
2901,50008932,5.2,5.75,7.75,6.5,3.6,7.5,,,
2902,50008933,6.2,6.75,7.0,5.75,4.2,7.5,,,
2903,50008934,7.8,7.0,7.25,6.5,4.2,8.5,,,
2904,50008935,4.2,5.0,5.0,5.5,1.6,7.25,,,
2905,50008937,5.2,5.25,5.5,7.75,3.8,6.25,,,
2906,50008938,6.8,7.5,,,4.8,,6.5,6.0,4.75
2907,50008939,5.8,5.5,5.25,5.5,2.4,4.75,,,
2908,50008940,7.0,3.25,8.0,7.5,3.6,9.0,,,
2909,50008941,7.8,7.75,,,7.4,,6.25,6.5,5.5
2910,50008942,5.0,5.75,6.25,4.5,2.6,6.75,,,
2911,50008943,5.0,5.75,6.75,5.5,3.6,6.75,,,
2912,50008944,5.2,5.5,7.25,6.5,2.6,8.0,,,
2913,50008945,6.4,6.0,7.25,6.25,3.2,8.0,,,
2914,50008946,5.0,5.75,8.0,7.5,5.0,8.5,,,
2915,50008947,7.8,6.25,,,4.8,,6.75,7.75,5.5
2916,50008948,6.6,7.25,,,4.4,,6.0,7.5,6.0
2917,50008949,7.0,7.0,6.0,7.0,4.6,8.75,,,
2918,50008950,3.8,2.75,6.5,5.75,4.0,7.25,,,
2919,50008951,8.0,6.25,,,7.4,,6.75,8.0,4.0
2920,50008952,4.4,3.25,6.0,6.75,2.8,7.75,,,
2921,50008953,9.2,7.5,,,5.4,,7.25,8.25,7.25
2922,50008954,8.8,7.75,,,7.2,,7.5,8.5,6.5
2923,50008955,6.6,7.0,,,4.6,,8.25,7.0,4.75
2924,50008956,4.6,5.75,5.75,7.25,5.2,8.0,,,
2925,50008957,7.0,5.25,5.0,6.75,2.0,8.75,,,
2926,50008958,8.0,8.0,,,5.4,,5.25,5.0,5.0
2927,50008959,5.2,4.75,6.0,6.5,2.8,9.0,,,
2928,50008960,7.8,8.0,,,8.4,,8.5,8.25,5.5
2929,50008961,7.8,8.25,,,7.4,,7.25,7.0,5.5
2930,50008962,6.2,7.25,,,3.8,,6.5,6.75,6.0
2931,50008963,4.2,2.75,5.75,6.0,4.0,7.25,,,
2932,50008964,9.0,7.75,,,7.6,,8.5,8.0,7.5
2933,50008965,6.4,7.75,8.0,7.0,4.2,8.0,,,
2934,50008966,7.8,7.5,,,4.8,,4.25,6.25,5.75
2935,50008967,8.0,6.75,8.5,7.75,4.6,8.75,,,
2936,50008968,4.0,5.75,5.5,6.25,2.6,7.25,,,
2937,50008969,5.6,6.75,6.5,5.0,4.8,6.25,,,
2938,50008970,2.6,5.0,3.0,6.5,1.8,5.75,,,
2939,50008971,7.4,5.5,,,2.8,,5.25,5.25,3.0
2940,50008972,6.2,7.25,6.0,6.5,3.0,7.75,,,
2941,50008973,6.4,7.5,7.0,8.75,3.6,8.25,,,
2942,50008974,7.2,8.25,,,4.6,,4.5,5.75,3.75
2943,50008975,7.4,8.5,,,5.4,,7.25,5.75,3.25
2944,50008976,4.2,7.25,5.5,6.5,4.6,7.75,,,
2945,50008977,6.8,7.5,6.75,7.75,4.6,8.25,,,
2946,50008978,2.6,7.75,2.75,5.75,4.0,6.5,,,
2947,50008979,6.0,6.25,,,5.0,,6.25,6.75,4.5
2948,50008980,8.0,7.5,8.5,8.0,4.6,10.0,,,
2949,50008981,7.2,7.0,7.0,8.25,4.2,7.75,,,
2950,50008982,5.8,5.75,7.5,8.5,4.2,9.25,,,
2951,50008983,6.2,7.25,7.0,6.0,5.2,8.75,,,
2952,50008984,6.2,6.25,8.0,8.25,4.4,9.0,,,
2953,50008985,4.8,7.0,7.25,6.75,3.0,7.75,,,
2954,50008986,2.4,7.0,5.5,6.5,3.8,6.75,,,
2955,50008987,8.0,8.0,9.5,7.5,5.2,8.75,,,
2956,50008988,6.8,7.0,7.0,7.25,5.4,9.0,,,
2957,50008989,5.2,6.5,7.75,8.25,2.0,8.25,,,
2958,50008990,5.8,5.25,5.5,5.75,3.8,8.0,,,
2959,50008991,4.4,5.75,4.75,6.0,3.6,6.0,,,
2960,50008992,5.6,7.25,6.5,5.5,6.8,8.0,,,
2961,50008993,4.8,6.0,8.0,7.75,5.8,8.25,,,
2962,50008994,7.6,7.0,,,5.0,,8.0,7.5,4.75
2963,50008995,7.8,6.25,,,4.4,,5.0,7.0,5.75
2964,50008996,3.4,4.75,4.25,4.75,3.0,6.25,,,
2965,50008997,5.4,4.75,4.0,4.5,3.2,6.5,,,
2966,50008998,3.2,5.0,7.0,6.25,1.8,5.75,,,
2967,50008999,4.2,7.25,7.0,7.5,4.4,8.0,,,
2968,50009000,4.6,7.0,5.25,6.0,5.0,8.75,,,
2969,50009001,5.8,8.75,7.25,7.25,5.0,7.0,,,
2970,50009002,6.6,5.5,5.25,5.75,5.2,7.25,,,
2971,50009003,7.8,6.5,,,4.4,,6.75,8.25,5.5
2972,50009004,8.2,8.5,,,9.0,,7.25,7.5,6.0
2973,50009005,8.2,6.75,6.75,7.0,6.4,8.75,,,
2974,50009006,7.0,7.0,7.5,6.0,2.8,8.0,,,
2975,50009007,5.8,8.0,6.25,6.75,4.0,7.75,,,
2976,50009008,7.2,6.25,7.75,7.5,3.6,9.0,,,
2977,50009009,7.2,6.75,,,5.6,,6.25,8.5,7.5
2978,50009010,5.0,5.25,4.75,5.75,3.0,6.75,,,
2979,50009011,3.0,7.0,4.5,6.25,3.6,7.25,,,
2980,50009012,4.6,7.5,4.75,5.75,3.8,6.0,,,
2981,50009013,5.8,7.25,3.25,4.5,3.2,7.0,,,
2982,50009014,5.4,7.75,4.0,6.5,6.0,7.5,,,
2983,50009015,7.4,7.75,,,6.6,,6.25,6.0,4.0
2984,50009016,8.4,8.0,,,5.6,,6.5,8.0,6.5
2985,50009017,7.0,7.0,5.5,6.0,4.6,7.25,,,
2986,50009018,8.8,7.25,,,8.2,,8.5,7.75,5.0
2987,50009019,7.2,6.0,,,4.0,,7.0,7.0,4.5
2988,50009020,5.4,6.58,7.0,5.5,4.0,7.5,,,
2989,50009021,6.8,7.5,,,8.4,,5.25,4.25,5.25
2990,50009022,5.2,5.75,6.5,5.0,2.6,7.0,,,
2991,50009023,7.2,6.25,,,4.6,,5.0,4.75,4.75
2992,50009024,8.0,5.75,6.75,8.25,4.8,9.0,,,
2993,50009025,7.0,6.5,,,6.0,,5.75,7.0,5.25
2994,50009026,4.2,5.25,5.25,7.0,3.6,7.0,,,
2995,50009027,7.0,6.75,,,7.4,,5.0,5.5,3.5
2996,50009028,8.2,6.0,,,6.4,,6.0,6.0,6.0
2997,50009029,7.2,7.0,7.5,7.25,4.4,7.75,,,
2998,50009030,7.4,5.75,4.75,5.75,4.0,6.75,,,
2999,50009031,8.0,8.5,,,9.0,,8.25,7.75,6.5
3000,50009032,6.0,7.5,,,4.2,,6.25,7.25,5.0
3001,50009033,6.6,7.75,6.75,7.75,5.4,9.0,,,
3002,50009034,4.4,7.0,4.25,4.75,2.8,6.0,,,
3003,50009035,2.8,6.25,5.5,6.0,3.0,8.25,,,
3004,50009036,7.8,8.5,,,7.8,,6.25,6.25,5.5
3005,50009037,5.2,6.25,6.25,7.0,4.2,8.5,,,
3006,50009038,7.4,7.5,,,3.6,,4.25,5.5,4.75
3007,50009039,5.0,5.75,3.25,5.25,3.4,7.0,,,
3008,50009040,5.2,6.0,5.0,7.25,4.2,8.75,,,
3009,50009041,4.0,5.25,5.0,6.75,2.2,7.5,,,
3010,50009042,5.8,6.0,3.0,5.25,3.4,5.75,,,
3011,50009043,8.6,8.5,,,7.2,,7.25,7.0,6.0
3012,50009044,7.2,7.0,8.25,7.25,4.4,9.0,,,
3013,50009045,7.8,7.5,,,7.6,,5.25,7.5,7.25
3014,50009046,4.0,6.0,4.75,5.5,4.8,7.5,,,
3015,50009047,6.0,6.0,5.5,6.0,4.8,7.75,,,
3016,50009048,4.8,4.75,4.75,5.25,3.0,7.5,,,
3017,50009049,7.6,8.0,,,4.8,,6.0,7.25,7.75
3018,50009050,6.4,7.75,4.0,5.75,3.2,7.0,,,
3019,50009051,5.2,3.0,2.5,4.0,2.8,6.0,,,
3020,50009052,7.2,7.5,7.5,8.0,4.2,9.25,,,
3021,50009053,8.8,8.0,,,8.2,,6.75,8.75,7.75
3022,50009054,8.8,8.0,,,6.0,,7.0,7.25,7.75
3023,50009055,5.6,6.5,4.25,6.0,3.8,7.75,,,
3024,50009056,5.8,7.0,4.0,6.25,5.0,7.25,,,
3025,50009057,5.0,7.25,4.5,7.0,5.2,7.5,,,
3026,50009058,7.6,6.75,,,6.0,,6.5,7.75,7.25
3027,50009059,6.6,7.25,,,6.6,,6.75,6.5,6.25
3028,50009060,5.6,6.75,6.75,6.75,2.6,8.75,,,
3029,50009061,4.6,6.0,7.25,7.25,4.2,7.5,,,
3030,50009062,8.2,6.5,,,4.8,,6.75,8.25,4.0
3031,50009063,8.0,9.0,,,8.6,,6.5,7.5,7.0
3032,50009064,6.6,7.5,,,7.6,,6.25,4.75,4.25
3033,50009065,4.8,6.25,4.5,6.0,1.8,7.75,,,
3034,50009066,7.8,7.5,,,7.0,,7.5,6.75,5.5
3035,50009067,6.8,6.5,,,4.6,,4.75,6.0,2.75
3036,50009068,7.6,7.25,,,5.6,,5.25,5.25,4.5
3037,50009069,6.8,7.5,7.0,6.5,6.2,9.0,,,
3038,50009070,8.6,7.75,,,7.0,,6.5,7.25,6.5
3039,50009071,5.0,5.0,7.0,7.25,3.6,8.5,,,
3040,50009072,6.0,6.75,8.25,7.0,5.0,7.75,,,
3041,50009073,6.8,6.25,,,7.2,,6.25,8.0,4.5
3042,50009074,2.8,5.25,6.0,6.5,2.8,5.75,,,
3043,50009075,6.0,6.0,6.0,6.5,4.4,7.75,,,
3044,50009076,5.6,5.0,8.25,7.5,5.0,8.0,,,
3045,50009077,8.2,7.5,,,6.0,,7.5,9.25,6.5
3046,50009078,5.4,5.75,5.25,7.25,3.0,6.75,,,
3047,50009079,8.2,5.5,,,5.2,,7.0,7.75,8.0
3048,50009080,8.4,7.25,,,5.0,,7.0,8.25,7.25
3049,50009081,4.8,6.0,5.25,7.0,5.0,7.0,,,
3050,50009082,5.8,6.0,,,4.0,,5.75,8.0,4.75
3051,50009083,4.6,6.5,7.0,5.5,2.6,7.25,,,
3052,50009084,4.2,5.5,4.5,6.25,3.8,7.25,,,
3053,50009085,7.0,6.5,9.25,6.0,6.2,7.75,,,
3054,50009086,4.4,5.5,4.5,5.5,3.2,6.75,,,
3055,50009087,4.2,6.5,5.0,6.0,4.4,6.0,,,
3056,50009088,5.4,7.5,7.25,8.0,5.6,9.0,,,
3057,50009089,7.8,7.75,,,7.0,,7.25,6.75,4.5
3058,50009090,8.6,7.75,,,4.8,,5.5,7.75,5.75
3059,50009091,5.2,7.0,6.25,7.0,4.6,7.5,,,
3060,50009092,8.8,8.0,,,5.8,,7.25,8.25,6.0
3061,50009093,8.4,7.75,,,5.0,,7.5,8.5,6.25
3062,50009094,7.2,7.5,8.0,6.75,4.0,8.5,,,
3063,50009095,6.6,6.75,,,5.2,,6.5,5.5,5.25
3064,50009096,7.6,7.5,,,5.8,,6.0,5.5,4.25
3065,50009097,7.6,7.5,8.5,7.25,5.4,8.25,,,
3066,50009098,8.0,6.75,,,8.0,,5.75,8.25,4.75
3067,50009099,6.0,6.25,6.75,6.75,6.6,8.75,,,
3068,50009100,8.0,7.5,,,8.4,,5.5,7.25,5.25
3069,50009101,7.2,6.0,6.0,6.25,6.2,8.25,,,
3070,50009102,3.4,4.75,6.25,7.25,3.4,7.75,,,
3071,50009103,7.6,6.25,7.25,6.5,5.6,8.75,,,
3072,50009104,6.4,4.75,,,4.2,,3.5,6.0,2.75
3073,50009105,6.6,5.75,5.75,6.25,3.6,7.0,,,
3074,50009106,6.2,6.75,7.0,6.75,4.0,8.5,,,
3075,50009107,4.6,7.75,4.75,6.0,4.8,8.75,,,
3076,50009108,7.8,7.25,,,4.2,,6.5,7.5,6.0
3077,50009109,5.8,3.5,7.0,7.0,3.0,9.25,,,
3078,50009110,8.4,7.5,,,8.2,,8.25,8.5,5.75
3079,50009111,7.8,7.25,,,5.4,,8.0,8.0,5.75
3080,50009112,7.6,7.5,,,6.6,,7.0,7.75,5.0
3081,50009113,7.4,7.75,8.5,8.75,5.4,8.75,,,
3082,50009114,8.4,8.25,,,5.8,,8.5,8.5,6.0
3083,50009115,6.4,7.0,,,4.0,,5.0,5.5,5.75
3084,50009116,7.2,6.5,7.75,9.0,4.8,8.0,,,
3085,50009117,4.8,6.5,6.25,6.5,4.8,8.5,,,
3086,50009118,7.2,5.5,4.5,6.75,5.8,7.5,,,
3087,50009119,4.6,5.75,,,4.0,,5.75,6.25,6.25
3088,50009120,7.4,7.0,8.5,7.75,5.2,9.0,,,
3089,50009121,3.6,3.75,5.5,5.75,2.0,6.75,,,
3090,50009122,6.6,7.0,4.75,7.25,4.4,8.75,,,
3091,50009123,5.2,6.5,6.5,7.0,2.8,9.0,,,
3092,50009124,3.4,3.5,3.5,5.25,2.6,7.25,,,
3093,50009125,6.4,6.0,6.0,5.0,3.6,8.5,,,
3094,50009126,5.4,6.5,7.0,6.25,4.4,6.75,,,
3095,50009127,6.2,6.5,,,6.6,,5.25,6.25,4.5
3096,50009128,7.4,7.0,7.75,7.25,5.2,9.5,,,
3097,50009129,6.6,6.0,5.5,5.5,3.6,8.75,,,
3098,50009130,5.2,7.5,,,6.8,,6.5,4.75,3.0
3099,50009131,9.0,7.75,,,7.8,,8.25,7.75,7.0
3100,50009132,7.8,7.0,,,7.0,,6.0,6.25,5.75
3101,50009133,6.2,6.0,7.0,7.5,3.8,8.0,,,
3102,50009134,7.2,7.75,,,5.2,,5.25,5.75,4.0
3103,50009135,6.2,7.25,,,4.2,,4.75,3.0,4.75
3104,50009136,6.6,7.5,6.25,6.5,3.4,8.0,,,
3105,50009137,7.2,7.75,6.5,6.75,4.0,8.0,,,
3106,50009138,5.6,7.5,5.25,6.25,3.2,8.0,,,
3107,50009139,4.8,7.5,5.25,5.5,5.0,8.0,,,
3108,50009140,3.0,5.0,5.75,5.0,2.6,6.0,,,
3109,50009141,5.0,8.5,9.75,6.25,5.2,8.25,,,
3110,50009142,6.0,6.5,7.0,5.0,4.4,8.25,,,
3111,50009143,7.2,6.5,6.75,7.25,5.4,9.0,,,
3112,50009144,6.2,7.25,,,4.6,,5.75,6.5,3.25
3113,50009145,5.8,6.5,6.25,8.25,4.4,8.5,,,
3114,50009146,4.8,5.75,3.25,4.5,3.2,6.5,,,
3115,50009147,5.4,5.0,4.25,5.25,3.8,6.25,,,
3116,50009148,5.6,6.75,3.75,5.5,2.0,8.0,,,
3117,50009149,8.0,8.0,,,4.6,,5.0,7.25,6.75
3118,50009150,6.2,6.25,7.5,6.75,2.4,8.75,,,
3119,50009151,7.0,7.25,6.75,6.75,5.4,8.25,,,
3120,50009152,5.6,7.25,6.0,5.25,4.0,7.5,,,
3121,50009153,8.2,7.0,8.5,8.75,5.6,9.25,,,
3122,50009154,8.6,6.0,,,4.6,,7.5,7.75,5.75
3123,50009155,7.4,5.25,8.5,7.25,5.8,8.75,,,
3124,50009156,7.2,7.75,,,5.6,,5.75,5.75,5.75
3125,50009157,3.6,5.25,3.75,6.75,2.4,6.0,,,
3126,50009158,7.8,6.75,,,7.2,,8.25,8.0,9.0
3127,50009159,6.4,6.25,7.75,7.0,6.2,9.0,,,
3128,50009160,6.0,5.5,6.0,6.5,2.8,7.75,,,
3129,50009161,5.6,4.5,4.0,5.25,3.0,4.5,,,
3130,50009162,7.8,6.75,,,5.0,,7.0,7.75,4.75
3131,50009163,7.0,7.75,7.5,8.25,4.8,8.0,,,
3132,50009164,7.0,7.75,,,8.8,,5.75,6.75,5.0
3133,50009165,7.0,7.5,,,9.2,,4.5,5.5,4.25
3134,50009166,8.0,7.5,,,7.4,,5.5,4.5,5.25
3135,50009167,7.6,4.0,,,7.2,,7.25,6.25,5.25
3136,50009168,5.4,5.5,6.25,5.25,4.0,7.0,,,
3137,50009169,7.4,8.0,,,6.6,,6.25,6.25,6.0
3138,50009170,7.2,7.25,,,7.2,,6.5,7.0,4.75
3139,50009171,9.2,5.5,,,7.6,,8.25,7.0,6.75
3140,50009172,7.0,6.5,4.5,5.75,4.8,6.5,,,
3141,50009173,5.6,7.0,3.0,5.75,3.6,6.0,,,
3142,50009174,6.6,8.25,,,6.6,,6.0,5.75,5.0
3143,50009175,7.0,6.5,8.75,8.5,7.2,8.0,,,
3144,50009176,7.6,7.5,,,6.0,,6.0,4.75,5.25
3145,50009177,2.8,7.25,7.25,5.5,4.0,8.25,,,
3146,50009178,6.4,6.75,,,5.0,,6.25,5.75,4.25
3147,50009179,7.6,7.75,,,8.0,,6.5,7.0,5.0
3148,50009180,5.4,5.75,4.25,4.75,4.6,6.25,,,
3149,50009181,7.6,8.0,,,7.0,,7.25,6.75,5.25
3150,50009182,8.4,6.5,,,8.2,,8.25,6.75,6.0
3151,50009183,9.0,8.0,,,9.0,,10.0,6.0,5.0
3152,50009184,6.4,7.25,4.0,5.5,4.2,5.75,,,
3153,50009185,7.0,7.25,6.25,7.5,4.6,9.25,,,
3154,50009186,6.4,8.0,7.25,8.25,4.6,8.75,,,
3155,50009187,4.6,7.5,5.75,5.25,2.2,8.5,,,
3156,50009188,8.2,8.75,,,6.4,,4.25,8.75,6.25
3157,50009189,4.6,7.0,,,3.4,,4.25,4.5,1.75
3158,50009190,7.4,6.75,5.0,5.75,3.6,8.0,,,
3159,50009191,8.2,6.5,,,4.6,,6.75,6.25,3.25
3160,50009192,8.2,8.5,,,5.0,,7.25,6.75,4.25
3161,50009193,4.8,7.0,6.25,5.5,3.4,7.25,,,
3162,50009194,7.2,8.25,,,6.4,,6.25,8.75,4.75
3163,50009195,5.2,7.5,,,3.0,,5.75,5.0,3.0
3164,50009196,8.2,8.5,7.5,8.5,4.8,9.75,,,
3165,50009197,6.8,7.5,8.0,7.0,5.8,9.5,,,
3166,50009198,7.2,8.25,,,7.0,,8.0,6.0,3.75
3167,50009199,6.8,7.0,5.0,6.75,4.4,7.75,,,
3168,50009200,5.2,6.25,5.0,5.25,6.2,6.75,,,
3169,50009201,5.4,5.5,7.25,6.75,3.4,8.75,,,
3170,50009202,7.6,8.0,8.75,8.5,6.4,9.0,,,
3171,50009203,7.6,6.5,5.0,7.0,3.8,8.0,,,
3172,50009204,8.0,7.5,,,5.2,,6.25,7.25,6.25
3173,50009205,5.6,6.5,,,3.8,,5.5,4.5,3.75
3174,50009206,6.4,8.25,,,9.2,,7.0,6.0,3.25
3175,50009207,7.2,6.5,8.0,7.0,5.0,8.5,,,
3176,50009208,8.0,6.75,,,5.2,,7.5,6.0,4.0
3177,50009209,8.2,8.75,7.75,8.5,6.6,8.5,,,
3178,50009210,5.6,7.5,8.0,7.5,5.6,9.25,,,
3179,50009211,8.2,8.25,,,6.4,,4.25,8.5,5.5
3180,50009212,6.8,5.75,6.0,7.75,3.6,8.75,,,
3181,50009213,8.2,9.0,,,9.0,,7.25,4.75,5.0
3182,50009214,6.8,9.0,8.5,9.0,9.0,9.5,,,
3183,50009215,4.8,8.75,5.75,5.25,3.4,7.25,,,
3184,50009216,5.8,8.0,7.25,6.75,3.0,9.0,,,
3185,50009217,7.0,8.75,6.25,6.0,4.6,7.75,,,
3186,50009218,8.0,7.5,,,7.0,,7.75,6.0,4.25
3187,50009219,6.4,7.25,,,6.0,,6.25,7.25,3.25
3188,50009220,5.0,7.25,6.25,7.75,5.2,8.0,,,
3189,50009221,9.6,7.75,,,5.8,,8.0,8.0,3.25
3190,50009222,5.6,7.0,5.5,6.25,4.2,6.5,,,
3191,50009223,6.4,8.25,5.25,6.75,3.4,8.0,,,
3192,50009224,6.8,9.0,7.5,7.5,5.8,8.75,,,
3193,50009225,7.6,7.0,7.5,7.5,4.2,8.75,,,
3194,50009226,7.8,6.25,,,5.4,,6.5,7.25,5.25
3195,50009227,5.8,7.5,,,4.6,,5.5,7.25,5.5
3196,50009228,6.6,6.25,,,8.8,,7.75,5.25,3.0
3197,50009229,5.6,8.5,6.75,7.25,4.0,9.0,,,
3198,50009230,7.4,7.25,,,4.8,,5.0,5.75,4.25
3199,50009231,7.0,7.75,5.75,6.5,4.8,9.0,,,
3200,50009232,5.6,7.5,4.5,4.75,4.8,8.25,,,
3201,50009233,6.6,6.25,,,5.0,,5.5,5.0,3.25
3202,50009234,6.0,8.25,7.5,7.0,4.8,8.25,,,
3203,50009235,6.2,6.75,,,5.6,,5.75,4.5,3.75
3204,50009236,6.8,6.25,,,7.4,,6.0,5.75,6.5
3205,50009237,8.0,7.5,6.25,7.0,3.6,8.25,,,
